model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm2,12,6,0.21739130434782608,8,32
lenet5_batchNorm2,12,8,0.5384615384615384,8,32
lenet5_batchNorm2,12,1,0.6792452830188679,8,32
lenet5_batchNorm2,12,3,0.6929133858267716,8,32
lenet5_batchNorm2,12,0,0.5681818181818182,8,32
lenet5_batchNorm2,12,2,0.35365853658536583,8,32
lenet5_batchNorm2,12,5,0.5,8,32
lenet5_batchNorm2,12,4,0.675,8,32
lenet5_batchNorm2,12,7,0.18867924528301888,8,32
lenet5_batchNorm2,12,9,0.13253012048192772,8,32
lenet5_batchNorm2,14,2,0.35365853658536583,8,32
lenet5_batchNorm2,14,1,0.6446540880503144,8,32
lenet5_batchNorm2,14,5,0.5446428571428571,8,32
lenet5_batchNorm2,14,8,0.5897435897435898,8,32
lenet5_batchNorm2,14,4,0.725,8,32
lenet5_batchNorm2,14,0,0.5113636363636364,8,32
lenet5_batchNorm2,14,3,0.6771653543307087,8,32
lenet5_batchNorm2,14,6,0.1956521739130435,8,32
lenet5_batchNorm2,14,7,0.1792452830188679,8,32
lenet5_batchNorm2,14,9,0.14457831325301204,8,32
lenet5_batchNorm2,17,8,0.5256410256410257,8,32
lenet5_batchNorm2,17,2,0.38414634146341464,8,32
lenet5_batchNorm2,17,9,0.18072289156626506,8,32
lenet5_batchNorm2,17,1,0.6698113207547169,8,32
lenet5_batchNorm2,17,3,0.6850393700787402,8,32
lenet5_batchNorm2,17,4,0.7166666666666667,8,32
lenet5_batchNorm2,17,0,0.5454545454545454,8,32
lenet5_batchNorm2,17,7,0.19811320754716982,8,32
lenet5_batchNorm2,17,6,0.21739130434782608,8,32
lenet5_batchNorm2,17,5,0.5267857142857143,8,32
lenet5_batchNorm2,9,4,0.6833333333333333,8,32
lenet5_batchNorm2,9,3,0.6929133858267716,8,32
lenet5_batchNorm2,9,1,0.5786163522012578,8,32
lenet5_batchNorm2,9,7,0.16037735849056603,8,32
lenet5_batchNorm2,9,8,0.5384615384615384,8,32
