model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm3,16,3,0.7244094488188977,5,16
lenet5_batchNorm3,16,1,0.6635220125786163,5,16
lenet5_batchNorm3,16,0,0.3977272727272727,5,16
lenet5_batchNorm3,16,6,0.16304347826086957,5,16
lenet5_batchNorm3,16,2,0.3902439024390244,5,16
lenet5_batchNorm3,16,7,0.2358490566037736,5,16
lenet5_batchNorm3,16,8,0.4230769230769231,5,16
lenet5_batchNorm3,16,4,0.6583333333333333,5,16
lenet5_batchNorm3,16,5,0.7321428571428571,5,16
lenet5_batchNorm3,16,9,0.13253012048192772,5,16
lenet5_batchNorm3,20,5,0.7321428571428571,5,16
lenet5_batchNorm3,20,1,0.6226415094339622,5,16
lenet5_batchNorm3,20,0,0.5,5,16
lenet5_batchNorm3,20,4,0.6083333333333333,5,16
lenet5_batchNorm3,20,3,0.7007874015748031,5,16
lenet5_batchNorm3,12,4,0.6,5,16
lenet5_batchNorm3,20,7,0.18867924528301888,5,16
lenet5_batchNorm3,12,2,0.42073170731707316,5,16
lenet5_batchNorm3,20,6,0.15217391304347827,5,16
lenet5_batchNorm3,12,3,0.6850393700787402,5,16
lenet5_batchNorm3,20,2,0.40853658536585363,5,16
lenet5_batchNorm3,12,8,0.5128205128205128,5,16
lenet5_batchNorm3,20,9,0.0963855421686747,5,16
lenet5_batchNorm3,12,1,0.6320754716981132,5,16
lenet5_batchNorm3,20,8,0.5769230769230769,5,16
lenet5_batchNorm3,12,0,0.5,5,16
lenet5_batchNorm3,12,7,0.19811320754716982,5,16
lenet5_batchNorm3,12,5,0.7053571428571429,5,16
lenet5_batchNorm3,12,6,0.16304347826086957,5,16
lenet5_batchNorm3,12,9,0.12048192771084337,5,16
lenet5_batchNorm3,5,4,0.6416666666666667,5,16
lenet5_batchNorm3,5,1,0.6477987421383647,5,16
lenet5_batchNorm3,5,5,0.7678571428571429,5,16
lenet5_batchNorm3,5,2,0.40853658536585363,5,16
lenet5_batchNorm3,5,3,0.7637795275590551,5,16
lenet5_batchNorm3,5,8,0.44871794871794873,5,16
lenet5_batchNorm3,5,9,0.14457831325301204,5,16
lenet5_batchNorm3,5,6,0.18478260869565216,5,16
lenet5_batchNorm3,5,0,0.375,5,16
lenet5_batchNorm3,5,7,0.24528301886792453,5,16
lenet5_batchNorm3,18,1,0.6226415094339622,5,16
lenet5_batchNorm3,18,6,0.20652173913043478,5,16
lenet5_batchNorm3,18,0,0.4431818181818182,5,16
lenet5_batchNorm3,18,8,0.5,5,16
lenet5_batchNorm3,18,2,0.39634146341463417,5,16
lenet5_batchNorm3,18,4,0.6166666666666667,5,16
lenet5_batchNorm3,18,3,0.7559055118110236,5,16
lenet5_batchNorm3,18,5,0.6785714285714286,5,16
lenet5_batchNorm3,18,9,0.0963855421686747,5,16
lenet5_batchNorm3,18,7,0.18867924528301888,5,16
lenet5_batchNorm3,8,5,0.7321428571428571,5,16
lenet5_batchNorm3,8,8,0.4358974358974359,5,16
lenet5_batchNorm3,8,1,0.6698113207547169,5,16
lenet5_batchNorm3,8,2,0.4268292682926829,5,16
lenet5_batchNorm3,8,3,0.7086614173228346,5,16
lenet5_batchNorm3,8,0,0.4659090909090909,5,16
lenet5_batchNorm3,8,4,0.675,5,16
lenet5_batchNorm3,8,9,0.14457831325301204,5,16
lenet5_batchNorm3,8,6,0.15217391304347827,5,16
lenet5_batchNorm3,8,7,0.18867924528301888,5,16
lenet5_batchNorm3,6,5,0.7232142857142857,5,16
lenet5_batchNorm3,6,1,0.6666666666666666,5,16
lenet5_batchNorm3,6,3,0.7165354330708661,5,16
lenet5_batchNorm3,6,2,0.43902439024390244,5,16
lenet5_batchNorm3,6,8,0.5,5,16
lenet5_batchNorm3,6,0,0.4431818181818182,5,16
lenet5_batchNorm3,6,4,0.5916666666666667,5,16
lenet5_batchNorm3,6,6,0.17391304347826086,5,16
lenet5_batchNorm3,6,9,0.1566265060240964,5,16
lenet5_batchNorm3,6,7,0.14150943396226415,5,16
lenet5_batchNorm3,19,9,0.18072289156626506,5,16
lenet5_batchNorm3,17,1,0.6698113207547169,5,16
lenet5_batchNorm3,19,1,0.6415094339622641,5,16
lenet5_batchNorm3,17,4,0.6333333333333333,5,16
lenet5_batchNorm3,19,3,0.7086614173228346,5,16
lenet5_batchNorm3,17,2,0.4451219512195122,5,16
lenet5_batchNorm3,19,8,0.48717948717948717,5,16
lenet5_batchNorm3,17,5,0.7321428571428571,5,16
lenet5_batchNorm3,19,2,0.38414634146341464,5,16
lenet5_batchNorm3,17,3,0.7165354330708661,5,16
lenet5_batchNorm3,19,4,0.6083333333333333,5,16
lenet5_batchNorm3,17,0,0.48863636363636365,5,16
lenet5_batchNorm3,19,5,0.7232142857142857,5,16
lenet5_batchNorm3,17,6,0.20652173913043478,5,16
lenet5_batchNorm3,19,7,0.2169811320754717,5,16
lenet5_batchNorm3,17,8,0.38461538461538464,5,16
lenet5_batchNorm3,19,0,0.45454545454545453,5,16
lenet5_batchNorm3,17,7,0.2169811320754717,5,16
lenet5_batchNorm3,19,6,0.16304347826086957,5,16
lenet5_batchNorm3,17,9,0.10843373493975904,5,16
lenet5_batchNorm3,7,1,0.6729559748427673,5,16
lenet5_batchNorm3,7,3,0.7007874015748031,5,16
lenet5_batchNorm3,7,5,0.7142857142857143,5,16
lenet5_batchNorm3,7,6,0.16304347826086957,5,16
lenet5_batchNorm3,7,7,0.19811320754716982,5,16
lenet5_batchNorm3,7,0,0.5,5,16
lenet5_batchNorm3,7,2,0.40853658536585363,5,16
lenet5_batchNorm3,7,9,0.1686746987951807,5,16
lenet5_batchNorm3,7,8,0.47435897435897434,5,16
lenet5_batchNorm3,7,4,0.6166666666666667,5,16
lenet5_batchNorm3,15,8,0.48717948717948717,5,16
lenet5_batchNorm3,15,3,0.7086614173228346,5,16
lenet5_batchNorm3,15,5,0.7321428571428571,5,16
lenet5_batchNorm3,15,4,0.5833333333333334,5,16
lenet5_batchNorm3,15,1,0.6289308176100629,5,16
lenet5_batchNorm3,15,6,0.1956521739130435,5,16
lenet5_batchNorm3,15,7,0.19811320754716982,5,16
lenet5_batchNorm3,15,0,0.4659090909090909,5,16
lenet5_batchNorm3,15,2,0.4451219512195122,5,16
lenet5_batchNorm3,15,9,0.14457831325301204,5,16
lenet5_batchNorm3,2,3,0.7244094488188977,5,16
lenet5_batchNorm3,2,1,0.6163522012578616,5,16
lenet5_batchNorm3,9,4,0.6,5,16
lenet5_batchNorm3,2,2,0.39634146341463417,5,16
lenet5_batchNorm3,9,5,0.7410714285714286,5,16
lenet5_batchNorm3,2,4,0.6,5,16
lenet5_batchNorm3,2,8,0.47435897435897434,5,16
lenet5_batchNorm3,9,1,0.6446540880503144,5,16
lenet5_batchNorm3,2,5,0.7232142857142857,5,16
lenet5_batchNorm3,9,3,0.7322834645669292,5,16
lenet5_batchNorm3,1,1,0.6415094339622641,5,16
lenet5_batchNorm3,2,0,0.48863636363636365,5,16
lenet5_batchNorm3,9,0,0.4431818181818182,5,16
lenet5_batchNorm3,1,3,0.7401574803149606,5,16
lenet5_batchNorm3,2,7,0.20754716981132076,5,16
lenet5_batchNorm3,9,2,0.3902439024390244,5,16
lenet5_batchNorm3,1,5,0.7678571428571429,5,16
lenet5_batchNorm3,2,9,0.12048192771084337,5,16
lenet5_batchNorm3,9,6,0.17391304347826086,5,16
lenet5_batchNorm3,1,8,0.44871794871794873,5,16
lenet5_batchNorm3,2,6,0.17391304347826086,5,16
lenet5_batchNorm3,9,9,0.10843373493975904,5,16
lenet5_batchNorm3,1,0,0.45454545454545453,5,16
lenet5_batchNorm3,9,7,0.16037735849056603,5,16
lenet5_batchNorm3,9,8,0.47435897435897434,5,16
lenet5_batchNorm3,1,2,0.42073170731707316,5,16
lenet5_batchNorm3,1,4,0.6416666666666667,5,16
lenet5_batchNorm3,1,7,0.16981132075471697,5,16
lenet5_batchNorm3,1,6,0.16304347826086957,5,16
lenet5_batchNorm3,1,9,0.13253012048192772,5,16
lenet5_batchNorm3,4,7,0.18867924528301888,5,16
lenet5_batchNorm3,4,3,0.6929133858267716,5,16
lenet5_batchNorm3,4,1,0.6163522012578616,5,16
lenet5_batchNorm3,4,5,0.6964285714285714,5,16
lenet5_batchNorm3,4,4,0.6333333333333333,5,16
lenet5_batchNorm3,4,8,0.5,5,16
lenet5_batchNorm3,13,5,0.7232142857142857,5,16
lenet5_batchNorm3,4,2,0.4329268292682927,5,16
lenet5_batchNorm3,13,3,0.7480314960629921,5,16
lenet5_batchNorm3,13,1,0.6823899371069182,5,16
lenet5_batchNorm3,4,0,0.4772727272727273,5,16
lenet5_batchNorm3,13,4,0.6583333333333333,5,16
lenet5_batchNorm3,13,2,0.4268292682926829,5,16
lenet5_batchNorm3,13,7,0.20754716981132076,5,16
lenet5_batchNorm3,4,6,0.17391304347826086,5,16
lenet5_batchNorm3,13,0,0.45454545454545453,5,16
lenet5_batchNorm3,4,9,0.14457831325301204,5,16
lenet5_batchNorm3,13,8,0.44871794871794873,5,16
lenet5_batchNorm3,13,6,0.15217391304347827,5,16
lenet5_batchNorm3,13,9,0.0963855421686747,5,16
lenet5_batchNorm3,14,1,0.6415094339622641,5,16
lenet5_batchNorm3,14,5,0.75,5,16
lenet5_batchNorm3,14,4,0.6583333333333333,5,16
lenet5_batchNorm3,14,7,0.25471698113207547,5,16
lenet5_batchNorm3,14,6,0.16304347826086957,5,16
lenet5_batchNorm3,14,0,0.48863636363636365,5,16
lenet5_batchNorm3,14,3,0.7401574803149606,5,16
lenet5_batchNorm3,14,8,0.47435897435897434,5,16
lenet5_batchNorm3,14,2,0.4329268292682927,5,16
lenet5_batchNorm3,10,1,0.660377358490566,5,16
lenet5_batchNorm3,14,9,0.13253012048192772,5,16
lenet5_batchNorm3,10,4,0.6166666666666667,5,16
lenet5_batchNorm3,10,0,0.42045454545454547,5,16
lenet5_batchNorm3,10,9,0.14457831325301204,5,16
lenet5_batchNorm3,10,3,0.6771653543307087,5,16
lenet5_batchNorm3,10,5,0.7321428571428571,5,16
lenet5_batchNorm3,10,2,0.4146341463414634,5,16
lenet5_batchNorm3,10,7,0.18867924528301888,5,16
lenet5_batchNorm3,10,8,0.48717948717948717,5,16
lenet5_batchNorm3,10,6,0.18478260869565216,5,16
lenet5_batchNorm3,3,1,0.6635220125786163,5,16
lenet5_batchNorm3,3,5,0.7053571428571429,5,16
lenet5_batchNorm3,3,4,0.6333333333333333,5,16
lenet5_batchNorm3,3,3,0.7480314960629921,5,16
lenet5_batchNorm3,3,0,0.3977272727272727,5,16
lenet5_batchNorm3,3,2,0.4451219512195122,5,16
lenet5_batchNorm3,3,7,0.2169811320754717,5,16
lenet5_batchNorm3,3,6,0.17391304347826086,5,16
lenet5_batchNorm3,3,9,0.13253012048192772,5,16
lenet5_batchNorm3,3,8,0.46153846153846156,5,16
lenet5_batchNorm3,11,3,0.7244094488188977,5,16
