Accuracy,precision,recall,f1,iteration,dset_size
98.19,0.9820857959552841,0.9819,0.9819043803617573,27.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,81.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,45.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,18.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,54.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,9.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,10.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,60.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,80.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,100.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,30.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,90.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,20.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,50.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,70.0,0.1
98.19,0.9820857959552841,0.9819,0.9819043803617573,40.0,0.1
80.76,0.7834043626164325,0.8076,0.7815097037723575,8.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,6.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,5.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,9.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,1.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,4.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,7.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,3.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,2.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,10.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,18.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,4.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,20.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,16.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,6.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,10.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,12.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,8.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,2.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,14.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,3.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,15.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,30.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,9.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,21.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,12.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,24.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,18.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,6.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,27.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,36.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,24.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,16.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,20.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,12.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,32.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,8.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,40.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,28.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,4.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,20.0,0.2
