model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm2,9,1,0.7232704402515723,5,256
lenet5_batchNorm2,9,2,0.8414634146341463,5,256
lenet5_batchNorm2,9,8,0.6282051282051282,5,256
lenet5_batchNorm2,9,3,0.9606299212598425,5,256
lenet5_batchNorm2,9,4,0.7333333333333333,5,256
lenet5_batchNorm2,9,7,0.36792452830188677,5,256
lenet5_batchNorm2,9,9,0.3493975903614458,5,256
lenet5_batchNorm2,9,0,0.7840909090909091,5,256
lenet5_batchNorm2,9,5,0.8571428571428571,5,256
lenet5_batchNorm2,9,6,0.2826086956521739,5,256
lenet5_batchNorm2,2,4,0.7416666666666667,5,256
lenet5_batchNorm2,2,1,0.710691823899371,5,256
lenet5_batchNorm2,2,3,0.9606299212598425,5,256
lenet5_batchNorm2,2,9,0.3493975903614458,5,256
lenet5_batchNorm2,2,2,0.8414634146341463,5,256
lenet5_batchNorm2,2,8,0.6282051282051282,5,256
lenet5_batchNorm2,2,7,0.3867924528301887,5,256
lenet5_batchNorm2,2,0,0.7727272727272727,5,256
lenet5_batchNorm2,5,1,0.710691823899371,5,256
lenet5_batchNorm2,2,5,0.8660714285714286,5,256
lenet5_batchNorm2,2,6,0.2826086956521739,5,256
lenet5_batchNorm2,5,8,0.6282051282051282,5,256
lenet5_batchNorm2,5,2,0.8475609756097561,5,256
lenet5_batchNorm2,5,7,0.37735849056603776,5,256
lenet5_batchNorm2,5,5,0.8571428571428571,5,256
lenet5_batchNorm2,5,0,0.7840909090909091,5,256
lenet5_batchNorm2,5,9,0.3493975903614458,5,256
lenet5_batchNorm2,5,3,0.9606299212598425,5,256
lenet5_batchNorm2,5,4,0.725,5,256
lenet5_batchNorm2,5,6,0.29347826086956524,5,256
lenet5_batchNorm2,12,3,0.9606299212598425,5,256
lenet5_batchNorm2,12,1,0.710691823899371,5,256
lenet5_batchNorm2,12,7,0.39622641509433965,5,256
lenet5_batchNorm2,12,0,0.7840909090909091,5,256
lenet5_batchNorm2,12,2,0.8414634146341463,5,256
lenet5_batchNorm2,12,8,0.6282051282051282,5,256
lenet5_batchNorm2,12,4,0.7333333333333333,5,256
lenet5_batchNorm2,12,5,0.8571428571428571,5,256
lenet5_batchNorm2,12,6,0.29347826086956524,5,256
lenet5_batchNorm2,12,9,0.3493975903614458,5,256
lenet5_batchNorm2,19,5,0.8571428571428571,5,256
lenet5_batchNorm2,19,6,0.29347826086956524,5,256
lenet5_batchNorm2,19,1,0.7169811320754716,5,256
lenet5_batchNorm2,19,8,0.6282051282051282,5,256
lenet5_batchNorm2,19,2,0.8353658536585366,5,256
lenet5_batchNorm2,19,3,0.9606299212598425,5,256
lenet5_batchNorm2,19,4,0.7333333333333333,5,256
lenet5_batchNorm2,19,9,0.3493975903614458,5,256
lenet5_batchNorm2,19,0,0.7954545454545454,5,256
lenet5_batchNorm2,19,7,0.39622641509433965,5,256
lenet5_batchNorm2,4,2,0.8475609756097561,5,256
lenet5_batchNorm2,4,5,0.8660714285714286,5,256
lenet5_batchNorm2,4,4,0.725,5,256
lenet5_batchNorm2,4,1,0.710691823899371,5,256
lenet5_batchNorm2,4,3,0.9606299212598425,5,256
lenet5_batchNorm2,4,7,0.36792452830188677,5,256
lenet5_batchNorm2,4,0,0.7840909090909091,5,256
lenet5_batchNorm2,4,8,0.6282051282051282,5,256
lenet5_batchNorm2,4,6,0.29347826086956524,5,256
lenet5_batchNorm2,4,9,0.3373493975903614,5,256
lenet5_batchNorm2,16,1,0.7138364779874213,5,256
lenet5_batchNorm2,16,3,0.9606299212598425,5,256
lenet5_batchNorm2,16,2,0.8414634146341463,5,256
lenet5_batchNorm2,16,4,0.7333333333333333,5,256
lenet5_batchNorm2,16,0,0.7840909090909091,5,256
lenet5_batchNorm2,16,5,0.8571428571428571,5,256
lenet5_batchNorm2,16,7,0.4056603773584906,5,256
lenet5_batchNorm2,16,8,0.6282051282051282,5,256
lenet5_batchNorm2,16,6,0.29347826086956524,5,256
lenet5_batchNorm2,16,9,0.3493975903614458,5,256
lenet5_batchNorm2,7,5,0.8571428571428571,5,256
lenet5_batchNorm2,7,1,0.7138364779874213,5,256
lenet5_batchNorm2,7,3,0.9606299212598425,5,256
lenet5_batchNorm2,7,8,0.6282051282051282,5,256
lenet5_batchNorm2,7,0,0.7840909090909091,5,256
lenet5_batchNorm2,7,4,0.7416666666666667,5,256
lenet5_batchNorm2,7,7,0.39622641509433965,5,256
