model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm3,14,1,0.6918238993710691,2,64
lenet5_batchNorm3,14,4,0.625,2,64
lenet5_batchNorm3,14,6,0.18478260869565216,2,64
lenet5_batchNorm3,14,2,0.42073170731707316,2,64
lenet5_batchNorm3,14,5,0.7410714285714286,2,64
lenet5_batchNorm3,14,3,0.7716535433070866,2,64
lenet5_batchNorm3,14,8,0.38461538461538464,2,64
lenet5_batchNorm3,14,7,0.2358490566037736,2,64
lenet5_batchNorm3,14,0,0.5,2,64
lenet5_batchNorm3,14,9,0.1566265060240964,2,64
lenet5_batchNorm3,5,7,0.22641509433962265,2,64
lenet5_batchNorm3,5,1,0.6886792452830188,2,64
lenet5_batchNorm3,5,5,0.7232142857142857,2,64
lenet5_batchNorm3,5,3,0.7637795275590551,2,64
lenet5_batchNorm3,5,2,0.4024390243902439,2,64
lenet5_batchNorm3,5,4,0.625,2,64
lenet5_batchNorm3,5,0,0.45454545454545453,2,64
lenet5_batchNorm3,5,8,0.3717948717948718,2,64
lenet5_batchNorm3,5,9,0.1566265060240964,2,64
lenet5_batchNorm3,5,6,0.15217391304347827,2,64
lenet5_batchNorm3,17,1,0.6918238993710691,2,64
lenet5_batchNorm3,17,3,0.7637795275590551,2,64
lenet5_batchNorm3,17,5,0.7142857142857143,2,64
lenet5_batchNorm3,17,4,0.6083333333333333,2,64
lenet5_batchNorm3,17,9,0.14457831325301204,2,64
lenet5_batchNorm3,17,6,0.17391304347826086,2,64
lenet5_batchNorm3,17,2,0.4329268292682927,2,64
lenet5_batchNorm3,17,7,0.2358490566037736,2,64
lenet5_batchNorm3,17,8,0.34615384615384615,2,64
lenet5_batchNorm3,17,0,0.4659090909090909,2,64
lenet5_batchNorm3,6,2,0.43902439024390244,2,64
lenet5_batchNorm3,6,1,0.6761006289308176,2,64
lenet5_batchNorm3,4,2,0.4329268292682927,2,64
lenet5_batchNorm3,6,3,0.7165354330708661,2,64
lenet5_batchNorm3,4,4,0.625,2,64
lenet5_batchNorm3,6,4,0.6,2,64
lenet5_batchNorm3,16,7,0.2169811320754717,2,64
lenet5_batchNorm3,4,1,0.7044025157232704,2,64
lenet5_batchNorm3,6,5,0.7321428571428571,2,64
lenet5_batchNorm3,16,3,0.7401574803149606,2,64
lenet5_batchNorm3,4,5,0.7232142857142857,2,64
lenet5_batchNorm3,6,8,0.41025641025641024,2,64
