model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm6,4,1,0.8018867924528302,8,256
lenet5_batchNorm6,4,0,0.7272727272727273,8,256
lenet5_batchNorm6,4,6,0.3804347826086957,8,256
lenet5_batchNorm6,4,2,0.8292682926829268,8,256
lenet5_batchNorm6,4,3,0.6771653543307087,8,256
lenet5_batchNorm6,4,4,0.8916666666666667,8,256
lenet5_batchNorm6,4,9,0.07228915662650602,8,256
lenet5_batchNorm6,4,5,0.5089285714285714,8,256
lenet5_batchNorm6,4,8,0.5,8,256
lenet5_batchNorm6,4,7,0.4811320754716981,8,256
lenet5_batchNorm6,7,1,0.8081761006289309,8,256
lenet5_batchNorm6,7,4,0.8916666666666667,8,256
lenet5_batchNorm6,7,0,0.7159090909090909,8,256
lenet5_batchNorm6,7,2,0.823170731707317,8,256
lenet5_batchNorm6,7,8,0.5,8,256
lenet5_batchNorm6,7,6,0.391304347826087,8,256
lenet5_batchNorm6,7,5,0.5089285714285714,8,256
lenet5_batchNorm6,7,3,0.6850393700787402,8,256
lenet5_batchNorm6,7,7,0.46226415094339623,8,256
lenet5_batchNorm6,7,9,0.07228915662650602,8,256
lenet5_batchNorm6,20,1,0.7955974842767296,8,256
lenet5_batchNorm6,20,0,0.7045454545454546,8,256
lenet5_batchNorm6,20,4,0.9,8,256
lenet5_batchNorm6,20,8,0.48717948717948717,8,256
lenet5_batchNorm6,20,2,0.823170731707317,8,256
lenet5_batchNorm6,20,9,0.08433734939759036,8,256
lenet5_batchNorm6,20,7,0.4716981132075472,8,256
lenet5_batchNorm6,20,3,0.6850393700787402,8,256
lenet5_batchNorm6,20,5,0.5089285714285714,8,256
lenet5_batchNorm6,20,6,0.3804347826086957,8,256
lenet5_batchNorm6,15,5,0.5089285714285714,8,256
lenet5_batchNorm6,15,3,0.6535433070866141,8,256
lenet5_batchNorm6,15,2,0.8353658536585366,8,256
lenet5_batchNorm6,15,0,0.7159090909090909,8,256
lenet5_batchNorm6,15,8,0.5128205128205128,8,256
lenet5_batchNorm6,15,4,0.8916666666666667,8,256
lenet5_batchNorm6,15,1,0.7987421383647799,8,256
lenet5_batchNorm6,15,9,0.07228915662650602,8,256
lenet5_batchNorm6,15,7,0.4716981132075472,8,256
lenet5_batchNorm6,15,6,0.391304347826087,8,256
lenet5_batchNorm6,9,1,0.8050314465408805,8,256
lenet5_batchNorm6,9,3,0.6929133858267716,8,256
lenet5_batchNorm6,9,2,0.8292682926829268,8,256
lenet5_batchNorm6,9,4,0.8916666666666667,8,256
lenet5_batchNorm6,9,5,0.5089285714285714,8,256
lenet5_batchNorm6,9,6,0.391304347826087,8,256
lenet5_batchNorm6,9,8,0.5,8,256
lenet5_batchNorm6,9,9,0.08433734939759036,8,256
lenet5_batchNorm6,9,0,0.6931818181818182,8,256
lenet5_batchNorm6,9,7,0.4716981132075472,8,256
lenet5_batchNorm6,17,1,0.7955974842767296,8,256
lenet5_batchNorm6,17,4,0.8916666666666667,8,256
lenet5_batchNorm6,17,6,0.3804347826086957,8,256
lenet5_batchNorm6,1,4,0.8916666666666667,8,256
lenet5_batchNorm6,17,7,0.4811320754716981,8,256
lenet5_batchNorm6,1,7,0.4811320754716981,8,256
lenet5_batchNorm6,17,0,0.75,8,256
lenet5_batchNorm6,1,1,0.8018867924528302,8,256
lenet5_batchNorm6,17,8,0.5,8,256
lenet5_batchNorm6,1,2,0.8353658536585366,8,256
lenet5_batchNorm6,1,5,0.5,8,256
lenet5_batchNorm6,1,6,0.391304347826087,8,256
lenet5_batchNorm6,17,3,0.6692913385826772,8,256
lenet5_batchNorm6,1,8,0.5,8,256
lenet5_batchNorm6,17,2,0.8292682926829268,8,256
lenet5_batchNorm6,1,3,0.6929133858267716,8,256
lenet5_batchNorm6,17,5,0.5089285714285714,8,256
lenet5_batchNorm6,1,0,0.6818181818181818,8,256
lenet5_batchNorm6,17,9,0.08433734939759036,8,256
lenet5_batchNorm6,1,9,0.07228915662650602,8,256
lenet5_batchNorm6,8,1,0.8018867924528302,8,256
lenet5_batchNorm6,8,2,0.8292682926829268,8,256
lenet5_batchNorm6,8,3,0.6771653543307087,8,256
lenet5_batchNorm6,8,7,0.4716981132075472,8,256
lenet5_batchNorm6,8,5,0.5,8,256
lenet5_batchNorm6,18,4,0.8916666666666667,8,256
lenet5_batchNorm6,8,0,0.7272727272727273,8,256
lenet5_batchNorm6,18,1,0.7987421383647799,8,256
lenet5_batchNorm6,8,4,0.8916666666666667,8,256
lenet5_batchNorm6,18,2,0.8292682926829268,8,256
lenet5_batchNorm6,8,8,0.5,8,256
lenet5_batchNorm6,18,8,0.48717948717948717,8,256
lenet5_batchNorm6,18,3,0.6850393700787402,8,256
lenet5_batchNorm6,8,6,0.3804347826086957,8,256
lenet5_batchNorm6,18,0,0.6931818181818182,8,256
lenet5_batchNorm6,8,9,0.08433734939759036,8,256
lenet5_batchNorm6,18,5,0.5,8,256
lenet5_batchNorm6,18,7,0.4811320754716981,8,256
lenet5_batchNorm6,11,3,0.6850393700787402,8,256
lenet5_batchNorm6,18,6,0.3804347826086957,8,256
lenet5_batchNorm6,11,1,0.7924528301886793,8,256
lenet5_batchNorm6,18,9,0.07228915662650602,8,256
lenet5_batchNorm6,11,7,0.4716981132075472,8,256
lenet5_batchNorm6,11,4,0.8916666666666667,8,256
lenet5_batchNorm6,11,2,0.8292682926829268,8,256
lenet5_batchNorm6,11,6,0.3804347826086957,8,256
lenet5_batchNorm6,6,1,0.8018867924528302,8,256
lenet5_batchNorm6,11,8,0.5,8,256
lenet5_batchNorm6,6,4,0.8916666666666667,8,256
lenet5_batchNorm6,11,0,0.7272727272727273,8,256
lenet5_batchNorm6,6,2,0.823170731707317,8,256
lenet5_batchNorm6,11,9,0.07228915662650602,8,256
lenet5_batchNorm6,6,8,0.5128205128205128,8,256
lenet5_batchNorm6,11,5,0.5089285714285714,8,256
lenet5_batchNorm6,6,5,0.5,8,256
lenet5_batchNorm6,6,3,0.6614173228346457,8,256
lenet5_batchNorm6,6,0,0.6931818181818182,8,256
lenet5_batchNorm6,6,6,0.391304347826087,8,256
lenet5_batchNorm6,6,9,0.0963855421686747,8,256
lenet5_batchNorm6,6,7,0.4716981132075472,8,256
lenet5_batchNorm6,2,1,0.7861635220125787,8,256
lenet5_batchNorm6,19,7,0.4811320754716981,8,256
lenet5_batchNorm6,2,6,0.3695652173913043,8,256
lenet5_batchNorm6,19,1,0.8050314465408805,8,256
lenet5_batchNorm6,2,2,0.8353658536585366,8,256
lenet5_batchNorm6,19,0,0.6931818181818182,8,256
lenet5_batchNorm6,2,0,0.7159090909090909,8,256
lenet5_batchNorm6,19,3,0.6692913385826772,8,256
lenet5_batchNorm6,2,8,0.5,8,256
lenet5_batchNorm6,19,4,0.8833333333333333,8,256
lenet5_batchNorm6,2,7,0.4811320754716981,8,256
lenet5_batchNorm6,19,2,0.823170731707317,8,256
lenet5_batchNorm6,2,4,0.8916666666666667,8,256
lenet5_batchNorm6,19,6,0.3804347826086957,8,256
lenet5_batchNorm6,2,9,0.08433734939759036,8,256
lenet5_batchNorm6,19,9,0.07228915662650602,8,256
lenet5_batchNorm6,2,5,0.49107142857142855,8,256
lenet5_batchNorm6,19,5,0.5089285714285714,8,256
lenet5_batchNorm6,2,3,0.6850393700787402,8,256
lenet5_batchNorm6,19,8,0.5,8,256
lenet5_batchNorm6,16,3,0.6850393700787402,8,256
lenet5_batchNorm6,16,1,0.7924528301886793,8,256
lenet5_batchNorm6,16,4,0.8916666666666667,8,256
lenet5_batchNorm6,14,7,0.4716981132075472,8,256
lenet5_batchNorm6,16,5,0.5,8,256
lenet5_batchNorm6,14,2,0.8353658536585366,8,256
lenet5_batchNorm6,16,6,0.3695652173913043,8,256
lenet5_batchNorm6,14,6,0.3804347826086957,8,256
lenet5_batchNorm6,16,8,0.5128205128205128,8,256
lenet5_batchNorm6,14,1,0.7955974842767296,8,256
lenet5_batchNorm6,16,7,0.4716981132075472,8,256
lenet5_batchNorm6,14,5,0.5178571428571429,8,256
lenet5_batchNorm6,16,2,0.823170731707317,8,256
lenet5_batchNorm6,14,3,0.6929133858267716,8,256
lenet5_batchNorm6,16,0,0.7272727272727273,8,256
lenet5_batchNorm6,14,4,0.8916666666666667,8,256
lenet5_batchNorm6,16,9,0.08433734939759036,8,256
lenet5_batchNorm6,10,1,0.8018867924528302,8,256
lenet5_batchNorm6,13,1,0.7955974842767296,8,256
lenet5_batchNorm6,14,8,0.48717948717948717,8,256
lenet5_batchNorm6,10,4,0.9,8,256
lenet5_batchNorm6,13,5,0.5,8,256
lenet5_batchNorm6,14,0,0.7159090909090909,8,256
lenet5_batchNorm6,10,7,0.49056603773584906,8,256
lenet5_batchNorm6,13,2,0.823170731707317,8,256
lenet5_batchNorm6,14,9,0.08433734939759036,8,256
lenet5_batchNorm6,10,9,0.07228915662650602,8,256
lenet5_batchNorm6,13,7,0.4528301886792453,8,256
lenet5_batchNorm6,10,0,0.7272727272727273,8,256
lenet5_batchNorm6,13,4,0.9,8,256
lenet5_batchNorm6,10,2,0.8292682926829268,8,256
lenet5_batchNorm6,13,3,0.6614173228346457,8,256
lenet5_batchNorm6,10,5,0.5089285714285714,8,256
lenet5_batchNorm6,13,6,0.3695652173913043,8,256
lenet5_batchNorm6,10,6,0.3804347826086957,8,256
lenet5_batchNorm6,13,0,0.7272727272727273,8,256
lenet5_batchNorm6,10,3,0.6692913385826772,8,256
lenet5_batchNorm6,13,8,0.5,8,256
lenet5_batchNorm6,10,8,0.5,8,256
lenet5_batchNorm6,13,9,0.060240963855421686,8,256
lenet5_batchNorm6,12,0,0.7159090909090909,8,256
lenet5_batchNorm6,12,1,0.789308176100629,8,256
lenet5_batchNorm6,12,8,0.48717948717948717,8,256
lenet5_batchNorm6,12,7,0.4716981132075472,8,256
lenet5_batchNorm6,12,2,0.8292682926829268,8,256
lenet5_batchNorm6,12,4,0.9,8,256
lenet5_batchNorm6,12,5,0.5,8,256
