model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm4,6,3,0.9448818897637795,2,16
lenet5_batchNorm4,6,6,0.7282608695652174,2,16
lenet5_batchNorm4,6,5,0.7589285714285714,2,16
lenet5_batchNorm4,6,1,0.6918238993710691,2,16
lenet5_batchNorm4,6,0,0.7954545454545454,2,16
lenet5_batchNorm4,6,4,0.9,2,16
lenet5_batchNorm4,6,7,0.7358490566037735,2,16
lenet5_batchNorm4,6,2,0.8475609756097561,2,16
lenet5_batchNorm4,6,8,0.34615384615384615,2,16
lenet5_batchNorm4,6,9,0.2289156626506024,2,16
lenet5_batchNorm4,3,9,0.21686746987951808,2,16
lenet5_batchNorm4,3,2,0.8414634146341463,2,16
lenet5_batchNorm4,3,1,0.720125786163522,2,16
lenet5_batchNorm4,3,6,0.717391304347826,2,16
lenet5_batchNorm4,3,5,0.7767857142857143,2,16
lenet5_batchNorm4,3,0,0.7840909090909091,2,16
lenet5_batchNorm4,3,3,0.952755905511811,2,16
lenet5_batchNorm4,3,7,0.7075471698113207,2,16
lenet5_batchNorm4,3,4,0.9083333333333333,2,16
lenet5_batchNorm4,3,8,0.3717948717948718,2,16
lenet5_batchNorm4,8,7,0.7169811320754716,2,16
lenet5_batchNorm4,8,5,0.7589285714285714,2,16
lenet5_batchNorm4,8,2,0.8414634146341463,2,16
lenet5_batchNorm4,8,4,0.9083333333333333,2,16
lenet5_batchNorm4,8,6,0.717391304347826,2,16
lenet5_batchNorm4,8,1,0.7264150943396226,2,16
lenet5_batchNorm4,8,0,0.7840909090909091,2,16
lenet5_batchNorm4,8,3,0.9606299212598425,2,16
lenet5_batchNorm4,8,9,0.2289156626506024,2,16
lenet5_batchNorm4,8,8,0.3333333333333333,2,16
lenet5_batchNorm4,5,3,0.952755905511811,2,16
lenet5_batchNorm4,5,6,0.7282608695652174,2,16
lenet5_batchNorm4,5,8,0.3333333333333333,2,16
lenet5_batchNorm4,5,7,0.7547169811320755,2,16
lenet5_batchNorm4,5,2,0.8536585365853658,2,16
lenet5_batchNorm4,5,1,0.720125786163522,2,16
lenet5_batchNorm4,5,5,0.7321428571428571,2,16
lenet5_batchNorm4,5,0,0.7954545454545454,2,16
lenet5_batchNorm4,5,4,0.9083333333333333,2,16
lenet5_batchNorm4,5,9,0.26506024096385544,2,16
