model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm8,16,1,0.610062893081761,6,32
lenet5_batchNorm8,16,2,0.9146341463414634,6,32
lenet5_batchNorm8,16,0,0.7727272727272727,6,32
lenet5_batchNorm8,16,3,0.968503937007874,6,32
lenet5_batchNorm8,16,5,0.6964285714285714,6,32
lenet5_batchNorm8,16,6,0.41304347826086957,6,32
lenet5_batchNorm8,16,4,0.8583333333333333,6,32
lenet5_batchNorm8,16,9,0.2289156626506024,6,32
lenet5_batchNorm8,16,7,0.3490566037735849,6,32
lenet5_batchNorm8,16,8,0.5,6,32
lenet5_batchNorm8,6,2,0.9146341463414634,6,32
lenet5_batchNorm8,6,1,0.6069182389937107,6,32
lenet5_batchNorm8,6,4,0.8583333333333333,6,32
lenet5_batchNorm8,6,8,0.5,6,32
lenet5_batchNorm8,6,5,0.6607142857142857,6,32
lenet5_batchNorm8,6,3,0.968503937007874,6,32
lenet5_batchNorm8,6,0,0.7727272727272727,6,32
lenet5_batchNorm8,6,6,0.391304347826087,6,32
lenet5_batchNorm8,6,7,0.330188679245283,6,32
lenet5_batchNorm8,6,9,0.2289156626506024,6,32
lenet5_batchNorm8,9,3,0.968503937007874,6,32
lenet5_batchNorm8,9,5,0.6875,6,32
lenet5_batchNorm8,9,1,0.6194968553459119,6,32
lenet5_batchNorm8,9,2,0.9085365853658537,6,32
lenet5_batchNorm8,9,8,0.47435897435897434,6,32
lenet5_batchNorm8,9,4,0.8583333333333333,6,32
lenet5_batchNorm8,9,0,0.7727272727272727,6,32
lenet5_batchNorm8,9,7,0.3584905660377358,6,32
lenet5_batchNorm8,9,9,0.21686746987951808,6,32
lenet5_batchNorm8,9,6,0.40217391304347827,6,32
lenet5_batchNorm8,18,2,0.9024390243902439,6,32
lenet5_batchNorm8,18,4,0.8666666666666667,6,32
lenet5_batchNorm8,18,1,0.6257861635220126,6,32
lenet5_batchNorm8,18,0,0.75,6,32
lenet5_batchNorm8,18,3,0.968503937007874,6,32
lenet5_batchNorm8,18,8,0.48717948717948717,6,32
lenet5_batchNorm8,18,5,0.6875,6,32
lenet5_batchNorm8,18,6,0.3804347826086957,6,32
lenet5_batchNorm8,18,7,0.3584905660377358,6,32
lenet5_batchNorm8,18,9,0.2289156626506024,6,32
lenet5_batchNorm8,2,4,0.8333333333333334,6,32
lenet5_batchNorm8,2,1,0.6320754716981132,6,32
lenet5_batchNorm8,2,2,0.9207317073170732,6,32
lenet5_batchNorm8,2,5,0.6964285714285714,6,32
lenet5_batchNorm8,2,3,0.968503937007874,6,32
lenet5_batchNorm8,2,6,0.3804347826086957,6,32
