model_name,iteration,class_label,accuracy,dset_size
lenet5_batchNorm5,17,0,0.8734177215189873,0.1
lenet5_batchNorm5,17,5,0.9019607843137255,0.1
lenet5_batchNorm5,17,3,0.963963963963964,0.1
lenet5_batchNorm5,17,1,0.7612456747404844,0.1
lenet5_batchNorm5,17,7,0.625,0.1
lenet5_batchNorm5,17,6,0.35714285714285715,0.1
lenet5_batchNorm5,17,2,0.8445945945945946,0.1
lenet5_batchNorm5,17,9,0.2692307692307692,0.1
lenet5_batchNorm5,17,8,0.42424242424242425,0.1
lenet5_batchNorm5,17,4,0.8317757009345794,0.1
lenet5_batchNorm5,18,8,0.42028985507246375,0.1
lenet5_batchNorm5,18,1,0.7713310580204779,0.1
lenet5_batchNorm5,18,0,0.8765432098765432,0.1
lenet5_batchNorm5,18,7,0.64,0.1
lenet5_batchNorm5,18,6,0.345679012345679,0.1
lenet5_batchNorm5,18,3,0.9658119658119658,0.1
lenet5_batchNorm5,18,9,0.2727272727272727,0.1
lenet5_batchNorm5,18,4,0.8113207547169812,0.1
lenet5_batchNorm5,18,5,0.8865979381443299,0.1
lenet5_batchNorm5,18,2,0.841726618705036,0.1
lenet5_batchNorm5,9,5,0.91,0.1
lenet5_batchNorm5,9,0,0.8918918918918919,0.1
lenet5_batchNorm5,9,7,0.6595744680851063,0.1
lenet5_batchNorm5,9,1,0.7665505226480837,0.1
lenet5_batchNorm5,9,2,0.8666666666666667,0.1
lenet5_batchNorm5,9,6,0.3614457831325301,0.1
lenet5_batchNorm5,9,3,0.9649122807017544,0.1
lenet5_batchNorm5,9,4,0.8148148148148148,0.1
lenet5_batchNorm5,9,8,0.4189189189189189,0.1
lenet5_batchNorm5,9,9,0.25,0.1
lenet5_batchNorm5,1,8,0.4057971014492754,0.1
lenet5_batchNorm5,1,1,0.7781569965870307,0.1
lenet5_batchNorm5,1,2,0.8472222222222222,0.1
lenet5_batchNorm5,1,4,0.8348623853211009,0.1
lenet5_batchNorm5,1,3,0.9646017699115044,0.1
lenet5_batchNorm5,1,6,0.367816091954023,0.1
lenet5_batchNorm5,1,9,0.2987012987012987,0.1
lenet5_batchNorm5,1,5,0.8969072164948454,0.1
lenet5_batchNorm5,1,7,0.6210526315789474,0.1
lenet5_batchNorm5,1,0,0.8947368421052632,0.1
lenet5_batchNorm5,5,7,0.6597938144329897,0.1
lenet5_batchNorm5,5,2,0.8874172185430463,0.1
lenet5_batchNorm5,5,1,0.75,0.1
lenet5_batchNorm5,5,3,0.9642857142857143,0.1
lenet5_batchNorm5,5,4,0.8272727272727273,0.1
lenet5_batchNorm5,5,0,0.8717948717948718,0.1
lenet5_batchNorm5,5,6,0.38461538461538464,0.1
lenet5_batchNorm5,5,8,0.42857142857142855,0.1
lenet5_batchNorm5,5,5,0.9,0.1
lenet5_batchNorm5,5,9,0.3026315789473684,0.1
lenet5_batchNorm5,15,5,0.9306930693069307,0.1
lenet5_batchNorm5,15,2,0.8493150684931506,0.1
lenet5_batchNorm5,15,3,0.9652173913043478,0.1
lenet5_batchNorm5,15,7,0.6276595744680851,0.1
lenet5_batchNorm5,15,1,0.7636986301369864,0.1
lenet5_batchNorm5,15,0,0.8765432098765432,0.1
lenet5_batchNorm5,15,9,0.2987012987012987,0.1
lenet5_batchNorm5,15,4,0.8380952380952381,0.1
lenet5_batchNorm5,15,6,0.36363636363636365,0.1
lenet5_batchNorm5,15,8,0.3888888888888889,0.1
lenet5_batchNorm5,16,2,0.8344827586206897,0.1
lenet5_batchNorm5,16,6,0.34146341463414637,0.1
lenet5_batchNorm5,16,5,0.9117647058823529,0.1
lenet5_batchNorm5,16,0,0.8734177215189873,0.1
lenet5_batchNorm5,16,1,0.7705479452054794,0.1
lenet5_batchNorm5,16,7,0.6236559139784946,0.1
lenet5_batchNorm5,16,4,0.8333333333333334,0.1
lenet5_batchNorm5,16,9,0.30666666666666664,0.1
lenet5_batchNorm5,16,3,0.9734513274336283,0.1
lenet5_batchNorm5,16,8,0.38028169014084506,0.1
lenet5_batchNorm5,2,5,0.9134615384615384,0.1
lenet5_batchNorm5,2,1,0.7597173144876325,0.1
lenet5_batchNorm5,2,3,0.9655172413793104,0.1
lenet5_batchNorm5,2,2,0.8590604026845637,0.1
lenet5_batchNorm5,2,4,0.8348623853211009,0.1
lenet5_batchNorm5,2,7,0.6593406593406593,0.1
lenet5_batchNorm5,2,0,0.8734177215189873,0.1
lenet5_batchNorm5,2,6,0.36046511627906974,0.1
lenet5_batchNorm5,2,8,0.4027777777777778,0.1
lenet5_batchNorm5,2,9,0.2535211267605634,0.1
lenet5_batchNorm5,19,5,0.8910891089108911,0.1
lenet5_batchNorm5,19,2,0.8503401360544217,0.1
lenet5_batchNorm5,19,4,0.8130841121495327,0.1
lenet5_batchNorm5,19,1,0.7526132404181185,0.1
lenet5_batchNorm5,19,0,0.8947368421052632,0.1
lenet5_batchNorm5,19,7,0.6494845360824743,0.1
lenet5_batchNorm5,19,6,0.3333333333333333,0.1
lenet5_batchNorm5,19,8,0.4057971014492754,0.1
lenet5_batchNorm5,19,9,0.2894736842105263,0.1
lenet5_batchNorm5,19,3,0.9741379310344828,0.1
lenet5_batchNorm5,20,5,0.8877551020408163,0.1
lenet5_batchNorm5,20,3,0.9661016949152542,0.1
lenet5_batchNorm5,20,0,0.8780487804878049,0.1
lenet5_batchNorm5,20,1,0.75,0.1
lenet5_batchNorm5,20,6,0.32142857142857145,0.1
lenet5_batchNorm5,20,7,0.6363636363636364,0.1
lenet5_batchNorm5,20,2,0.8456375838926175,0.1
lenet5_batchNorm5,20,9,0.2602739726027397,0.1
lenet5_batchNorm5,20,4,0.8303571428571429,0.1
lenet5_batchNorm5,20,8,0.4057971014492754,0.1
lenet5_batchNorm5,8,1,0.7552447552447552,0.1
lenet5_batchNorm5,8,3,0.9652173913043478,0.1
lenet5_batchNorm5,8,9,0.2894736842105263,0.1
lenet5_batchNorm5,8,2,0.8344827586206897,0.1
lenet5_batchNorm5,8,4,0.8207547169811321,0.1
lenet5_batchNorm5,8,0,0.9012345679012346,0.1
lenet5_batchNorm5,8,7,0.631578947368421,0.1
lenet5_batchNorm5,8,5,0.8910891089108911,0.1
lenet5_batchNorm5,8,6,0.32926829268292684,0.1
lenet5_batchNorm5,8,8,0.3972602739726027,0.1
lenet5_batchNorm5,6,6,0.38271604938271603,0.1
lenet5_batchNorm5,6,1,0.7647058823529411,0.1
lenet5_batchNorm5,6,0,0.8717948717948718,0.1
lenet5_batchNorm5,6,8,0.4266666666666667,0.1
lenet5_batchNorm5,6,3,0.9732142857142857,0.1
lenet5_batchNorm5,6,4,0.8230088495575221,0.1
lenet5_batchNorm5,6,5,0.8888888888888888,0.1
lenet5_batchNorm5,6,2,0.8428571428571429,0.1
lenet5_batchNorm5,6,7,0.6526315789473685,0.1
lenet5_batchNorm5,6,9,0.2692307692307692,0.1
lenet5_batchNorm5,12,4,0.8272727272727273,0.1
lenet5_batchNorm5,12,2,0.8666666666666667,0.1
lenet5_batchNorm5,12,3,0.9821428571428571,0.1
lenet5_batchNorm5,12,1,0.7562724014336918,0.1
lenet5_batchNorm5,12,0,0.881578947368421,0.1
lenet5_batchNorm5,12,5,0.9117647058823529,0.1
lenet5_batchNorm5,12,8,0.4057971014492754,0.1
lenet5_batchNorm5,12,7,0.6262626262626263,0.1
lenet5_batchNorm5,12,9,0.2987012987012987,0.1
lenet5_batchNorm5,12,6,0.36046511627906974,0.1
lenet5_batchNorm5,4,4,0.8055555555555556,0.1
lenet5_batchNorm5,4,7,0.6185567010309279,0.1
lenet5_batchNorm5,4,5,0.9166666666666666,0.1
lenet5_batchNorm5,4,9,0.3188405797101449,0.1
lenet5_batchNorm5,4,2,0.8431372549019608,0.1
lenet5_batchNorm5,4,0,0.8809523809523809,0.1
lenet5_batchNorm5,4,1,0.7552447552447552,0.1
lenet5_batchNorm5,4,3,0.963963963963964,0.1
lenet5_batchNorm5,4,6,0.3333333333333333,0.1
lenet5_batchNorm5,4,8,0.4027777777777778,0.1
lenet5_batchNorm5,13,4,0.8348623853211009,0.1
lenet5_batchNorm5,13,1,0.7638888888888888,0.1
lenet5_batchNorm5,13,5,0.8913043478260869,0.1
lenet5_batchNorm5,13,3,0.9661016949152542,0.1
lenet5_batchNorm5,13,2,0.8513513513513513,0.1
lenet5_batchNorm5,13,0,0.8888888888888888,0.1
lenet5_batchNorm5,13,6,0.3670886075949367,0.1
lenet5_batchNorm5,13,7,0.6428571428571429,0.1
lenet5_batchNorm5,13,8,0.36619718309859156,0.1
lenet5_batchNorm5,13,9,0.2894736842105263,0.1
lenet5_batchNorm5,14,0,0.8875,0.1
lenet5_batchNorm5,14,3,0.9658119658119658,0.1
lenet5_batchNorm5,14,4,0.8317757009345794,0.1
lenet5_batchNorm5,14,1,0.7620689655172413,0.1
lenet5_batchNorm5,14,9,0.2702702702702703,0.1
lenet5_batchNorm5,7,3,0.972972972972973,0.1
lenet5_batchNorm5,14,5,0.9134615384615384,0.1
lenet5_batchNorm5,7,1,0.7612456747404844,0.1
lenet5_batchNorm5,14,8,0.4,0.1
lenet5_batchNorm5,14,7,0.6210526315789474,0.1
lenet5_batchNorm5,7,7,0.6565656565656566,0.1
lenet5_batchNorm5,14,2,0.8285714285714286,0.1
lenet5_batchNorm5,7,2,0.8513513513513513,0.1
lenet5_batchNorm5,14,6,0.3373493975903614,0.1
lenet5_batchNorm5,7,5,0.8942307692307693,0.1
lenet5_batchNorm5,7,4,0.8440366972477065,0.1
lenet5_batchNorm5,7,0,0.8888888888888888,0.1
lenet5_batchNorm5,7,6,0.358974358974359,0.1
lenet5_batchNorm5,7,9,0.2602739726027397,0.1
lenet5_batchNorm5,7,8,0.4264705882352941,0.1
lenet5_batchNorm5,10,3,0.9652173913043478,0.1
lenet5_batchNorm5,10,1,0.7617328519855595,0.1
lenet5_batchNorm5,10,4,0.7941176470588235,0.1
lenet5_batchNorm5,10,2,0.8451612903225807,0.1
lenet5_batchNorm5,10,5,0.9029126213592233,0.1
lenet5_batchNorm5,10,6,0.3614457831325301,0.1
lenet5_batchNorm5,10,0,0.8705882352941177,0.1
lenet5_batchNorm5,10,7,0.6210526315789474,0.1
lenet5_batchNorm5,10,9,0.29333333333333333,0.1
lenet5_batchNorm5,10,8,0.37142857142857144,0.1
lenet5_batchNorm5,3,3,0.9732142857142857,0.1
lenet5_batchNorm5,3,1,0.7610921501706485,0.1
lenet5_batchNorm5,3,7,0.625,0.1
lenet5_batchNorm5,3,5,0.8921568627450981,0.1
lenet5_batchNorm5,3,2,0.875,0.1
lenet5_batchNorm5,3,0,0.9,0.1
lenet5_batchNorm5,3,8,0.4027777777777778,0.1
lenet5_batchNorm5,3,4,0.8272727272727273,0.1
lenet5_batchNorm5,3,6,0.3625,0.1
lenet5_batchNorm5,3,9,0.2911392405063291,0.1
lenet5_batchNorm5,11,1,0.7551724137931034,0.1
lenet5_batchNorm5,11,4,0.8037383177570093,0.1
lenet5_batchNorm5,11,7,0.6326530612244898,0.1
lenet5_batchNorm5,11,5,0.9052631578947369,0.1
lenet5_batchNorm5,11,2,0.8571428571428571,0.1
lenet5_batchNorm5,11,8,0.42857142857142855,0.1
lenet5_batchNorm5,11,3,0.9661016949152542,0.1
lenet5_batchNorm5,11,6,0.35443037974683544,0.1
lenet5_batchNorm5,11,0,0.8780487804878049,0.1
lenet5_batchNorm5,11,9,0.28378378378378377,0.1
lenet5_batchNorm5,5,1,0.7649122807017544,0.1
lenet5_batchNorm5,5,4,0.8217821782178217,0.1
lenet5_batchNorm5,5,5,0.8981481481481481,0.1
lenet5_batchNorm5,5,3,0.9663865546218487,0.1
lenet5_batchNorm5,5,9,0.3116883116883117,0.1
lenet5_batchNorm5,5,7,0.6530612244897959,0.1
lenet5_batchNorm5,5,2,0.8456375838926175,0.1
lenet5_batchNorm5,5,6,0.345679012345679,0.1
lenet5_batchNorm5,5,0,0.9102564102564102,0.1
lenet5_batchNorm5,5,8,0.421875,0.1
lenet5_batchNorm5,9,3,0.9736842105263158,0.1
lenet5_batchNorm5,9,9,0.30666666666666664,0.1
lenet5_batchNorm5,9,1,0.7657342657342657,0.1
lenet5_batchNorm5,9,7,0.6444444444444445,0.1
lenet5_batchNorm5,9,4,0.8378378378378378,0.1
lenet5_batchNorm5,9,0,0.9135802469135802,0.1
lenet5_batchNorm5,9,2,0.8523489932885906,0.1
lenet5_batchNorm5,9,8,0.4,0.1
lenet5_batchNorm5,9,5,0.8888888888888888,0.1
lenet5_batchNorm5,9,6,0.3411764705882353,0.1
lenet5_batchNorm5,2,4,0.8256880733944955,0.1
lenet5_batchNorm5,2,1,0.7708333333333334,0.1
lenet5_batchNorm5,2,3,0.9727272727272728,0.1
lenet5_batchNorm5,2,2,0.8611111111111112,0.1
lenet5_batchNorm5,2,0,0.8928571428571429,0.1
lenet5_batchNorm5,2,7,0.6413043478260869,0.1
lenet5_batchNorm5,2,8,0.42857142857142855,0.1
lenet5_batchNorm5,2,5,0.89,0.1
lenet5_batchNorm5,2,9,0.27631578947368424,0.1
lenet5_batchNorm5,2,6,0.3448275862068966,0.1
lenet5_batchNorm5,14,3,0.9736842105263158,0.1
lenet5_batchNorm5,14,2,0.8639455782312925,0.1
lenet5_batchNorm5,14,5,0.91,0.1
lenet5_batchNorm5,14,4,0.8198198198198198,0.1
lenet5_batchNorm5,14,1,0.7597173144876325,0.1
lenet5_batchNorm5,14,0,0.8734177215189873,0.1
lenet5_batchNorm5,14,7,0.6451612903225806,0.1
lenet5_batchNorm5,14,9,0.2727272727272727,0.1
lenet5_batchNorm5,14,8,0.4166666666666667,0.1
lenet5_batchNorm5,14,6,0.34523809523809523,0.1
lenet5_batchNorm5,15,3,0.9655172413793104,0.1
lenet5_batchNorm5,15,2,0.8391608391608392,0.1
lenet5_batchNorm5,15,5,0.9,0.1
lenet5_batchNorm5,15,7,0.6451612903225806,0.1
lenet5_batchNorm5,15,6,0.3333333333333333,0.1
lenet5_batchNorm5,15,0,0.8987341772151899,0.1
lenet5_batchNorm5,15,4,0.8245614035087719,0.1
lenet5_batchNorm5,15,1,0.7577854671280276,0.1
lenet5_batchNorm5,15,8,0.4,0.1
lenet5_batchNorm5,15,9,0.3055555555555556,0.1
lenet5_batchNorm5,10,4,0.8214285714285714,0.1
lenet5_batchNorm5,10,3,0.9666666666666667,0.1
lenet5_batchNorm5,10,1,0.7805755395683454,0.1
lenet5_batchNorm5,10,0,0.891566265060241,0.1
lenet5_batchNorm5,10,7,0.6145833333333334,0.1
lenet5_batchNorm5,10,5,0.9215686274509803,0.1
lenet5_batchNorm5,10,2,0.852112676056338,0.1
lenet5_batchNorm5,10,6,0.34523809523809523,0.1
lenet5_batchNorm5,10,9,0.3157894736842105,0.1
lenet5_batchNorm5,10,8,0.373134328358209,0.1
lenet5_batchNorm5,18,4,0.8285714285714286,0.1
lenet5_batchNorm5,18,5,0.8962264150943396,0.1
lenet5_batchNorm5,18,1,0.7655172413793103,0.1
lenet5_batchNorm5,18,9,0.28205128205128205,0.1
lenet5_batchNorm5,18,8,0.38235294117647056,0.1
lenet5_batchNorm5,18,3,0.9626168224299065,0.1
lenet5_batchNorm5,18,6,0.3253012048192771,0.1
lenet5_batchNorm5,18,2,0.8466666666666667,0.1
lenet5_batchNorm5,18,7,0.6555555555555556,0.1
lenet5_batchNorm5,18,0,0.891566265060241,0.1
lenet5_batchNorm5,19,0,0.8987341772151899,0.1
lenet5_batchNorm5,19,3,0.9669421487603306,0.1
lenet5_batchNorm5,19,7,0.6224489795918368,0.1
lenet5_batchNorm5,19,1,0.7419354838709677,0.1
lenet5_batchNorm5,19,4,0.8198198198198198,0.1
lenet5_batchNorm5,19,9,0.28378378378378377,0.1
lenet5_batchNorm5,19,2,0.8428571428571429,0.1
lenet5_batchNorm5,19,5,0.8932038834951457,0.1
lenet5_batchNorm5,19,6,0.34177215189873417,0.1
lenet5_batchNorm5,19,8,0.40789473684210525,0.1
lenet5_batchNorm5,16,2,0.8620689655172413,0.1
lenet5_batchNorm5,16,1,0.7604166666666666,0.1
lenet5_batchNorm5,16,3,0.9652173913043478,0.1
lenet5_batchNorm5,16,9,0.2987012987012987,0.1
lenet5_batchNorm5,16,4,0.8490566037735849,0.1
lenet5_batchNorm5,16,0,0.8795180722891566,0.1
lenet5_batchNorm5,16,5,0.9207920792079208,0.1
lenet5_batchNorm5,16,6,0.3372093023255814,0.1
lenet5_batchNorm5,16,8,0.391304347826087,0.1
lenet5_batchNorm5,16,7,0.6444444444444445,0.1
lenet5_batchNorm5,3,2,0.8698630136986302,0.1
lenet5_batchNorm5,3,1,0.7593220338983051,0.1
lenet5_batchNorm5,3,0,0.8888888888888888,0.1
lenet5_batchNorm5,3,5,0.8865979381443299,0.1
lenet5_batchNorm5,3,4,0.8269230769230769,0.1
lenet5_batchNorm5,3,3,0.9652173913043478,0.1
lenet5_batchNorm5,3,7,0.6373626373626373,0.1
lenet5_batchNorm5,3,8,0.4166666666666667,0.1
lenet5_batchNorm5,3,6,0.3132530120481928,0.1
lenet5_batchNorm5,3,9,0.25,0.1
lenet5_batchNorm5,7,5,0.8958333333333334,0.1
lenet5_batchNorm5,1,5,0.9081632653061225,0.1
lenet5_batchNorm5,7,3,0.9818181818181818,0.1
lenet5_batchNorm5,1,2,0.8486842105263158,0.1
lenet5_batchNorm5,7,2,0.8571428571428571,0.1
lenet5_batchNorm5,1,4,0.8198198198198198,0.1
lenet5_batchNorm5,7,4,0.8130841121495327,0.1
lenet5_batchNorm5,1,3,0.972972972972973,0.1
lenet5_batchNorm5,7,1,0.7711267605633803,0.1
lenet5_batchNorm5,1,1,0.7708333333333334,0.1
lenet5_batchNorm5,7,8,0.44594594594594594,0.1
lenet5_batchNorm5,1,8,0.410958904109589,0.1
lenet5_batchNorm5,7,9,0.2894736842105263,0.1
lenet5_batchNorm5,1,6,0.3625,0.1
lenet5_batchNorm5,7,0,0.8780487804878049,0.1
lenet5_batchNorm5,1,9,0.28378378378378377,0.1
lenet5_batchNorm5,1,7,0.6,0.1
lenet5_batchNorm5,7,6,0.3253012048192771,0.1
lenet5_batchNorm5,1,0,0.8846153846153846,0.1
lenet5_batchNorm5,7,7,0.6633663366336634,0.1
