Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.5555555555555556,19,570,0.9,6.0
1,1.0,19,570,0.9,6.0
2,0.85,19,570,0.9,6.0
3,0.125,19,570,0.9,6.0
4,0.8571428571428571,19,570,0.9,6.0
5,0.1666666666666666,19,570,0.9,6.0
6,0.2666666666666666,19,570,0.9,6.0
7,0.3636363636363636,19,570,0.9,6.0
8,0.0,19,570,0.9,6.0
9,0.0,19,570,0.9,6.0
0,0.8888888888888888,38,570,0.9,6.0
1,0.8571428571428571,38,570,0.9,6.0
2,1.0,38,570,0.9,6.0
3,0.5,38,570,0.9,6.0
4,0.7857142857142857,38,570,0.9,6.0
5,0.75,38,570,0.9,6.0
6,0.4666666666666667,38,570,0.9,6.0
7,1.0,38,570,0.9,6.0
8,1.0,38,570,0.9,6.0
9,0.1428571428571428,38,570,0.9,6.0
0,1.0,57,570,0.9,6.0
1,0.7142857142857143,57,570,0.9,6.0
2,0.75,57,570,0.9,6.0
3,0.5625,57,570,0.9,6.0
4,0.9285714285714286,57,570,0.9,6.0
5,0.5,57,570,0.9,6.0
6,0.3333333333333333,57,570,0.9,6.0
7,0.9090909090909092,57,570,0.9,6.0
8,1.0,57,570,0.9,6.0
9,0.1428571428571428,57,570,0.9,6.0
0,1.0,76,570,0.9,6.0
1,0.9523809523809524,76,570,0.9,6.0
2,0.95,76,570,0.9,6.0
3,0.6875,76,570,0.9,6.0
4,0.9285714285714286,76,570,0.9,6.0
5,0.75,76,570,0.9,6.0
6,0.3333333333333333,76,570,0.9,6.0
7,0.6363636363636364,76,570,0.9,6.0
8,1.0,76,570,0.9,6.0
9,0.1428571428571428,76,570,0.9,6.0
0,1.0,95,570,0.9,6.0
1,0.6666666666666666,95,570,0.9,6.0
2,0.9,95,570,0.9,6.0
3,0.8125,95,570,0.9,6.0
4,0.9285714285714286,95,570,0.9,6.0
5,0.75,95,570,0.9,6.0
6,0.3333333333333333,95,570,0.9,6.0
7,0.9090909090909092,95,570,0.9,6.0
8,1.0,95,570,0.9,6.0
9,0.1428571428571428,95,570,0.9,6.0
0,1.0,114,570,0.9,6.0
1,0.9523809523809524,114,570,0.9,6.0
2,0.95,114,570,0.9,6.0
3,0.8125,114,570,0.9,6.0
4,0.9285714285714286,114,570,0.9,6.0
5,0.8333333333333334,114,570,0.9,6.0
6,0.6,114,570,0.9,6.0
7,0.7272727272727273,114,570,0.9,6.0
8,1.0,114,570,0.9,6.0
9,0.1428571428571428,114,570,0.9,6.0
0,1.0,133,570,0.9,6.0
1,0.9523809523809524,133,570,0.9,6.0
2,0.95,133,570,0.9,6.0
3,0.875,133,570,0.9,6.0
4,0.9285714285714286,133,570,0.9,6.0
5,0.9166666666666666,133,570,0.9,6.0
6,0.6666666666666666,133,570,0.9,6.0
7,0.5454545454545454,133,570,0.9,6.0
8,1.0,133,570,0.9,6.0
9,0.1428571428571428,133,570,0.9,6.0
0,1.0,152,570,0.9,6.0
1,0.7619047619047619,152,570,0.9,6.0
2,1.0,152,570,0.9,6.0
3,0.9375,152,570,0.9,6.0
4,0.9285714285714286,152,570,0.9,6.0
5,1.0,152,570,0.9,6.0
6,0.6,152,570,0.9,6.0
7,0.5454545454545454,152,570,0.9,6.0
8,1.0,152,570,0.9,6.0
9,0.1428571428571428,152,570,0.9,6.0
0,1.0,171,570,0.9,6.0
1,1.0,171,570,0.9,6.0
2,0.95,171,570,0.9,6.0
3,0.9375,171,570,0.9,6.0
4,0.9285714285714286,171,570,0.9,6.0
5,0.6666666666666666,171,570,0.9,6.0
6,0.6,171,570,0.9,6.0
7,0.2727272727272727,171,570,0.9,6.0
8,1.0,171,570,0.9,6.0
9,0.0,171,570,0.9,6.0
0,1.0,190,570,0.9,6.0
1,1.0,190,570,0.9,6.0
2,1.0,190,570,0.9,6.0
3,1.0,190,570,0.9,6.0
4,0.9285714285714286,190,570,0.9,6.0
5,0.75,190,570,0.9,6.0
6,0.7333333333333333,190,570,0.9,6.0
7,0.1818181818181818,190,570,0.9,6.0
8,1.0,190,570,0.9,6.0
9,0.0,190,570,0.9,6.0
0,1.0,209,570,0.9,6.0
1,0.9523809523809524,209,570,0.9,6.0
2,0.95,209,570,0.9,6.0
3,1.0,209,570,0.9,6.0
4,0.9285714285714286,209,570,0.9,6.0
5,0.5833333333333334,209,570,0.9,6.0
6,0.6666666666666666,209,570,0.9,6.0
7,0.1818181818181818,209,570,0.9,6.0
8,1.0,209,570,0.9,6.0
9,0.0,209,570,0.9,6.0
0,1.0,228,570,0.9,6.0
1,0.8571428571428571,228,570,0.9,6.0
2,0.95,228,570,0.9,6.0
3,0.9375,228,570,0.9,6.0
4,0.9285714285714286,228,570,0.9,6.0
5,0.6666666666666666,228,570,0.9,6.0
6,0.6666666666666666,228,570,0.9,6.0
7,0.0909090909090909,228,570,0.9,6.0
8,1.0,228,570,0.9,6.0
9,0.0,228,570,0.9,6.0
