Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.3947368421052631,11,330,0.5,3.0
1,0.9884393063583816,11,330,0.5,3.0
2,0.6216216216216216,11,330,0.5,3.0
3,0.4464285714285714,11,330,0.5,3.0
4,0.5846153846153846,11,330,0.5,3.0
5,0.5,11,330,0.5,3.0
6,0.25,11,330,0.5,3.0
7,0.5409836065573771,11,330,0.5,3.0
8,0.1388888888888889,11,330,0.5,3.0
9,0.0285714285714285,11,330,0.5,3.0
0,0.7368421052631579,22,330,0.5,3.0
1,0.930635838150289,22,330,0.5,3.0
2,0.6891891891891891,22,330,0.5,3.0
3,0.3392857142857143,22,330,0.5,3.0
4,0.9230769230769232,22,330,0.5,3.0
5,0.5555555555555556,22,330,0.5,3.0
6,0.5192307692307693,22,330,0.5,3.0
7,0.7213114754098361,22,330,0.5,3.0
8,0.5277777777777778,22,330,0.5,3.0
9,0.1142857142857142,22,330,0.5,3.0
0,0.6578947368421053,33,330,0.5,3.0
1,0.9190751445086706,33,330,0.5,3.0
2,0.7702702702702703,33,330,0.5,3.0
3,0.7857142857142857,33,330,0.5,3.0
4,0.9076923076923076,33,330,0.5,3.0
5,0.7777777777777778,33,330,0.5,3.0
6,0.6346153846153846,33,330,0.5,3.0
7,0.918032786885246,33,330,0.5,3.0
8,0.4722222222222222,33,330,0.5,3.0
9,0.1714285714285714,33,330,0.5,3.0
0,0.7105263157894737,44,330,0.5,3.0
1,0.9132947976878611,44,330,0.5,3.0
2,0.7837837837837838,44,330,0.5,3.0
3,0.75,44,330,0.5,3.0
4,0.9076923076923076,44,330,0.5,3.0
5,0.8888888888888888,44,330,0.5,3.0
6,0.3653846153846153,44,330,0.5,3.0
7,0.9016393442622952,44,330,0.5,3.0
8,0.4166666666666667,44,330,0.5,3.0
9,0.1714285714285714,44,330,0.5,3.0
0,0.7894736842105263,55,330,0.5,3.0
1,0.9248554913294798,55,330,0.5,3.0
2,0.8108108108108109,55,330,0.5,3.0
3,0.8571428571428571,55,330,0.5,3.0
4,0.9230769230769232,55,330,0.5,3.0
5,0.7962962962962963,55,330,0.5,3.0
6,0.5,55,330,0.5,3.0
7,0.918032786885246,55,330,0.5,3.0
8,0.6944444444444444,55,330,0.5,3.0
9,0.1714285714285714,55,330,0.5,3.0
0,0.8157894736842105,66,330,0.5,3.0
1,0.9132947976878611,66,330,0.5,3.0
2,0.8378378378378378,66,330,0.5,3.0
3,0.9464285714285714,66,330,0.5,3.0
4,0.9384615384615383,66,330,0.5,3.0
5,0.8518518518518519,66,330,0.5,3.0
6,0.3461538461538461,66,330,0.5,3.0
7,0.918032786885246,66,330,0.5,3.0
8,0.8055555555555556,66,330,0.5,3.0
9,0.1142857142857142,66,330,0.5,3.0
0,0.868421052631579,77,330,0.5,3.0
1,0.9248554913294798,77,330,0.5,3.0
2,0.6351351351351351,77,330,0.5,3.0
3,0.9107142857142856,77,330,0.5,3.0
4,0.9692307692307692,77,330,0.5,3.0
5,0.8703703703703703,77,330,0.5,3.0
6,0.3653846153846153,77,330,0.5,3.0
7,0.918032786885246,77,330,0.5,3.0
8,0.8333333333333334,77,330,0.5,3.0
9,0.2,77,330,0.5,3.0
0,0.868421052631579,88,330,0.5,3.0
1,0.9248554913294798,88,330,0.5,3.0
2,0.8108108108108109,88,330,0.5,3.0
3,0.9285714285714286,88,330,0.5,3.0
4,0.953846153846154,88,330,0.5,3.0
5,0.8518518518518519,88,330,0.5,3.0
6,0.3846153846153846,88,330,0.5,3.0
7,0.9016393442622952,88,330,0.5,3.0
8,0.8611111111111112,88,330,0.5,3.0
9,0.3142857142857143,88,330,0.5,3.0
0,0.8157894736842105,99,330,0.5,3.0
1,0.9017341040462428,99,330,0.5,3.0
2,0.8378378378378378,99,330,0.5,3.0
3,0.9464285714285714,99,330,0.5,3.0
4,0.953846153846154,99,330,0.5,3.0
5,0.8518518518518519,99,330,0.5,3.0
6,0.4038461538461538,99,330,0.5,3.0
7,0.9508196721311476,99,330,0.5,3.0
8,0.8611111111111112,99,330,0.5,3.0
9,0.2571428571428571,99,330,0.5,3.0
0,0.8157894736842105,110,330,0.5,3.0
1,0.9190751445086706,110,330,0.5,3.0
2,0.8648648648648649,110,330,0.5,3.0
3,0.9642857142857144,110,330,0.5,3.0
4,0.9384615384615383,110,330,0.5,3.0
5,0.8518518518518519,110,330,0.5,3.0
6,0.3653846153846153,110,330,0.5,3.0
7,0.918032786885246,110,330,0.5,3.0
8,0.8611111111111112,110,330,0.5,3.0
9,0.3428571428571428,110,330,0.5,3.0
0,0.8157894736842105,121,330,0.5,3.0
1,0.8901734104046243,121,330,0.5,3.0
2,0.8648648648648649,121,330,0.5,3.0
3,0.9821428571428572,121,330,0.5,3.0
4,0.9384615384615383,121,330,0.5,3.0
5,0.8518518518518519,121,330,0.5,3.0
6,0.3653846153846153,121,330,0.5,3.0
7,0.9672131147540984,121,330,0.5,3.0
8,0.8888888888888888,121,330,0.5,3.0
9,0.3142857142857143,121,330,0.5,3.0
0,0.8947368421052632,132,330,0.5,3.0
1,0.9190751445086706,132,330,0.5,3.0
2,0.9054054054054054,132,330,0.5,3.0
