Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.0588235294117647,9,270,0.4,77.0
1,0.62,9,270,0.4,77.0
2,0.8631578947368421,9,270,0.4,77.0
3,0.0694444444444444,9,270,0.4,77.0
4,0.25,9,270,0.4,77.0
5,0.5522388059701493,9,270,0.4,77.0
6,0.0508474576271186,9,270,0.4,77.0
7,0.0149253731343283,9,270,0.4,77.0
8,0.0,9,270,0.4,77.0
9,0.024390243902439,9,270,0.4,77.0
0,0.4313725490196078,18,270,0.4,77.0
1,0.73,18,270,0.4,77.0
2,0.7894736842105263,18,270,0.4,77.0
3,0.3472222222222222,18,270,0.4,77.0
4,0.5921052631578947,18,270,0.4,77.0
5,0.7014925373134329,18,270,0.4,77.0
6,0.1525423728813559,18,270,0.4,77.0
7,0.1343283582089552,18,270,0.4,77.0
8,0.2666666666666666,18,270,0.4,77.0
9,0.048780487804878,18,270,0.4,77.0
0,0.5686274509803921,27,270,0.4,77.0
1,0.78,27,270,0.4,77.0
2,0.7894736842105263,27,270,0.4,77.0
3,0.5972222222222222,27,270,0.4,77.0
4,0.5921052631578947,27,270,0.4,77.0
5,0.8059701492537313,27,270,0.4,77.0
6,0.2203389830508474,27,270,0.4,77.0
7,0.1492537313432835,27,270,0.4,77.0
8,0.4222222222222222,27,270,0.4,77.0
9,0.073170731707317,27,270,0.4,77.0
0,0.7450980392156863,36,270,0.4,77.0
1,0.995,36,270,0.4,77.0
2,0.5578947368421052,36,270,0.4,77.0
3,0.6111111111111112,36,270,0.4,77.0
4,0.8947368421052632,36,270,0.4,77.0
5,0.7014925373134329,36,270,0.4,77.0
6,0.288135593220339,36,270,0.4,77.0
7,0.2388059701492537,36,270,0.4,77.0
8,0.6444444444444445,36,270,0.4,77.0
9,0.024390243902439,36,270,0.4,77.0
0,0.8627450980392157,45,270,0.4,77.0
1,0.975,45,270,0.4,77.0
2,0.6421052631578947,45,270,0.4,77.0
3,0.6666666666666666,45,270,0.4,77.0
4,0.9210526315789472,45,270,0.4,77.0
5,0.6865671641791045,45,270,0.4,77.0
6,0.4406779661016949,45,270,0.4,77.0
7,0.3134328358208955,45,270,0.4,77.0
8,0.6888888888888889,45,270,0.4,77.0
9,0.048780487804878,45,270,0.4,77.0
0,0.8823529411764706,54,270,0.4,77.0
1,0.985,54,270,0.4,77.0
2,0.7578947368421053,54,270,0.4,77.0
3,0.8333333333333334,54,270,0.4,77.0
4,0.9473684210526316,54,270,0.4,77.0
5,0.7910447761194029,54,270,0.4,77.0
6,0.4067796610169492,54,270,0.4,77.0
7,0.2686567164179104,54,270,0.4,77.0
8,0.6888888888888889,54,270,0.4,77.0
9,0.1463414634146341,54,270,0.4,77.0
0,0.8627450980392157,63,270,0.4,77.0
1,0.92,63,270,0.4,77.0
2,0.8315789473684211,63,270,0.4,77.0
3,0.7777777777777778,63,270,0.4,77.0
4,0.9342105263157896,63,270,0.4,77.0
5,0.8507462686567164,63,270,0.4,77.0
6,0.3728813559322034,63,270,0.4,77.0
7,0.2835820895522388,63,270,0.4,77.0
8,0.5555555555555556,63,270,0.4,77.0
9,0.1707317073170731,63,270,0.4,77.0
0,0.8627450980392157,72,270,0.4,77.0
1,0.935,72,270,0.4,77.0
2,0.8210526315789474,72,270,0.4,77.0
3,0.7916666666666666,72,270,0.4,77.0
4,0.9605263157894736,72,270,0.4,77.0
5,0.835820895522388,72,270,0.4,77.0
6,0.3220338983050847,72,270,0.4,77.0
7,0.3283582089552239,72,270,0.4,77.0
8,0.6666666666666666,72,270,0.4,77.0
9,0.1219512195121951,72,270,0.4,77.0
0,0.8823529411764706,81,270,0.4,77.0
1,0.93,81,270,0.4,77.0
2,0.7684210526315789,81,270,0.4,77.0
3,0.8611111111111112,81,270,0.4,77.0
4,0.9605263157894736,81,270,0.4,77.0
5,0.835820895522388,81,270,0.4,77.0
6,0.3389830508474576,81,270,0.4,77.0
7,0.4626865671641791,81,270,0.4,77.0
8,0.7111111111111111,81,270,0.4,77.0
9,0.0975609756097561,81,270,0.4,77.0
0,0.8823529411764706,90,270,0.4,77.0
1,0.97,90,270,0.4,77.0
2,0.9052631578947368,90,270,0.4,77.0
3,0.8472222222222222,90,270,0.4,77.0
4,0.9605263157894736,90,270,0.4,77.0
5,0.8955223880597015,90,270,0.4,77.0
6,0.3728813559322034,90,270,0.4,77.0
7,0.2985074626865671,90,270,0.4,77.0
8,0.5777777777777777,90,270,0.4,77.0
9,0.1463414634146341,90,270,0.4,77.0
0,0.9607843137254902,99,270,0.4,77.0
1,0.66,99,270,0.4,77.0
2,0.8736842105263158,99,270,0.4,77.0
3,0.875,99,270,0.4,77.0
4,0.9736842105263158,99,270,0.4,77.0
5,0.8507462686567164,99,270,0.4,77.0
6,0.3898305084745763,99,270,0.4,77.0
7,0.5074626865671642,99,270,0.4,77.0
8,0.6888888888888889,99,270,0.4,77.0
9,0.1463414634146341,99,270,0.4,77.0
0,0.9019607843137256,108,270,0.4,77.0
1,0.8,108,270,0.4,77.0
2,0.8947368421052632,108,270,0.4,77.0
3,0.8611111111111112,108,270,0.4,77.0
4,0.9605263157894736,108,270,0.4,77.0
5,0.8955223880597015,108,270,0.4,77.0
6,0.3898305084745763,108,270,0.4,77.0
7,0.3880597014925373,108,270,0.4,77.0
8,0.6888888888888889,108,270,0.4,77.0
9,0.1219512195121951,108,270,0.4,77.0
0,0.9215686274509804,117,270,0.4,77.0
1,0.46,117,270,0.4,77.0
2,0.9473684210526316,117,270,0.4,77.0
3,0.875,117,270,0.4,77.0
4,0.9605263157894736,117,270,0.4,77.0
5,0.9552238805970148,117,270,0.4,77.0
6,0.4067796610169492,117,270,0.4,77.0
7,0.417910447761194,117,270,0.4,77.0
8,0.7555555555555555,117,270,0.4,77.0
9,0.0975609756097561,117,270,0.4,77.0
0,0.9411764705882352,126,270,0.4,77.0
1,0.92,126,270,0.4,77.0
2,0.9052631578947368,126,270,0.4,77.0
3,0.875,126,270,0.4,77.0
4,0.9736842105263158,126,270,0.4,77.0
5,0.8955223880597015,126,270,0.4,77.0
6,0.4067796610169492,126,270,0.4,77.0
7,0.2985074626865671,126,270,0.4,77.0
8,0.7555555555555555,126,270,0.4,77.0
9,0.073170731707317,126,270,0.4,77.0
0,0.9411764705882352,135,270,0.4,77.0
1,0.945,135,270,0.4,77.0
2,0.9157894736842104,135,270,0.4,77.0
3,0.875,135,270,0.4,77.0
4,0.986842105263158,135,270,0.4,77.0
5,0.9253731343283582,135,270,0.4,77.0
6,0.3728813559322034,135,270,0.4,77.0
7,0.373134328358209,135,270,0.4,77.0
8,0.8,135,270,0.4,77.0
9,0.1219512195121951,135,270,0.4,77.0
0,0.9411764705882352,144,270,0.4,77.0
1,0.92,144,270,0.4,77.0
2,0.9263157894736842,144,270,0.4,77.0
3,0.8888888888888888,144,270,0.4,77.0
4,0.986842105263158,144,270,0.4,77.0
5,0.9104477611940298,144,270,0.4,77.0
6,0.3898305084745763,144,270,0.4,77.0
7,0.3880597014925373,144,270,0.4,77.0
8,0.7555555555555555,144,270,0.4,77.0
9,0.1219512195121951,144,270,0.4,77.0
0,0.9607843137254902,153,270,0.4,77.0
1,0.94,153,270,0.4,77.0
2,0.936842105263158,153,270,0.4,77.0
3,0.9027777777777778,153,270,0.4,77.0
4,0.9736842105263158,153,270,0.4,77.0
5,0.8955223880597015,153,270,0.4,77.0
6,0.423728813559322,153,270,0.4,77.0
7,0.3283582089552239,153,270,0.4,77.0
8,0.7777777777777778,153,270,0.4,77.0
9,0.0975609756097561,153,270,0.4,77.0
0,0.9215686274509804,162,270,0.4,77.0
1,0.96,162,270,0.4,77.0
2,0.9263157894736842,162,270,0.4,77.0
3,0.875,162,270,0.4,77.0
4,0.986842105263158,162,270,0.4,77.0
5,0.9402985074626866,162,270,0.4,77.0
6,0.4067796610169492,162,270,0.4,77.0
7,0.3283582089552239,162,270,0.4,77.0
8,0.8,162,270,0.4,77.0
9,0.1219512195121951,162,270,0.4,77.0
0,0.9215686274509804,171,270,0.4,77.0
1,0.97,171,270,0.4,77.0
2,0.936842105263158,171,270,0.4,77.0
3,0.9027777777777778,171,270,0.4,77.0
4,0.9736842105263158,171,270,0.4,77.0
5,0.9253731343283582,171,270,0.4,77.0
