Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.0588235294117647,9,270,0.4,27.0
1,0.625,9,270,0.4,27.0
2,0.8631578947368421,9,270,0.4,27.0
3,0.0694444444444444,9,270,0.4,27.0
4,0.25,9,270,0.4,27.0
5,0.5522388059701493,9,270,0.4,27.0
6,0.0508474576271186,9,270,0.4,27.0
7,0.0149253731343283,9,270,0.4,27.0
8,0.0,9,270,0.4,27.0
9,0.024390243902439,9,270,0.4,27.0
0,0.4313725490196078,18,270,0.4,27.0
1,0.73,18,270,0.4,27.0
2,0.7894736842105263,18,270,0.4,27.0
3,0.3472222222222222,18,270,0.4,27.0
4,0.5921052631578947,18,270,0.4,27.0
5,0.6865671641791045,18,270,0.4,27.0
6,0.1525423728813559,18,270,0.4,27.0
7,0.1194029850746268,18,270,0.4,27.0
8,0.2666666666666666,18,270,0.4,27.0
9,0.048780487804878,18,270,0.4,27.0
0,0.5490196078431373,27,270,0.4,27.0
1,0.78,27,270,0.4,27.0
2,0.7894736842105263,27,270,0.4,27.0
3,0.6111111111111112,27,270,0.4,27.0
4,0.6052631578947368,27,270,0.4,27.0
5,0.8059701492537313,27,270,0.4,27.0
6,0.2203389830508474,27,270,0.4,27.0
7,0.1641791044776119,27,270,0.4,27.0
8,0.4222222222222222,27,270,0.4,27.0
9,0.073170731707317,27,270,0.4,27.0
0,0.7450980392156863,36,270,0.4,27.0
1,0.995,36,270,0.4,27.0
2,0.5473684210526316,36,270,0.4,27.0
3,0.5972222222222222,36,270,0.4,27.0
4,0.8947368421052632,36,270,0.4,27.0
5,0.7014925373134329,36,270,0.4,27.0
6,0.288135593220339,36,270,0.4,27.0
7,0.2238805970149253,36,270,0.4,27.0
8,0.6,36,270,0.4,27.0
9,0.024390243902439,36,270,0.4,27.0
0,0.8627450980392157,45,270,0.4,27.0
1,0.97,45,270,0.4,27.0
2,0.6736842105263158,45,270,0.4,27.0
3,0.6944444444444444,45,270,0.4,27.0
4,0.9342105263157896,45,270,0.4,27.0
5,0.6716417910447762,45,270,0.4,27.0
6,0.423728813559322,45,270,0.4,27.0
7,0.2835820895522388,45,270,0.4,27.0
8,0.6666666666666666,45,270,0.4,27.0
9,0.048780487804878,45,270,0.4,27.0
0,0.8823529411764706,54,270,0.4,27.0
1,0.975,54,270,0.4,27.0
2,0.7578947368421053,54,270,0.4,27.0
3,0.8194444444444444,54,270,0.4,27.0
4,0.9473684210526316,54,270,0.4,27.0
5,0.7910447761194029,54,270,0.4,27.0
6,0.4406779661016949,54,270,0.4,27.0
7,0.2238805970149253,54,270,0.4,27.0
8,0.6888888888888889,54,270,0.4,27.0
9,0.1463414634146341,54,270,0.4,27.0
0,0.8627450980392157,63,270,0.4,27.0
1,0.945,63,270,0.4,27.0
2,0.8105263157894737,63,270,0.4,27.0
3,0.7916666666666666,63,270,0.4,27.0
4,0.9342105263157896,63,270,0.4,27.0
5,0.8208955223880597,63,270,0.4,27.0
6,0.3389830508474576,63,270,0.4,27.0
7,0.2686567164179104,63,270,0.4,27.0
8,0.6,63,270,0.4,27.0
9,0.1707317073170731,63,270,0.4,27.0
0,0.8627450980392157,72,270,0.4,27.0
1,0.935,72,270,0.4,27.0
2,0.7894736842105263,72,270,0.4,27.0
3,0.7777777777777778,72,270,0.4,27.0
4,0.9605263157894736,72,270,0.4,27.0
5,0.8059701492537313,72,270,0.4,27.0
6,0.3220338983050847,72,270,0.4,27.0
7,0.3880597014925373,72,270,0.4,27.0
8,0.6666666666666666,72,270,0.4,27.0
9,0.073170731707317,72,270,0.4,27.0
0,0.8823529411764706,81,270,0.4,27.0
1,0.91,81,270,0.4,27.0
