Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.0588235294117647,9,270,0.4,65.0
1,0.62,9,270,0.4,65.0
2,0.8631578947368421,9,270,0.4,65.0
3,0.0694444444444444,9,270,0.4,65.0
4,0.2631578947368421,9,270,0.4,65.0
5,0.5522388059701493,9,270,0.4,65.0
6,0.0508474576271186,9,270,0.4,65.0
7,0.0149253731343283,9,270,0.4,65.0
8,0.0,9,270,0.4,65.0
9,0.024390243902439,9,270,0.4,65.0
0,0.4901960784313725,18,270,0.4,65.0
1,0.735,18,270,0.4,65.0
2,0.7684210526315789,18,270,0.4,65.0
3,0.3611111111111111,18,270,0.4,65.0
4,0.6052631578947368,18,270,0.4,65.0
5,0.7014925373134329,18,270,0.4,65.0
6,0.1864406779661017,18,270,0.4,65.0
7,0.1343283582089552,18,270,0.4,65.0
8,0.2444444444444444,18,270,0.4,65.0
9,0.048780487804878,18,270,0.4,65.0
0,0.5882352941176471,27,270,0.4,65.0
1,0.79,27,270,0.4,65.0
2,0.7894736842105263,27,270,0.4,65.0
3,0.6111111111111112,27,270,0.4,65.0
4,0.618421052631579,27,270,0.4,65.0
5,0.7910447761194029,27,270,0.4,65.0
6,0.2203389830508474,27,270,0.4,65.0
7,0.1343283582089552,27,270,0.4,65.0
8,0.4222222222222222,27,270,0.4,65.0
9,0.0975609756097561,27,270,0.4,65.0
0,0.7450980392156863,36,270,0.4,65.0
1,0.995,36,270,0.4,65.0
2,0.5684210526315789,36,270,0.4,65.0
3,0.6111111111111112,36,270,0.4,65.0
4,0.8947368421052632,36,270,0.4,65.0
5,0.7014925373134329,36,270,0.4,65.0
6,0.288135593220339,36,270,0.4,65.0
7,0.2537313432835821,36,270,0.4,65.0
8,0.5777777777777777,36,270,0.4,65.0
9,0.024390243902439,36,270,0.4,65.0
0,0.8627450980392157,45,270,0.4,65.0
1,0.98,45,270,0.4,65.0
2,0.6736842105263158,45,270,0.4,65.0
3,0.7222222222222222,45,270,0.4,65.0
4,0.9473684210526316,45,270,0.4,65.0
5,0.6716417910447762,45,270,0.4,65.0
6,0.4067796610169492,45,270,0.4,65.0
7,0.2238805970149253,45,270,0.4,65.0
8,0.6888888888888889,45,270,0.4,65.0
9,0.048780487804878,45,270,0.4,65.0
0,0.8823529411764706,54,270,0.4,65.0
1,0.975,54,270,0.4,65.0
2,0.7578947368421053,54,270,0.4,65.0
3,0.8194444444444444,54,270,0.4,65.0
4,0.9473684210526316,54,270,0.4,65.0
5,0.8059701492537313,54,270,0.4,65.0
6,0.423728813559322,54,270,0.4,65.0
7,0.2537313432835821,54,270,0.4,65.0
8,0.7111111111111111,54,270,0.4,65.0
9,0.1463414634146341,54,270,0.4,65.0
0,0.8431372549019608,63,270,0.4,65.0
1,0.985,63,270,0.4,65.0
2,0.7578947368421053,63,270,0.4,65.0
3,0.8333333333333334,63,270,0.4,65.0
4,0.9473684210526316,63,270,0.4,65.0
5,0.7164179104477612,63,270,0.4,65.0
6,0.4067796610169492,63,270,0.4,65.0
7,0.2238805970149253,63,270,0.4,65.0
8,0.6444444444444445,63,270,0.4,65.0
9,0.1463414634146341,63,270,0.4,65.0
0,0.8823529411764706,72,270,0.4,65.0
1,0.915,72,270,0.4,65.0
2,0.8842105263157894,72,270,0.4,65.0
3,0.8611111111111112,72,270,0.4,65.0
4,0.9605263157894736,72,270,0.4,65.0
5,0.8955223880597015,72,270,0.4,65.0
6,0.3389830508474576,72,270,0.4,65.0
7,0.3880597014925373,72,270,0.4,65.0
8,0.6444444444444445,72,270,0.4,65.0
9,0.1463414634146341,72,270,0.4,65.0
0,0.9019607843137256,81,270,0.4,65.0
1,0.96,81,270,0.4,65.0
2,0.7263157894736842,81,270,0.4,65.0
3,0.8611111111111112,81,270,0.4,65.0
4,0.9605263157894736,81,270,0.4,65.0
5,0.7910447761194029,81,270,0.4,65.0
6,0.3728813559322034,81,270,0.4,65.0
7,0.417910447761194,81,270,0.4,65.0
8,0.7555555555555555,81,270,0.4,65.0
9,0.073170731707317,81,270,0.4,65.0
0,0.8431372549019608,90,270,0.4,65.0
1,0.995,90,270,0.4,65.0
