Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.3157894736842105,7,210,0.3,9.0
1,0.9956331877729258,7,210,0.3,9.0
2,0.4770642201834862,7,210,0.3,9.0
3,0.0116279069767441,7,210,0.3,9.0
4,0.8372093023255814,7,210,0.3,9.0
5,0.2068965517241379,7,210,0.3,9.0
6,0.0606060606060606,7,210,0.3,9.0
7,0.1298701298701298,7,210,0.3,9.0
8,0.0196078431372549,7,210,0.3,9.0
9,0.0,7,210,0.3,9.0
0,0.5614035087719298,14,210,0.3,9.0
1,0.9956331877729258,14,210,0.3,9.0
2,0.5963302752293578,14,210,0.3,9.0
3,0.127906976744186,14,210,0.3,9.0
4,0.8372093023255814,14,210,0.3,9.0
5,0.2873563218390804,14,210,0.3,9.0
6,0.3636363636363636,14,210,0.3,9.0
7,0.4285714285714285,14,210,0.3,9.0
8,0.1372549019607843,14,210,0.3,9.0
9,0.0185185185185185,14,210,0.3,9.0
0,0.8070175438596491,21,210,0.3,9.0
1,0.9519650655021834,21,210,0.3,9.0
2,0.8440366972477065,21,210,0.3,9.0
3,0.1627906976744186,21,210,0.3,9.0
4,0.9418604651162792,21,210,0.3,9.0
5,0.4137931034482758,21,210,0.3,9.0
6,0.2727272727272727,21,210,0.3,9.0
7,0.2337662337662337,21,210,0.3,9.0
8,0.2745098039215686,21,210,0.3,9.0
9,0.037037037037037,21,210,0.3,9.0
0,0.7719298245614035,28,210,0.3,9.0
1,0.851528384279476,28,210,0.3,9.0
2,0.7522935779816514,28,210,0.3,9.0
3,0.5,28,210,0.3,9.0
4,0.8255813953488372,28,210,0.3,9.0
5,0.6436781609195402,28,210,0.3,9.0
6,0.1818181818181818,28,210,0.3,9.0
7,0.1168831168831168,28,210,0.3,9.0
8,0.4901960784313725,28,210,0.3,9.0
9,0.0555555555555555,28,210,0.3,9.0
0,0.8421052631578947,35,210,0.3,9.0
1,0.9563318777292577,35,210,0.3,9.0
2,0.6330275229357798,35,210,0.3,9.0
3,0.4186046511627907,35,210,0.3,9.0
4,0.9302325581395348,35,210,0.3,9.0
5,0.5402298850574713,35,210,0.3,9.0
6,0.4090909090909091,35,210,0.3,9.0
7,0.5324675324675324,35,210,0.3,9.0
8,0.3137254901960784,35,210,0.3,9.0
9,0.0555555555555555,35,210,0.3,9.0
0,0.8421052631578947,42,210,0.3,9.0
1,0.9519650655021834,42,210,0.3,9.0
2,0.7706422018348624,42,210,0.3,9.0
3,0.5581395348837209,42,210,0.3,9.0
4,0.9186046511627908,42,210,0.3,9.0
5,0.5632183908045977,42,210,0.3,9.0
6,0.4242424242424242,42,210,0.3,9.0
7,0.6233766233766234,42,210,0.3,9.0
8,0.5294117647058824,42,210,0.3,9.0
9,0.1111111111111111,42,210,0.3,9.0
0,0.8596491228070176,49,210,0.3,9.0
1,0.9781659388646288,49,210,0.3,9.0
2,0.7064220183486238,49,210,0.3,9.0
3,0.6046511627906976,49,210,0.3,9.0
4,0.9418604651162792,49,210,0.3,9.0
5,0.5402298850574713,49,210,0.3,9.0
6,0.4545454545454545,49,210,0.3,9.0
7,0.5064935064935064,49,210,0.3,9.0
8,0.6862745098039216,49,210,0.3,9.0
9,0.074074074074074,49,210,0.3,9.0
0,0.8596491228070176,56,210,0.3,9.0
1,0.8908296943231441,56,210,0.3,9.0
2,0.7889908256880734,56,210,0.3,9.0
3,0.7093023255813954,56,210,0.3,9.0
4,0.9302325581395348,56,210,0.3,9.0
