Class,Accuracy,iter_num,max_iter,dset_size,iteration
0,0.3947368421052631,11,330,0.5,62.0
1,0.9884393063583816,11,330,0.5,62.0
2,0.6216216216216216,11,330,0.5,62.0
3,0.4464285714285714,11,330,0.5,62.0
4,0.6153846153846154,11,330,0.5,62.0
5,0.5,11,330,0.5,62.0
6,0.2692307692307692,11,330,0.5,62.0
7,0.5409836065573771,11,330,0.5,62.0
8,0.1388888888888889,11,330,0.5,62.0
9,0.0285714285714285,11,330,0.5,62.0
0,0.7368421052631579,22,330,0.5,62.0
1,0.930635838150289,22,330,0.5,62.0
2,0.6756756756756757,22,330,0.5,62.0
3,0.4642857142857143,22,330,0.5,62.0
4,0.9230769230769232,22,330,0.5,62.0
5,0.5555555555555556,22,330,0.5,62.0
6,0.5192307692307693,22,330,0.5,62.0
7,0.7704918032786885,22,330,0.5,62.0
8,0.5277777777777778,22,330,0.5,62.0
9,0.1428571428571428,22,330,0.5,62.0
0,0.6578947368421053,33,330,0.5,62.0
1,0.9132947976878611,33,330,0.5,62.0
2,0.7027027027027027,33,330,0.5,62.0
3,0.8392857142857143,33,330,0.5,62.0
4,0.9076923076923076,33,330,0.5,62.0
5,0.8333333333333334,33,330,0.5,62.0
6,0.4807692307692308,33,330,0.5,62.0
7,0.918032786885246,33,330,0.5,62.0
8,0.5277777777777778,33,330,0.5,62.0
9,0.2,33,330,0.5,62.0
0,0.7894736842105263,44,330,0.5,62.0
1,0.907514450867052,44,330,0.5,62.0
2,0.8378378378378378,44,330,0.5,62.0
3,0.7678571428571429,44,330,0.5,62.0
4,0.8923076923076924,44,330,0.5,62.0
5,0.8703703703703703,44,330,0.5,62.0
6,0.3461538461538461,44,330,0.5,62.0
7,0.9016393442622952,44,330,0.5,62.0
8,0.4722222222222222,44,330,0.5,62.0
9,0.1142857142857142,44,330,0.5,62.0
0,0.8421052631578947,55,330,0.5,62.0
1,0.9248554913294798,55,330,0.5,62.0
2,0.8513513513513513,55,330,0.5,62.0
3,0.9107142857142856,55,330,0.5,62.0
4,0.9230769230769232,55,330,0.5,62.0
5,0.8148148148148148,55,330,0.5,62.0
6,0.5576923076923077,55,330,0.5,62.0
7,0.918032786885246,55,330,0.5,62.0
8,0.8055555555555556,55,330,0.5,62.0
9,0.2,55,330,0.5,62.0
0,0.7894736842105263,66,330,0.5,62.0
1,0.9248554913294798,66,330,0.5,62.0
2,0.8243243243243243,66,330,0.5,62.0
3,0.9464285714285714,66,330,0.5,62.0
4,0.9076923076923076,66,330,0.5,62.0
5,0.8518518518518519,66,330,0.5,62.0
6,0.3846153846153846,66,330,0.5,62.0
7,0.918032786885246,66,330,0.5,62.0
8,0.7777777777777778,66,330,0.5,62.0
9,0.1428571428571428,66,330,0.5,62.0
0,0.8947368421052632,77,330,0.5,62.0
1,0.9190751445086706,77,330,0.5,62.0
2,0.7162162162162162,77,330,0.5,62.0
3,0.9285714285714286,77,330,0.5,62.0
4,0.953846153846154,77,330,0.5,62.0
5,0.8703703703703703,77,330,0.5,62.0
