Class,Accuracy,iteration,dset_size
9,0.956392467789891,15.0,0.3
0,0.9938775510204082,6.0,0.3
1,0.9303964757709251,6.0,0.3
2,0.9893410852713178,6.0,0.3
3,0.9801980198019802,6.0,0.3
4,0.9745417515274949,6.0,0.3
5,0.9473094170403588,6.0,0.3
6,0.9791231732776617,6.0,0.3
7,0.9075875486381323,6.0,0.3
8,0.9845995893223819,6.0,0.3
9,0.956392467789891,6.0,0.3
0,0.9938775510204082,18.0,0.3
1,0.9303964757709251,18.0,0.3
2,0.9893410852713178,18.0,0.3
3,0.9801980198019802,18.0,0.3
4,0.9745417515274949,18.0,0.3
5,0.9473094170403588,18.0,0.3
6,0.9791231732776617,18.0,0.3
7,0.9075875486381323,18.0,0.3
8,0.9845995893223819,18.0,0.3
9,0.956392467789891,18.0,0.3
0,0.9938775510204082,3.0,0.3
1,0.9303964757709251,3.0,0.3
2,0.9893410852713178,3.0,0.3
3,0.9801980198019802,3.0,0.3
4,0.9745417515274949,3.0,0.3
5,0.9473094170403588,3.0,0.3
6,0.9791231732776617,3.0,0.3
7,0.9075875486381323,3.0,0.3
8,0.9845995893223819,3.0,0.3
9,0.956392467789891,3.0,0.3
0,0.9938775510204082,36.0,0.3
1,0.9303964757709251,36.0,0.3
2,0.9893410852713178,36.0,0.3
3,0.9801980198019802,36.0,0.3
4,0.9745417515274949,36.0,0.3
5,0.9473094170403588,36.0,0.3
6,0.9791231732776617,36.0,0.3
7,0.9075875486381323,36.0,0.3
8,0.9845995893223819,36.0,0.3
9,0.956392467789891,36.0,0.3
0,0.9938775510204082,20.0,0.3
1,0.9303964757709251,20.0,0.3
2,0.9893410852713178,20.0,0.3
3,0.9801980198019802,20.0,0.3
4,0.9745417515274949,20.0,0.3
5,0.9473094170403588,20.0,0.3
6,0.9791231732776617,20.0,0.3
7,0.9075875486381323,20.0,0.3
8,0.9845995893223819,20.0,0.3
9,0.956392467789891,20.0,0.3
0,0.9938775510204082,12.0,0.3
1,0.9303964757709251,12.0,0.3
2,0.9893410852713178,12.0,0.3
3,0.9801980198019802,12.0,0.3
4,0.9745417515274949,12.0,0.3
5,0.9473094170403588,12.0,0.3
6,0.9791231732776617,12.0,0.3
7,0.9075875486381323,12.0,0.3
8,0.9845995893223819,12.0,0.3
9,0.956392467789891,12.0,0.3
0,0.9938775510204082,28.0,0.3
1,0.9303964757709251,28.0,0.3
2,0.9893410852713178,28.0,0.3
3,0.9801980198019802,28.0,0.3
4,0.9745417515274949,28.0,0.3
5,0.9473094170403588,28.0,0.3
6,0.9791231732776617,28.0,0.3
7,0.9075875486381323,28.0,0.3
8,0.9845995893223819,28.0,0.3
9,0.956392467789891,28.0,0.3
0,0.9938775510204082,32.0,0.3
1,0.9303964757709251,32.0,0.3
2,0.9893410852713178,32.0,0.3
3,0.9801980198019802,32.0,0.3
4,0.9745417515274949,32.0,0.3
5,0.9473094170403588,32.0,0.3
6,0.9791231732776617,32.0,0.3
7,0.9075875486381323,32.0,0.3
8,0.9845995893223819,32.0,0.3
9,0.956392467789891,32.0,0.3
0,0.9938775510204082,4.0,0.3
1,0.9303964757709251,4.0,0.3
2,0.9893410852713178,4.0,0.3
3,0.9801980198019802,4.0,0.3
4,0.9745417515274949,4.0,0.3
5,0.9473094170403588,4.0,0.3
6,0.9791231732776617,4.0,0.3
7,0.9075875486381323,4.0,0.3
8,0.9845995893223819,4.0,0.3
9,0.956392467789891,4.0,0.3
0,0.9938775510204082,24.0,0.3
1,0.9303964757709251,24.0,0.3
2,0.9893410852713178,24.0,0.3
3,0.9801980198019802,24.0,0.3
4,0.9745417515274949,24.0,0.3
5,0.9473094170403588,24.0,0.3
6,0.9791231732776617,24.0,0.3
7,0.9075875486381323,24.0,0.3
8,0.9845995893223819,24.0,0.3
9,0.956392467789891,24.0,0.3
0,0.9938775510204082,40.0,0.3
1,0.9303964757709251,40.0,0.3
2,0.9893410852713178,40.0,0.3
3,0.9801980198019802,40.0,0.3
4,0.9745417515274949,40.0,0.3
5,0.9473094170403588,40.0,0.3
6,0.9791231732776617,40.0,0.3
7,0.9075875486381323,40.0,0.3
8,0.9845995893223819,40.0,0.3
9,0.956392467789891,40.0,0.3
0,0.9938775510204082,16.0,0.3
1,0.9303964757709251,16.0,0.3
2,0.9893410852713178,16.0,0.3
3,0.9801980198019802,16.0,0.3
4,0.9745417515274949,16.0,0.3
5,0.9473094170403588,16.0,0.3
6,0.9791231732776617,16.0,0.3
7,0.9075875486381323,16.0,0.3
8,0.9845995893223819,16.0,0.3
9,0.956392467789891,16.0,0.3
0,0.9938775510204082,8.0,0.3
1,0.9303964757709251,8.0,0.3
2,0.9893410852713178,8.0,0.3
3,0.9801980198019802,8.0,0.3
4,0.9745417515274949,8.0,0.3
5,0.9473094170403588,8.0,0.3
6,0.9791231732776617,8.0,0.3
7,0.9075875486381323,8.0,0.3
8,0.9845995893223819,8.0,0.3
9,0.956392467789891,8.0,0.3
0,0.9938775510204082,50.0,0.3
1,0.9303964757709251,50.0,0.3
2,0.9893410852713178,50.0,0.3
3,0.9801980198019802,50.0,0.3
4,0.9745417515274949,50.0,0.3
5,0.9473094170403588,50.0,0.3
6,0.9791231732776617,50.0,0.3
7,0.9075875486381323,50.0,0.3
8,0.9845995893223819,50.0,0.3
9,0.956392467789891,50.0,0.3
0,0.9938775510204082,10.0,0.3
1,0.9303964757709251,10.0,0.3
2,0.9893410852713178,10.0,0.3
3,0.9801980198019802,10.0,0.3
4,0.9745417515274949,10.0,0.3
5,0.9473094170403588,10.0,0.3
6,0.9791231732776617,10.0,0.3
0,0.9938775510204082,15.0,0.3
7,0.9075875486381323,10.0,0.3
1,0.9303964757709251,15.0,0.3
8,0.9845995893223819,10.0,0.3
2,0.9893410852713178,15.0,0.3
9,0.956392467789891,10.0,0.3
3,0.9801980198019802,15.0,0.3
4,0.9745417515274949,15.0,0.3
5,0.9473094170403588,15.0,0.3
6,0.9791231732776617,15.0,0.3
7,0.9075875486381323,15.0,0.3
8,0.9845995893223819,15.0,0.3
9,0.956392467789891,15.0,0.3
0,0.9938775510204082,20.0,0.3
1,0.9303964757709251,20.0,0.3
2,0.9893410852713178,20.0,0.3
3,0.9801980198019802,20.0,0.3
4,0.9745417515274949,20.0,0.3
5,0.9473094170403588,20.0,0.3
6,0.9791231732776617,20.0,0.3
7,0.9075875486381323,20.0,0.3
8,0.9845995893223819,20.0,0.3
9,0.956392467789891,20.0,0.3
0,0.9938775510204082,40.0,0.3
1,0.9303964757709251,40.0,0.3
2,0.9893410852713178,40.0,0.3
3,0.9801980198019802,40.0,0.3
4,0.9745417515274949,40.0,0.3
5,0.9473094170403588,40.0,0.3
6,0.9791231732776617,40.0,0.3
7,0.9075875486381323,40.0,0.3
8,0.9845995893223819,40.0,0.3
9,0.956392467789891,40.0,0.3
0,0.9938775510204082,5.0,0.3
1,0.9303964757709251,5.0,0.3
2,0.9893410852713178,5.0,0.3
3,0.9801980198019802,5.0,0.3
4,0.9745417515274949,5.0,0.3
5,0.9473094170403588,5.0,0.3
0,0.9938775510204082,35.0,0.3
6,0.9791231732776617,5.0,0.3
7,0.9075875486381323,5.0,0.3
8,0.9845995893223819,5.0,0.3
9,0.956392467789891,5.0,0.3
1,0.9303964757709251,35.0,0.3
2,0.9893410852713178,35.0,0.3
3,0.9801980198019802,35.0,0.3
4,0.9745417515274949,35.0,0.3
5,0.9473094170403588,35.0,0.3
6,0.9791231732776617,35.0,0.3
7,0.9075875486381323,35.0,0.3
8,0.9845995893223819,35.0,0.3
9,0.956392467789891,35.0,0.3
0,0.9938775510204082,45.0,0.3
1,0.9303964757709251,45.0,0.3
2,0.9893410852713178,45.0,0.3
3,0.9801980198019802,45.0,0.3
4,0.9745417515274949,45.0,0.3
5,0.9473094170403588,45.0,0.3
6,0.9791231732776617,45.0,0.3
7,0.9075875486381323,45.0,0.3
8,0.9845995893223819,45.0,0.3
9,0.956392467789891,45.0,0.3
0,0.9938775510204082,30.0,0.3
1,0.9303964757709251,30.0,0.3
2,0.9893410852713178,30.0,0.3
3,0.9801980198019802,30.0,0.3
4,0.9745417515274949,30.0,0.3
5,0.9473094170403588,30.0,0.3
6,0.9791231732776617,30.0,0.3
7,0.9075875486381323,30.0,0.3
8,0.9845995893223819,30.0,0.3
9,0.956392467789891,30.0,0.3
0,0.9938775510204082,25.0,0.3
1,0.9303964757709251,25.0,0.3
2,0.9893410852713178,25.0,0.3
3,0.9801980198019802,25.0,0.3
4,0.9745417515274949,25.0,0.3
5,0.9473094170403588,25.0,0.3
6,0.9791231732776617,25.0,0.3
7,0.9075875486381323,25.0,0.3
8,0.9845995893223819,25.0,0.3
9,0.956392467789891,25.0,0.3
0,0.9938775510204082,6.0,0.3
1,0.9303964757709251,6.0,0.3
2,0.9893410852713178,6.0,0.3
3,0.9801980198019802,6.0,0.3
4,0.9745417515274949,6.0,0.3
5,0.9473094170403588,6.0,0.3
6,0.9791231732776617,6.0,0.3
7,0.9075875486381323,6.0,0.3
8,0.9845995893223819,6.0,0.3
9,0.956392467789891,6.0,0.3
0,0.9938775510204082,42.0,0.3
1,0.9303964757709251,42.0,0.3
2,0.9893410852713178,42.0,0.3
3,0.9801980198019802,42.0,0.3
4,0.9745417515274949,42.0,0.3
5,0.9473094170403588,42.0,0.3
6,0.9791231732776617,42.0,0.3
7,0.9075875486381323,42.0,0.3
8,0.9845995893223819,42.0,0.3
9,0.956392467789891,42.0,0.3
0,0.9938775510204082,30.0,0.3
1,0.9303964757709251,30.0,0.3
2,0.9893410852713178,30.0,0.3
3,0.9801980198019802,30.0,0.3
4,0.9745417515274949,30.0,0.3
5,0.9473094170403588,30.0,0.3
6,0.9791231732776617,30.0,0.3
7,0.9075875486381323,30.0,0.3
8,0.9845995893223819,30.0,0.3
9,0.956392467789891,30.0,0.3
0,0.9938775510204082,12.0,0.3
1,0.9303964757709251,12.0,0.3
2,0.9893410852713178,12.0,0.3
3,0.9801980198019802,12.0,0.3
4,0.9745417515274949,12.0,0.3
5,0.9473094170403588,12.0,0.3
6,0.9791231732776617,12.0,0.3
7,0.9075875486381323,12.0,0.3
8,0.9845995893223819,12.0,0.3
9,0.956392467789891,12.0,0.3
0,0.9938775510204082,54.0,0.3
1,0.9303964757709251,54.0,0.3
2,0.9893410852713178,54.0,0.3
3,0.9801980198019802,54.0,0.3
4,0.9745417515274949,54.0,0.3
5,0.9473094170403588,54.0,0.3
6,0.9791231732776617,54.0,0.3
7,0.9075875486381323,54.0,0.3
8,0.9845995893223819,54.0,0.3
9,0.956392467789891,54.0,0.3
0,0.9938775510204082,18.0,0.3
1,0.9303964757709251,18.0,0.3
2,0.9893410852713178,18.0,0.3
3,0.9801980198019802,18.0,0.3
4,0.9745417515274949,18.0,0.3
5,0.9473094170403588,18.0,0.3
6,0.9791231732776617,18.0,0.3
7,0.9075875486381323,18.0,0.3
8,0.9845995893223819,18.0,0.3
9,0.956392467789891,18.0,0.3
0,0.9938775510204082,48.0,0.3
1,0.9303964757709251,48.0,0.3
2,0.9893410852713178,48.0,0.3
3,0.9801980198019802,48.0,0.3
4,0.9745417515274949,48.0,0.3
5,0.9473094170403588,48.0,0.3
6,0.9791231732776617,48.0,0.3
7,0.9075875486381323,48.0,0.3
8,0.9845995893223819,48.0,0.3
9,0.956392467789891,48.0,0.3
0,0.9938775510204082,24.0,0.3
1,0.9303964757709251,24.0,0.3
2,0.9893410852713178,24.0,0.3
3,0.9801980198019802,24.0,0.3
4,0.9745417515274949,24.0,0.3
5,0.9473094170403588,24.0,0.3
6,0.9791231732776617,24.0,0.3
7,0.9075875486381323,24.0,0.3
8,0.9845995893223819,24.0,0.3
9,0.956392467789891,24.0,0.3
0,0.9938775510204082,36.0,0.3
1,0.9303964757709251,36.0,0.3
2,0.9893410852713178,36.0,0.3
3,0.9801980198019802,36.0,0.3
4,0.9745417515274949,36.0,0.3
5,0.9473094170403588,36.0,0.3
6,0.9791231732776617,36.0,0.3
7,0.9075875486381323,36.0,0.3
8,0.9845995893223819,36.0,0.3
9,0.956392467789891,36.0,0.3
0,0.9938775510204082,60.0,0.3
1,0.9303964757709251,60.0,0.3
2,0.9893410852713178,60.0,0.3
3,0.9801980198019802,60.0,0.3
4,0.9745417515274949,60.0,0.3
5,0.9473094170403588,60.0,0.3
6,0.9791231732776617,60.0,0.3
7,0.9075875486381323,60.0,0.3
8,0.9845995893223819,60.0,0.3
9,0.956392467789891,60.0,0.3
0,0.9938775510204082,70.0,0.3
1,0.9303964757709251,70.0,0.3
2,0.9893410852713178,70.0,0.3
3,0.9801980198019802,70.0,0.3
4,0.9745417515274949,70.0,0.3
5,0.9473094170403588,70.0,0.3
6,0.9791231732776617,70.0,0.3
7,0.9075875486381323,70.0,0.3
8,0.9845995893223819,70.0,0.3
9,0.956392467789891,70.0,0.3
0,0.9938775510204082,56.0,0.3
1,0.9303964757709251,56.0,0.3
2,0.9893410852713178,56.0,0.3
3,0.9801980198019802,56.0,0.3
4,0.9745417515274949,56.0,0.3
5,0.9473094170403588,56.0,0.3
6,0.9791231732776617,56.0,0.3
7,0.9075875486381323,56.0,0.3
8,0.9845995893223819,56.0,0.3
9,0.956392467789891,56.0,0.3
0,0.9938775510204082,63.0,0.3
1,0.9303964757709251,63.0,0.3
2,0.9893410852713178,63.0,0.3
3,0.9801980198019802,63.0,0.3
4,0.9745417515274949,63.0,0.3
5,0.9473094170403588,63.0,0.3
6,0.9791231732776617,63.0,0.3
7,0.9075875486381323,63.0,0.3
8,0.9845995893223819,63.0,0.3
9,0.956392467789891,63.0,0.3
0,0.9938775510204082,42.0,0.3
1,0.9303964757709251,42.0,0.3
2,0.9893410852713178,42.0,0.3
3,0.9801980198019802,42.0,0.3
4,0.9745417515274949,42.0,0.3
5,0.9473094170403588,42.0,0.3
6,0.9791231732776617,42.0,0.3
7,0.9075875486381323,42.0,0.3
8,0.9845995893223819,42.0,0.3
9,0.956392467789891,42.0,0.3
0,0.9938775510204082,49.0,0.3
0,0.9938775510204082,21.0,0.3
1,0.9303964757709251,49.0,0.3
1,0.9303964757709251,21.0,0.3
2,0.9893410852713178,49.0,0.3
2,0.9893410852713178,21.0,0.3
3,0.9801980198019802,21.0,0.3
4,0.9745417515274949,21.0,0.3
5,0.9473094170403588,21.0,0.3
6,0.9791231732776617,21.0,0.3
7,0.9075875486381323,21.0,0.3
3,0.9801980198019802,49.0,0.3
8,0.9845995893223819,21.0,0.3
4,0.9745417515274949,49.0,0.3
9,0.956392467789891,21.0,0.3
5,0.9473094170403588,49.0,0.3
6,0.9791231732776617,49.0,0.3
7,0.9075875486381323,49.0,0.3
8,0.9845995893223819,49.0,0.3
9,0.956392467789891,49.0,0.3
0,0.9938775510204082,7.0,0.3
0,0.9938775510204082,14.0,0.3
1,0.9303964757709251,14.0,0.3
2,0.9893410852713178,14.0,0.3
1,0.9303964757709251,7.0,0.3
3,0.9801980198019802,14.0,0.3
2,0.9893410852713178,7.0,0.3
4,0.9745417515274949,14.0,0.3
3,0.9801980198019802,7.0,0.3
5,0.9473094170403588,14.0,0.3
4,0.9745417515274949,7.0,0.3
6,0.9791231732776617,14.0,0.3
5,0.9473094170403588,7.0,0.3
7,0.9075875486381323,14.0,0.3
6,0.9791231732776617,7.0,0.3
8,0.9845995893223819,14.0,0.3
7,0.9075875486381323,7.0,0.3
9,0.956392467789891,14.0,0.3
8,0.9845995893223819,7.0,0.3
9,0.956392467789891,7.0,0.3
0,0.9938775510204082,28.0,0.3
1,0.9303964757709251,28.0,0.3
2,0.9893410852713178,28.0,0.3
3,0.9801980198019802,28.0,0.3
4,0.9745417515274949,28.0,0.3
5,0.9473094170403588,28.0,0.3
6,0.9791231732776617,28.0,0.3
7,0.9075875486381323,28.0,0.3
8,0.9845995893223819,28.0,0.3
9,0.956392467789891,28.0,0.3
0,0.9938775510204082,35.0,0.3
1,0.9303964757709251,35.0,0.3
2,0.9893410852713178,35.0,0.3
3,0.9801980198019802,35.0,0.3
4,0.9745417515274949,35.0,0.3
5,0.9473094170403588,35.0,0.3
6,0.9791231732776617,35.0,0.3
7,0.9075875486381323,35.0,0.3
8,0.9845995893223819,35.0,0.3
9,0.956392467789891,35.0,0.3
0,0.9938775510204082,40.0,0.3
1,0.9303964757709251,40.0,0.3
2,0.9893410852713178,40.0,0.3
3,0.9801980198019802,40.0,0.3
4,0.9745417515274949,40.0,0.3
5,0.9473094170403588,40.0,0.3
6,0.9791231732776617,40.0,0.3
7,0.9075875486381323,40.0,0.3
8,0.9845995893223819,40.0,0.3
9,0.956392467789891,40.0,0.3
0,0.9938775510204082,56.0,0.3
1,0.9303964757709251,56.0,0.3
2,0.9893410852713178,56.0,0.3
3,0.9801980198019802,56.0,0.3
4,0.9745417515274949,56.0,0.3
5,0.9473094170403588,56.0,0.3
6,0.9791231732776617,56.0,0.3
7,0.9075875486381323,56.0,0.3
8,0.9845995893223819,56.0,0.3
9,0.956392467789891,56.0,0.3
0,0.9938775510204082,24.0,0.3
1,0.9303964757709251,24.0,0.3
2,0.9893410852713178,24.0,0.3
3,0.9801980198019802,24.0,0.3
4,0.9745417515274949,24.0,0.3
5,0.9473094170403588,24.0,0.3
6,0.9791231732776617,24.0,0.3
7,0.9075875486381323,24.0,0.3
8,0.9845995893223819,24.0,0.3
9,0.956392467789891,24.0,0.3
0,0.9938775510204082,80.0,0.3
1,0.9303964757709251,80.0,0.3
2,0.9893410852713178,80.0,0.3
3,0.9801980198019802,80.0,0.3
4,0.9745417515274949,80.0,0.3
5,0.9473094170403588,80.0,0.3
6,0.9791231732776617,80.0,0.3
7,0.9075875486381323,80.0,0.3
8,0.9845995893223819,80.0,0.3
9,0.956392467789891,80.0,0.3
0,0.9938775510204082,16.0,0.3
1,0.9303964757709251,16.0,0.3
2,0.9893410852713178,16.0,0.3
3,0.9801980198019802,16.0,0.3
4,0.9745417515274949,16.0,0.3
5,0.9473094170403588,16.0,0.3
6,0.9791231732776617,16.0,0.3
7,0.9075875486381323,16.0,0.3
8,0.9845995893223819,16.0,0.3
9,0.956392467789891,16.0,0.3
0,0.9938775510204082,64.0,0.3
1,0.9303964757709251,64.0,0.3
2,0.9893410852713178,64.0,0.3
3,0.9801980198019802,64.0,0.3
4,0.9745417515274949,64.0,0.3
5,0.9473094170403588,64.0,0.3
6,0.9791231732776617,64.0,0.3
7,0.9075875486381323,64.0,0.3
8,0.9845995893223819,64.0,0.3
9,0.956392467789891,64.0,0.3
0,0.9938775510204082,72.0,0.3
1,0.9303964757709251,72.0,0.3
0,0.9938775510204082,8.0,0.3
2,0.9893410852713178,72.0,0.3
1,0.9303964757709251,8.0,0.3
2,0.9893410852713178,8.0,0.3
3,0.9801980198019802,72.0,0.3
3,0.9801980198019802,8.0,0.3
4,0.9745417515274949,72.0,0.3
4,0.9745417515274949,8.0,0.3
5,0.9473094170403588,72.0,0.3
5,0.9473094170403588,8.0,0.3
6,0.9791231732776617,8.0,0.3
7,0.9075875486381323,8.0,0.3
8,0.9845995893223819,8.0,0.3
9,0.956392467789891,8.0,0.3
6,0.9791231732776617,72.0,0.3
7,0.9075875486381323,72.0,0.3
8,0.9845995893223819,72.0,0.3
9,0.956392467789891,72.0,0.3
0,0.9938775510204082,32.0,0.3
1,0.9303964757709251,32.0,0.3
2,0.9893410852713178,32.0,0.3
3,0.9801980198019802,32.0,0.3
4,0.9745417515274949,32.0,0.3
5,0.9473094170403588,32.0,0.3
6,0.9791231732776617,32.0,0.3
7,0.9075875486381323,32.0,0.3
8,0.9845995893223819,32.0,0.3
9,0.956392467789891,32.0,0.3
0,0.9938775510204082,48.0,0.3
1,0.9303964757709251,48.0,0.3
2,0.9893410852713178,48.0,0.3
3,0.9801980198019802,48.0,0.3
4,0.9745417515274949,48.0,0.3
5,0.9473094170403588,48.0,0.3
6,0.9791231732776617,48.0,0.3
7,0.9075875486381323,48.0,0.3
8,0.9845995893223819,48.0,0.3
9,0.956392467789891,48.0,0.3
0,0.9938775510204082,9.0,0.3
1,0.9303964757709251,9.0,0.3
2,0.9893410852713178,9.0,0.3
3,0.9801980198019802,9.0,0.3
4,0.9745417515274949,9.0,0.3
5,0.9473094170403588,9.0,0.3
6,0.9791231732776617,9.0,0.3
7,0.9075875486381323,9.0,0.3
8,0.9845995893223819,9.0,0.3
9,0.956392467789891,9.0,0.3
0,0.9938775510204082,27.0,0.3
1,0.9303964757709251,27.0,0.3
2,0.9893410852713178,27.0,0.3
3,0.9801980198019802,27.0,0.3
4,0.9745417515274949,27.0,0.3
5,0.9473094170403588,27.0,0.3
6,0.9791231732776617,27.0,0.3
7,0.9075875486381323,27.0,0.3
8,0.9845995893223819,27.0,0.3
9,0.956392467789891,27.0,0.3
0,0.9938775510204082,90.0,0.3
1,0.9303964757709251,90.0,0.3
2,0.9893410852713178,90.0,0.3
3,0.9801980198019802,90.0,0.3
4,0.9745417515274949,90.0,0.3
5,0.9473094170403588,90.0,0.3
6,0.9791231732776617,90.0,0.3
7,0.9075875486381323,90.0,0.3
8,0.9845995893223819,90.0,0.3
9,0.956392467789891,90.0,0.3
0,0.9938775510204082,81.0,0.3
1,0.9303964757709251,81.0,0.3
2,0.9893410852713178,81.0,0.3
3,0.9801980198019802,81.0,0.3
4,0.9745417515274949,81.0,0.3
5,0.9473094170403588,81.0,0.3
6,0.9791231732776617,81.0,0.3
7,0.9075875486381323,81.0,0.3
8,0.9845995893223819,81.0,0.3
9,0.956392467789891,81.0,0.3
0,0.9938775510204082,72.0,0.3
1,0.9303964757709251,72.0,0.3
2,0.9893410852713178,72.0,0.3
3,0.9801980198019802,72.0,0.3
0,0.9938775510204082,18.0,0.3
4,0.9745417515274949,72.0,0.3
1,0.9303964757709251,18.0,0.3
2,0.9893410852713178,18.0,0.3
3,0.9801980198019802,18.0,0.3
4,0.9745417515274949,18.0,0.3
5,0.9473094170403588,18.0,0.3
6,0.9791231732776617,18.0,0.3
7,0.9075875486381323,18.0,0.3
8,0.9845995893223819,18.0,0.3
9,0.956392467789891,18.0,0.3
5,0.9473094170403588,72.0,0.3
6,0.9791231732776617,72.0,0.3
7,0.9075875486381323,72.0,0.3
8,0.9845995893223819,72.0,0.3
9,0.956392467789891,72.0,0.3
0,0.9938775510204082,54.0,0.3
1,0.9303964757709251,54.0,0.3
2,0.9893410852713178,54.0,0.3
0,0.9938775510204082,36.0,0.3
3,0.9801980198019802,54.0,0.3
4,0.9745417515274949,54.0,0.3
1,0.9303964757709251,36.0,0.3
5,0.9473094170403588,54.0,0.3
2,0.9893410852713178,36.0,0.3
6,0.9791231732776617,54.0,0.3
7,0.9075875486381323,54.0,0.3
3,0.9801980198019802,36.0,0.3
8,0.9845995893223819,54.0,0.3
4,0.9745417515274949,36.0,0.3
9,0.956392467789891,54.0,0.3
5,0.9473094170403588,36.0,0.3
6,0.9791231732776617,36.0,0.3
7,0.9075875486381323,36.0,0.3
8,0.9845995893223819,36.0,0.3
9,0.956392467789891,36.0,0.3
0,0.9938775510204082,63.0,0.3
1,0.9303964757709251,63.0,0.3
2,0.9893410852713178,63.0,0.3
3,0.9801980198019802,63.0,0.3
4,0.9745417515274949,63.0,0.3
5,0.9473094170403588,63.0,0.3
6,0.9791231732776617,63.0,0.3
7,0.9075875486381323,63.0,0.3
8,0.9845995893223819,63.0,0.3
9,0.956392467789891,63.0,0.3
0,0.9938775510204082,45.0,0.3
1,0.9303964757709251,45.0,0.3
2,0.9893410852713178,45.0,0.3
3,0.9801980198019802,45.0,0.3
4,0.9745417515274949,45.0,0.3
5,0.9473094170403588,45.0,0.3
6,0.9791231732776617,45.0,0.3
7,0.9075875486381323,45.0,0.3
8,0.9845995893223819,45.0,0.3
9,0.956392467789891,45.0,0.3
0,0.9938775510204082,10.0,0.3
1,0.9303964757709251,10.0,0.3
0,0.9938775510204082,40.0,0.3
2,0.9893410852713178,10.0,0.3
1,0.9303964757709251,40.0,0.3
2,0.9893410852713178,40.0,0.3
3,0.9801980198019802,40.0,0.3
4,0.9745417515274949,40.0,0.3
3,0.9801980198019802,10.0,0.3
5,0.9473094170403588,40.0,0.3
4,0.9745417515274949,10.0,0.3
6,0.9791231732776617,40.0,0.3
5,0.9473094170403588,10.0,0.3
7,0.9075875486381323,40.0,0.3
6,0.9791231732776617,10.0,0.3
8,0.9845995893223819,40.0,0.3
7,0.9075875486381323,10.0,0.3
8,0.9845995893223819,10.0,0.3
9,0.956392467789891,10.0,0.3
9,0.956392467789891,40.0,0.3
0,0.9938775510204082,50.0,0.3
1,0.9303964757709251,50.0,0.3
2,0.9893410852713178,50.0,0.3
3,0.9801980198019802,50.0,0.3
4,0.9745417515274949,50.0,0.3
5,0.9473094170403588,50.0,0.3
6,0.9791231732776617,50.0,0.3
7,0.9075875486381323,50.0,0.3
8,0.9845995893223819,50.0,0.3
9,0.956392467789891,50.0,0.3
0,0.9938775510204082,90.0,0.3
1,0.9303964757709251,90.0,0.3
2,0.9893410852713178,90.0,0.3
3,0.9801980198019802,90.0,0.3
4,0.9745417515274949,90.0,0.3
5,0.9473094170403588,90.0,0.3
6,0.9791231732776617,90.0,0.3
7,0.9075875486381323,90.0,0.3
8,0.9845995893223819,90.0,0.3
9,0.956392467789891,90.0,0.3
0,0.9938775510204082,80.0,0.3
1,0.9303964757709251,80.0,0.3
2,0.9893410852713178,80.0,0.3
3,0.9801980198019802,80.0,0.3
4,0.9745417515274949,80.0,0.3
5,0.9473094170403588,80.0,0.3
6,0.9791231732776617,80.0,0.3
7,0.9075875486381323,80.0,0.3
8,0.9845995893223819,80.0,0.3
9,0.956392467789891,80.0,0.3
0,0.9938775510204082,20.0,0.3
1,0.9303964757709251,20.0,0.3
2,0.9893410852713178,20.0,0.3
3,0.9801980198019802,20.0,0.3
4,0.9745417515274949,20.0,0.3
5,0.9473094170403588,20.0,0.3
6,0.9791231732776617,20.0,0.3
7,0.9075875486381323,20.0,0.3
8,0.9845995893223819,20.0,0.3
9,0.956392467789891,20.0,0.3
0,0.9938775510204082,30.0,0.3
1,0.9303964757709251,30.0,0.3
2,0.9893410852713178,30.0,0.3
3,0.9801980198019802,30.0,0.3
4,0.9745417515274949,30.0,0.3
5,0.9473094170403588,30.0,0.3
6,0.9791231732776617,30.0,0.3
7,0.9075875486381323,30.0,0.3
8,0.9845995893223819,30.0,0.3
9,0.956392467789891,30.0,0.3
0,0.9938775510204082,70.0,0.3
1,0.9303964757709251,70.0,0.3
2,0.9893410852713178,70.0,0.3
3,0.9801980198019802,70.0,0.3
4,0.9745417515274949,70.0,0.3
5,0.9473094170403588,70.0,0.3
6,0.9791231732776617,70.0,0.3
7,0.9075875486381323,70.0,0.3
8,0.9845995893223819,70.0,0.3
0,0.9938775510204082,100.0,0.3
9,0.956392467789891,70.0,0.3
1,0.9303964757709251,100.0,0.3
2,0.9893410852713178,100.0,0.3
3,0.9801980198019802,100.0,0.3
4,0.9745417515274949,100.0,0.3
0,0.9938775510204082,60.0,0.3
5,0.9473094170403588,100.0,0.3
6,0.9791231732776617,100.0,0.3
1,0.9303964757709251,60.0,0.3
7,0.9075875486381323,100.0,0.3
2,0.9893410852713178,60.0,0.3
8,0.9845995893223819,100.0,0.3
3,0.9801980198019802,60.0,0.3
9,0.956392467789891,100.0,0.3
4,0.9745417515274949,60.0,0.3
5,0.9473094170403588,60.0,0.3
6,0.9791231732776617,60.0,0.3
7,0.9075875486381323,60.0,0.3
8,0.9845995893223819,60.0,0.3
9,0.956392467789891,60.0,0.3
0,0.9938775510204082,5.0,0.4
1,0.5823788546255506,5.0,0.4
2,0.9874031007751938,5.0,0.4
3,0.9851485148514851,5.0,0.4
4,0.9684317718940937,5.0,0.4
5,0.9674887892376681,5.0,0.4
6,0.9676409185803758,5.0,0.4
7,0.9562256809338522,5.0,0.4
