Class,Accuracy,iteration,dset_size
7,0.9056420233463035,27.0,0.5
8,0.9394250513347022,27.0,0.5
9,0.933597621407334,27.0,0.5
0,0.9826530612244898,9.0,0.5
1,0.7823788546255507,9.0,0.5
2,0.9864341085271318,9.0,0.5
3,0.9851485148514851,9.0,0.5
4,0.9745417515274949,9.0,0.5
5,0.9192825112107623,9.0,0.5
6,0.9467640918580376,9.0,0.5
7,0.9056420233463035,9.0,0.5
8,0.9394250513347022,9.0,0.5
9,0.933597621407334,9.0,0.5
0,0.9826530612244898,15.0,0.5
1,0.7823788546255507,15.0,0.5
2,0.9864341085271318,15.0,0.5
3,0.9851485148514851,15.0,0.5
4,0.9745417515274949,15.0,0.5
5,0.9192825112107623,15.0,0.5
6,0.9467640918580376,15.0,0.5
7,0.9056420233463035,15.0,0.5
8,0.9394250513347022,15.0,0.5
9,0.933597621407334,15.0,0.5
0,0.9826530612244898,3.0,0.5
1,0.7823788546255507,3.0,0.5
2,0.9864341085271318,3.0,0.5
3,0.9851485148514851,3.0,0.5
4,0.9745417515274949,3.0,0.5
5,0.9192825112107623,3.0,0.5
6,0.9467640918580376,3.0,0.5
7,0.9056420233463035,3.0,0.5
8,0.9394250513347022,3.0,0.5
9,0.933597621407334,3.0,0.5
0,0.9826530612244898,24.0,0.5
1,0.7823788546255507,24.0,0.5
2,0.9864341085271318,24.0,0.5
3,0.9851485148514851,24.0,0.5
4,0.9745417515274949,24.0,0.5
5,0.9192825112107623,24.0,0.5
6,0.9467640918580376,24.0,0.5
7,0.9056420233463035,24.0,0.5
8,0.9394250513347022,24.0,0.5
9,0.933597621407334,24.0,0.5
0,0.9826530612244898,12.0,0.5
1,0.7823788546255507,12.0,0.5
2,0.9864341085271318,12.0,0.5
3,0.9851485148514851,12.0,0.5
4,0.9745417515274949,12.0,0.5
5,0.9192825112107623,12.0,0.5
6,0.9467640918580376,12.0,0.5
7,0.9056420233463035,12.0,0.5
8,0.9394250513347022,12.0,0.5
9,0.933597621407334,12.0,0.5
0,0.9826530612244898,24.0,0.5
1,0.7823788546255507,24.0,0.5
2,0.9864341085271318,24.0,0.5
3,0.9851485148514851,24.0,0.5
4,0.9745417515274949,24.0,0.5
5,0.9192825112107623,24.0,0.5
6,0.9467640918580376,24.0,0.5
7,0.9056420233463035,24.0,0.5
8,0.9394250513347022,24.0,0.5
9,0.933597621407334,24.0,0.5
0,0.9826530612244898,40.0,0.5
1,0.7823788546255507,40.0,0.5
2,0.9864341085271318,40.0,0.5
3,0.9851485148514851,40.0,0.5
4,0.9745417515274949,40.0,0.5
5,0.9192825112107623,40.0,0.5
6,0.9467640918580376,40.0,0.5
7,0.9056420233463035,40.0,0.5
8,0.9394250513347022,40.0,0.5
9,0.933597621407334,40.0,0.5
0,0.9826530612244898,16.0,0.5
1,0.7823788546255507,16.0,0.5
2,0.9864341085271318,16.0,0.5
3,0.9851485148514851,16.0,0.5
4,0.9745417515274949,16.0,0.5
5,0.9192825112107623,16.0,0.5
6,0.9467640918580376,16.0,0.5
7,0.9056420233463035,16.0,0.5
8,0.9394250513347022,16.0,0.5
9,0.933597621407334,16.0,0.5
0,0.9826530612244898,8.0,0.5
1,0.7823788546255507,8.0,0.5
2,0.9864341085271318,8.0,0.5
3,0.9851485148514851,8.0,0.5
4,0.9745417515274949,8.0,0.5
5,0.9192825112107623,8.0,0.5
6,0.9467640918580376,8.0,0.5
7,0.9056420233463035,8.0,0.5
8,0.9394250513347022,8.0,0.5
9,0.933597621407334,8.0,0.5
0,0.9826530612244898,4.0,0.5
1,0.7823788546255507,4.0,0.5
2,0.9864341085271318,4.0,0.5
3,0.9851485148514851,4.0,0.5
4,0.9745417515274949,4.0,0.5
5,0.9192825112107623,4.0,0.5
6,0.9467640918580376,4.0,0.5
7,0.9056420233463035,4.0,0.5
8,0.9394250513347022,4.0,0.5
9,0.933597621407334,4.0,0.5
0,0.9826530612244898,28.0,0.5
1,0.7823788546255507,28.0,0.5
2,0.9864341085271318,28.0,0.5
3,0.9851485148514851,28.0,0.5
4,0.9745417515274949,28.0,0.5
5,0.9192825112107623,28.0,0.5
6,0.9467640918580376,28.0,0.5
7,0.9056420233463035,28.0,0.5
8,0.9394250513347022,28.0,0.5
9,0.933597621407334,28.0,0.5
0,0.9826530612244898,36.0,0.5
1,0.7823788546255507,36.0,0.5
2,0.9864341085271318,36.0,0.5
3,0.9851485148514851,36.0,0.5
4,0.9745417515274949,36.0,0.5
5,0.9192825112107623,36.0,0.5
6,0.9467640918580376,36.0,0.5
7,0.9056420233463035,36.0,0.5
8,0.9394250513347022,36.0,0.5
9,0.933597621407334,36.0,0.5
0,0.9826530612244898,32.0,0.5
1,0.7823788546255507,32.0,0.5
2,0.9864341085271318,32.0,0.5
3,0.9851485148514851,32.0,0.5
4,0.9745417515274949,32.0,0.5
5,0.9192825112107623,32.0,0.5
6,0.9467640918580376,32.0,0.5
7,0.9056420233463035,32.0,0.5
8,0.9394250513347022,32.0,0.5
9,0.933597621407334,32.0,0.5
0,0.9826530612244898,20.0,0.5
1,0.7823788546255507,20.0,0.5
2,0.9864341085271318,20.0,0.5
3,0.9851485148514851,20.0,0.5
4,0.9745417515274949,20.0,0.5
5,0.9192825112107623,20.0,0.5
6,0.9467640918580376,20.0,0.5
7,0.9056420233463035,20.0,0.5
8,0.9394250513347022,20.0,0.5
9,0.933597621407334,20.0,0.5
0,0.9826530612244898,12.0,0.5
1,0.7823788546255507,12.0,0.5
2,0.9864341085271318,12.0,0.5
3,0.9851485148514851,12.0,0.5
4,0.9745417515274949,12.0,0.5
5,0.9192825112107623,12.0,0.5
6,0.9467640918580376,12.0,0.5
7,0.9056420233463035,12.0,0.5
8,0.9394250513347022,12.0,0.5
9,0.933597621407334,12.0,0.5
0,0.9826530612244898,15.0,0.5
1,0.7823788546255507,15.0,0.5
2,0.9864341085271318,15.0,0.5
3,0.9851485148514851,15.0,0.5
4,0.9745417515274949,15.0,0.5
5,0.9192825112107623,15.0,0.5
6,0.9467640918580376,15.0,0.5
7,0.9056420233463035,15.0,0.5
8,0.9394250513347022,15.0,0.5
9,0.933597621407334,15.0,0.5
0,0.9826530612244898,10.0,0.5
1,0.7823788546255507,10.0,0.5
2,0.9864341085271318,10.0,0.5
3,0.9851485148514851,10.0,0.5
4,0.9745417515274949,10.0,0.5
5,0.9192825112107623,10.0,0.5
6,0.9467640918580376,10.0,0.5
7,0.9056420233463035,10.0,0.5
8,0.9394250513347022,10.0,0.5
9,0.933597621407334,10.0,0.5
0,0.9826530612244898,35.0,0.5
1,0.7823788546255507,35.0,0.5
2,0.9864341085271318,35.0,0.5
3,0.9851485148514851,35.0,0.5
4,0.9745417515274949,35.0,0.5
5,0.9192825112107623,35.0,0.5
6,0.9467640918580376,35.0,0.5
7,0.9056420233463035,35.0,0.5
8,0.9394250513347022,35.0,0.5
9,0.933597621407334,35.0,0.5
0,0.9826530612244898,50.0,0.5
1,0.7823788546255507,50.0,0.5
2,0.9864341085271318,50.0,0.5
3,0.9851485148514851,50.0,0.5
4,0.9745417515274949,50.0,0.5
5,0.9192825112107623,50.0,0.5
6,0.9467640918580376,50.0,0.5
7,0.9056420233463035,50.0,0.5
8,0.9394250513347022,50.0,0.5
9,0.933597621407334,50.0,0.5
0,0.9826530612244898,5.0,0.5
1,0.7823788546255507,5.0,0.5
2,0.9864341085271318,5.0,0.5
3,0.9851485148514851,5.0,0.5
4,0.9745417515274949,5.0,0.5
5,0.9192825112107623,5.0,0.5
6,0.9467640918580376,5.0,0.5
7,0.9056420233463035,5.0,0.5
8,0.9394250513347022,5.0,0.5
9,0.933597621407334,5.0,0.5
0,0.9826530612244898,30.0,0.5
1,0.7823788546255507,30.0,0.5
2,0.9864341085271318,30.0,0.5
3,0.9851485148514851,30.0,0.5
4,0.9745417515274949,30.0,0.5
5,0.9192825112107623,30.0,0.5
6,0.9467640918580376,30.0,0.5
7,0.9056420233463035,30.0,0.5
8,0.9394250513347022,30.0,0.5
9,0.933597621407334,30.0,0.5
0,0.9826530612244898,20.0,0.5
1,0.7823788546255507,20.0,0.5
2,0.9864341085271318,20.0,0.5
3,0.9851485148514851,20.0,0.5
4,0.9745417515274949,20.0,0.5
5,0.9192825112107623,20.0,0.5
6,0.9467640918580376,20.0,0.5
7,0.9056420233463035,20.0,0.5
8,0.9394250513347022,20.0,0.5
9,0.933597621407334,20.0,0.5
0,0.9826530612244898,25.0,0.5
1,0.7823788546255507,25.0,0.5
2,0.9864341085271318,25.0,0.5
3,0.9851485148514851,25.0,0.5
4,0.9745417515274949,25.0,0.5
5,0.9192825112107623,25.0,0.5
0,0.9826530612244898,40.0,0.5
6,0.9467640918580376,25.0,0.5
1,0.7823788546255507,40.0,0.5
7,0.9056420233463035,25.0,0.5
2,0.9864341085271318,40.0,0.5
8,0.9394250513347022,25.0,0.5
3,0.9851485148514851,40.0,0.5
9,0.933597621407334,25.0,0.5
4,0.9745417515274949,40.0,0.5
5,0.9192825112107623,40.0,0.5
6,0.9467640918580376,40.0,0.5
7,0.9056420233463035,40.0,0.5
8,0.9394250513347022,40.0,0.5
9,0.933597621407334,40.0,0.5
0,0.9826530612244898,45.0,0.5
1,0.7823788546255507,45.0,0.5
2,0.9864341085271318,45.0,0.5
3,0.9851485148514851,45.0,0.5
4,0.9745417515274949,45.0,0.5
5,0.9192825112107623,45.0,0.5
6,0.9467640918580376,45.0,0.5
7,0.9056420233463035,45.0,0.5
8,0.9394250513347022,45.0,0.5
9,0.933597621407334,45.0,0.5
0,0.9826530612244898,36.0,0.5
1,0.7823788546255507,36.0,0.5
2,0.9864341085271318,36.0,0.5
3,0.9851485148514851,36.0,0.5
4,0.9745417515274949,36.0,0.5
5,0.9192825112107623,36.0,0.5
6,0.9467640918580376,36.0,0.5
7,0.9056420233463035,36.0,0.5
8,0.9394250513347022,36.0,0.5
9,0.933597621407334,36.0,0.5
0,0.9826530612244898,48.0,0.5
1,0.7823788546255507,48.0,0.5
2,0.9864341085271318,48.0,0.5
3,0.9851485148514851,48.0,0.5
4,0.9745417515274949,48.0,0.5
5,0.9192825112107623,48.0,0.5
6,0.9467640918580376,48.0,0.5
7,0.9056420233463035,48.0,0.5
8,0.9394250513347022,48.0,0.5
9,0.933597621407334,48.0,0.5
0,0.9826530612244898,6.0,0.5
1,0.7823788546255507,6.0,0.5
2,0.9864341085271318,6.0,0.5
3,0.9851485148514851,6.0,0.5
4,0.9745417515274949,6.0,0.5
5,0.9192825112107623,6.0,0.5
6,0.9467640918580376,6.0,0.5
7,0.9056420233463035,6.0,0.5
8,0.9394250513347022,6.0,0.5
9,0.933597621407334,6.0,0.5
0,0.9826530612244898,24.0,0.5
1,0.7823788546255507,24.0,0.5
2,0.9864341085271318,24.0,0.5
3,0.9851485148514851,24.0,0.5
4,0.9745417515274949,24.0,0.5
5,0.9192825112107623,24.0,0.5
6,0.9467640918580376,24.0,0.5
7,0.9056420233463035,24.0,0.5
0,0.9826530612244898,30.0,0.5
8,0.9394250513347022,24.0,0.5
1,0.7823788546255507,30.0,0.5
9,0.933597621407334,24.0,0.5
2,0.9864341085271318,30.0,0.5
3,0.9851485148514851,30.0,0.5
4,0.9745417515274949,30.0,0.5
5,0.9192825112107623,30.0,0.5
6,0.9467640918580376,30.0,0.5
0,0.9826530612244898,42.0,0.5
1,0.7823788546255507,42.0,0.5
2,0.9864341085271318,42.0,0.5
7,0.9056420233463035,30.0,0.5
8,0.9394250513347022,30.0,0.5
9,0.933597621407334,30.0,0.5
3,0.9851485148514851,42.0,0.5
4,0.9745417515274949,42.0,0.5
5,0.9192825112107623,42.0,0.5
6,0.9467640918580376,42.0,0.5
7,0.9056420233463035,42.0,0.5
8,0.9394250513347022,42.0,0.5
9,0.933597621407334,42.0,0.5
0,0.9826530612244898,54.0,0.5
1,0.7823788546255507,54.0,0.5
2,0.9864341085271318,54.0,0.5
3,0.9851485148514851,54.0,0.5
4,0.9745417515274949,54.0,0.5
5,0.9192825112107623,54.0,0.5
6,0.9467640918580376,54.0,0.5
7,0.9056420233463035,54.0,0.5
8,0.9394250513347022,54.0,0.5
9,0.933597621407334,54.0,0.5
0,0.9826530612244898,60.0,0.5
1,0.7823788546255507,60.0,0.5
2,0.9864341085271318,60.0,0.5
3,0.9851485148514851,60.0,0.5
4,0.9745417515274949,60.0,0.5
5,0.9192825112107623,60.0,0.5
6,0.9467640918580376,60.0,0.5
7,0.9056420233463035,60.0,0.5
8,0.9394250513347022,60.0,0.5
9,0.933597621407334,60.0,0.5
0,0.9826530612244898,18.0,0.5
1,0.7823788546255507,18.0,0.5
2,0.9864341085271318,18.0,0.5
3,0.9851485148514851,18.0,0.5
4,0.9745417515274949,18.0,0.5
5,0.9192825112107623,18.0,0.5
6,0.9467640918580376,18.0,0.5
7,0.9056420233463035,18.0,0.5
8,0.9394250513347022,18.0,0.5
9,0.933597621407334,18.0,0.5
0,0.9826530612244898,12.0,0.5
1,0.7823788546255507,12.0,0.5
2,0.9864341085271318,12.0,0.5
3,0.9851485148514851,12.0,0.5
4,0.9745417515274949,12.0,0.5
5,0.9192825112107623,12.0,0.5
6,0.9467640918580376,12.0,0.5
7,0.9056420233463035,12.0,0.5
8,0.9394250513347022,12.0,0.5
9,0.933597621407334,12.0,0.5
0,0.9826530612244898,42.0,0.5
1,0.7823788546255507,42.0,0.5
2,0.9864341085271318,42.0,0.5
3,0.9851485148514851,42.0,0.5
4,0.9745417515274949,42.0,0.5
5,0.9192825112107623,42.0,0.5
6,0.9467640918580376,42.0,0.5
7,0.9056420233463035,42.0,0.5
8,0.9394250513347022,42.0,0.5
9,0.933597621407334,42.0,0.5
0,0.9826530612244898,28.0,0.5
1,0.7823788546255507,28.0,0.5
2,0.9864341085271318,28.0,0.5
3,0.9851485148514851,28.0,0.5
4,0.9745417515274949,28.0,0.5
5,0.9192825112107623,28.0,0.5
6,0.9467640918580376,28.0,0.5
7,0.9056420233463035,28.0,0.5
8,0.9394250513347022,28.0,0.5
9,0.933597621407334,28.0,0.5
0,0.9826530612244898,49.0,0.5
1,0.7823788546255507,49.0,0.5
2,0.9864341085271318,49.0,0.5
3,0.9851485148514851,49.0,0.5
4,0.9745417515274949,49.0,0.5
5,0.9192825112107623,49.0,0.5
6,0.9467640918580376,49.0,0.5
7,0.9056420233463035,49.0,0.5
8,0.9394250513347022,49.0,0.5
9,0.933597621407334,49.0,0.5
0,0.9826530612244898,14.0,0.5
1,0.7823788546255507,14.0,0.5
2,0.9864341085271318,14.0,0.5
3,0.9851485148514851,14.0,0.5
4,0.9745417515274949,14.0,0.5
5,0.9192825112107623,14.0,0.5
6,0.9467640918580376,14.0,0.5
7,0.9056420233463035,14.0,0.5
8,0.9394250513347022,14.0,0.5
9,0.933597621407334,14.0,0.5
0,0.9826530612244898,7.0,0.5
1,0.7823788546255507,7.0,0.5
2,0.9864341085271318,7.0,0.5
3,0.9851485148514851,7.0,0.5
4,0.9745417515274949,7.0,0.5
5,0.9192825112107623,7.0,0.5
6,0.9467640918580376,7.0,0.5
7,0.9056420233463035,7.0,0.5
8,0.9394250513347022,7.0,0.5
9,0.933597621407334,7.0,0.5
0,0.9826530612244898,70.0,0.5
1,0.7823788546255507,70.0,0.5
2,0.9864341085271318,70.0,0.5
3,0.9851485148514851,70.0,0.5
4,0.9745417515274949,70.0,0.5
5,0.9192825112107623,70.0,0.5
6,0.9467640918580376,70.0,0.5
7,0.9056420233463035,70.0,0.5
8,0.9394250513347022,70.0,0.5
9,0.933597621407334,70.0,0.5
0,0.9826530612244898,56.0,0.5
1,0.7823788546255507,56.0,0.5
2,0.9864341085271318,56.0,0.5
3,0.9851485148514851,56.0,0.5
4,0.9745417515274949,56.0,0.5
5,0.9192825112107623,56.0,0.5
6,0.9467640918580376,56.0,0.5
7,0.9056420233463035,56.0,0.5
8,0.9394250513347022,56.0,0.5
9,0.933597621407334,56.0,0.5
0,0.9826530612244898,35.0,0.5
1,0.7823788546255507,35.0,0.5
2,0.9864341085271318,35.0,0.5
3,0.9851485148514851,35.0,0.5
4,0.9745417515274949,35.0,0.5
5,0.9192825112107623,35.0,0.5
6,0.9467640918580376,35.0,0.5
7,0.9056420233463035,35.0,0.5
8,0.9394250513347022,35.0,0.5
9,0.933597621407334,35.0,0.5
0,0.9826530612244898,63.0,0.5
1,0.7823788546255507,63.0,0.5
2,0.9864341085271318,63.0,0.5
3,0.9851485148514851,63.0,0.5
0,0.9826530612244898,21.0,0.5
4,0.9745417515274949,63.0,0.5
1,0.7823788546255507,21.0,0.5
5,0.9192825112107623,63.0,0.5
2,0.9864341085271318,21.0,0.5
6,0.9467640918580376,63.0,0.5
3,0.9851485148514851,21.0,0.5
7,0.9056420233463035,63.0,0.5
4,0.9745417515274949,21.0,0.5
8,0.9394250513347022,63.0,0.5
5,0.9192825112107623,21.0,0.5
9,0.933597621407334,63.0,0.5
6,0.9467640918580376,21.0,0.5
7,0.9056420233463035,21.0,0.5
8,0.9394250513347022,21.0,0.5
9,0.933597621407334,21.0,0.5
0,0.9826530612244898,8.0,0.5
1,0.7823788546255507,8.0,0.5
2,0.9864341085271318,8.0,0.5
3,0.9851485148514851,8.0,0.5
4,0.9745417515274949,8.0,0.5
5,0.9192825112107623,8.0,0.5
6,0.9467640918580376,8.0,0.5
7,0.9056420233463035,8.0,0.5
8,0.9394250513347022,8.0,0.5
9,0.933597621407334,8.0,0.5
0,0.9826530612244898,16.0,0.5
1,0.7823788546255507,16.0,0.5
2,0.9864341085271318,16.0,0.5
3,0.9851485148514851,16.0,0.5
4,0.9745417515274949,16.0,0.5
5,0.9192825112107623,16.0,0.5
6,0.9467640918580376,16.0,0.5
7,0.9056420233463035,16.0,0.5
8,0.9394250513347022,16.0,0.5
9,0.933597621407334,16.0,0.5
0,0.9826530612244898,40.0,0.5
1,0.7823788546255507,40.0,0.5
2,0.9864341085271318,40.0,0.5
3,0.9851485148514851,40.0,0.5
4,0.9745417515274949,40.0,0.5
5,0.9192825112107623,40.0,0.5
6,0.9467640918580376,40.0,0.5
7,0.9056420233463035,40.0,0.5
8,0.9394250513347022,40.0,0.5
9,0.933597621407334,40.0,0.5
0,0.9826530612244898,64.0,0.5
1,0.7823788546255507,64.0,0.5
2,0.9864341085271318,64.0,0.5
3,0.9851485148514851,64.0,0.5
4,0.9745417515274949,64.0,0.5
5,0.9192825112107623,64.0,0.5
6,0.9467640918580376,64.0,0.5
7,0.9056420233463035,64.0,0.5
8,0.9394250513347022,64.0,0.5
9,0.933597621407334,64.0,0.5
0,0.9826530612244898,72.0,0.5
1,0.7823788546255507,72.0,0.5
2,0.9864341085271318,72.0,0.5
3,0.9851485148514851,72.0,0.5
4,0.9745417515274949,72.0,0.5
5,0.9192825112107623,72.0,0.5
6,0.9467640918580376,72.0,0.5
7,0.9056420233463035,72.0,0.5
8,0.9394250513347022,72.0,0.5
9,0.933597621407334,72.0,0.5
0,0.9826530612244898,56.0,0.5
1,0.7823788546255507,56.0,0.5
2,0.9864341085271318,56.0,0.5
3,0.9851485148514851,56.0,0.5
4,0.9745417515274949,56.0,0.5
5,0.9192825112107623,56.0,0.5
6,0.9467640918580376,56.0,0.5
7,0.9056420233463035,56.0,0.5
0,0.9826530612244898,80.0,0.5
1,0.7823788546255507,80.0,0.5
2,0.9864341085271318,80.0,0.5
3,0.9851485148514851,80.0,0.5
4,0.9745417515274949,80.0,0.5
5,0.9192825112107623,80.0,0.5
6,0.9467640918580376,80.0,0.5
8,0.9394250513347022,56.0,0.5
7,0.9056420233463035,80.0,0.5
9,0.933597621407334,56.0,0.5
8,0.9394250513347022,80.0,0.5
9,0.933597621407334,80.0,0.5
0,0.9826530612244898,24.0,0.5
1,0.7823788546255507,24.0,0.5
2,0.9864341085271318,24.0,0.5
3,0.9851485148514851,24.0,0.5
4,0.9745417515274949,24.0,0.5
5,0.9192825112107623,24.0,0.5
6,0.9467640918580376,24.0,0.5
7,0.9056420233463035,24.0,0.5
8,0.9394250513347022,24.0,0.5
9,0.933597621407334,24.0,0.5
0,0.9826530612244898,32.0,0.5
1,0.7823788546255507,32.0,0.5
2,0.9864341085271318,32.0,0.5
3,0.9851485148514851,32.0,0.5
4,0.9745417515274949,32.0,0.5
5,0.9192825112107623,32.0,0.5
6,0.9467640918580376,32.0,0.5
7,0.9056420233463035,32.0,0.5
8,0.9394250513347022,32.0,0.5
9,0.933597621407334,32.0,0.5
0,0.9826530612244898,48.0,0.5
1,0.7823788546255507,48.0,0.5
2,0.9864341085271318,48.0,0.5
3,0.9851485148514851,48.0,0.5
4,0.9745417515274949,48.0,0.5
5,0.9192825112107623,48.0,0.5
6,0.9467640918580376,48.0,0.5
7,0.9056420233463035,48.0,0.5
8,0.9394250513347022,48.0,0.5
9,0.933597621407334,48.0,0.5
0,0.9826530612244898,27.0,0.5
1,0.7823788546255507,27.0,0.5
2,0.9864341085271318,27.0,0.5
3,0.9851485148514851,27.0,0.5
4,0.9745417515274949,27.0,0.5
5,0.9192825112107623,27.0,0.5
6,0.9467640918580376,27.0,0.5
7,0.9056420233463035,27.0,0.5
8,0.9394250513347022,27.0,0.5
9,0.933597621407334,27.0,0.5
0,0.9826530612244898,36.0,0.5
1,0.7823788546255507,36.0,0.5
2,0.9864341085271318,36.0,0.5
3,0.9851485148514851,36.0,0.5
4,0.9745417515274949,36.0,0.5
5,0.9192825112107623,36.0,0.5
6,0.9467640918580376,36.0,0.5
7,0.9056420233463035,36.0,0.5
8,0.9394250513347022,36.0,0.5
9,0.933597621407334,36.0,0.5
0,0.9826530612244898,18.0,0.5
1,0.7823788546255507,18.0,0.5
2,0.9864341085271318,18.0,0.5
3,0.9851485148514851,18.0,0.5
4,0.9745417515274949,18.0,0.5
5,0.9192825112107623,18.0,0.5
6,0.9467640918580376,18.0,0.5
7,0.9056420233463035,18.0,0.5
8,0.9394250513347022,18.0,0.5
9,0.933597621407334,18.0,0.5
0,0.9826530612244898,9.0,0.5
1,0.7823788546255507,9.0,0.5
2,0.9864341085271318,9.0,0.5
3,0.9851485148514851,9.0,0.5
4,0.9745417515274949,9.0,0.5
5,0.9192825112107623,9.0,0.5
6,0.9467640918580376,9.0,0.5
7,0.9056420233463035,9.0,0.5
8,0.9394250513347022,9.0,0.5
9,0.933597621407334,9.0,0.5
0,0.9826530612244898,72.0,0.5
1,0.7823788546255507,72.0,0.5
2,0.9864341085271318,72.0,0.5
3,0.9851485148514851,72.0,0.5
4,0.9745417515274949,72.0,0.5
5,0.9192825112107623,72.0,0.5
6,0.9467640918580376,72.0,0.5
7,0.9056420233463035,72.0,0.5
8,0.9394250513347022,72.0,0.5
9,0.933597621407334,72.0,0.5
0,0.9826530612244898,63.0,0.5
1,0.7823788546255507,63.0,0.5
2,0.9864341085271318,63.0,0.5
3,0.9851485148514851,63.0,0.5
0,0.9826530612244898,90.0,0.5
4,0.9745417515274949,63.0,0.5
1,0.7823788546255507,90.0,0.5
5,0.9192825112107623,63.0,0.5
2,0.9864341085271318,90.0,0.5
6,0.9467640918580376,63.0,0.5
3,0.9851485148514851,90.0,0.5
7,0.9056420233463035,63.0,0.5
4,0.9745417515274949,90.0,0.5
8,0.9394250513347022,63.0,0.5
5,0.9192825112107623,90.0,0.5
9,0.933597621407334,63.0,0.5
6,0.9467640918580376,90.0,0.5
7,0.9056420233463035,90.0,0.5
8,0.9394250513347022,90.0,0.5
9,0.933597621407334,90.0,0.5
0,0.9826530612244898,81.0,0.5
1,0.7823788546255507,81.0,0.5
2,0.9864341085271318,81.0,0.5
3,0.9851485148514851,81.0,0.5
4,0.9745417515274949,81.0,0.5
5,0.9192825112107623,81.0,0.5
6,0.9467640918580376,81.0,0.5
7,0.9056420233463035,81.0,0.5
8,0.9394250513347022,81.0,0.5
9,0.933597621407334,81.0,0.5
0,0.9826530612244898,54.0,0.5
1,0.7823788546255507,54.0,0.5
2,0.9864341085271318,54.0,0.5
3,0.9851485148514851,54.0,0.5
4,0.9745417515274949,54.0,0.5
5,0.9192825112107623,54.0,0.5
6,0.9467640918580376,54.0,0.5
7,0.9056420233463035,54.0,0.5
8,0.9394250513347022,54.0,0.5
9,0.933597621407334,54.0,0.5
0,0.9826530612244898,45.0,0.5
1,0.7823788546255507,45.0,0.5
2,0.9864341085271318,45.0,0.5
3,0.9851485148514851,45.0,0.5
4,0.9745417515274949,45.0,0.5
5,0.9192825112107623,45.0,0.5
6,0.9467640918580376,45.0,0.5
7,0.9056420233463035,45.0,0.5
8,0.9394250513347022,45.0,0.5
9,0.933597621407334,45.0,0.5
0,0.9826530612244898,100.0,0.5
1,0.7823788546255507,100.0,0.5
2,0.9864341085271318,100.0,0.5
3,0.9851485148514851,100.0,0.5
4,0.9745417515274949,100.0,0.5
5,0.9192825112107623,100.0,0.5
6,0.9467640918580376,100.0,0.5
7,0.9056420233463035,100.0,0.5
8,0.9394250513347022,100.0,0.5
9,0.933597621407334,100.0,0.5
0,0.9826530612244898,90.0,0.5
1,0.7823788546255507,90.0,0.5
2,0.9864341085271318,90.0,0.5
3,0.9851485148514851,90.0,0.5
4,0.9745417515274949,90.0,0.5
5,0.9192825112107623,90.0,0.5
6,0.9467640918580376,90.0,0.5
7,0.9056420233463035,90.0,0.5
8,0.9394250513347022,90.0,0.5
9,0.933597621407334,90.0,0.5
0,0.9826530612244898,50.0,0.5
1,0.7823788546255507,50.0,0.5
2,0.9864341085271318,50.0,0.5
3,0.9851485148514851,50.0,0.5
4,0.9745417515274949,50.0,0.5
5,0.9192825112107623,50.0,0.5
6,0.9467640918580376,50.0,0.5
7,0.9056420233463035,50.0,0.5
8,0.9394250513347022,50.0,0.5
9,0.933597621407334,50.0,0.5
0,0.9826530612244898,70.0,0.5
1,0.7823788546255507,70.0,0.5
2,0.9864341085271318,70.0,0.5
3,0.9851485148514851,70.0,0.5
4,0.9745417515274949,70.0,0.5
5,0.9192825112107623,70.0,0.5
6,0.9467640918580376,70.0,0.5
7,0.9056420233463035,70.0,0.5
8,0.9394250513347022,70.0,0.5
9,0.933597621407334,70.0,0.5
0,0.9826530612244898,40.0,0.5
1,0.7823788546255507,40.0,0.5
2,0.9864341085271318,40.0,0.5
3,0.9851485148514851,40.0,0.5
4,0.9745417515274949,40.0,0.5
5,0.9192825112107623,40.0,0.5
6,0.9467640918580376,40.0,0.5
7,0.9056420233463035,40.0,0.5
8,0.9394250513347022,40.0,0.5
9,0.933597621407334,40.0,0.5
0,0.9826530612244898,60.0,0.5
1,0.7823788546255507,60.0,0.5
2,0.9864341085271318,60.0,0.5
3,0.9851485148514851,60.0,0.5
4,0.9745417515274949,60.0,0.5
5,0.9192825112107623,60.0,0.5
6,0.9467640918580376,60.0,0.5
7,0.9056420233463035,60.0,0.5
8,0.9394250513347022,60.0,0.5
9,0.933597621407334,60.0,0.5
0,0.9826530612244898,30.0,0.5
1,0.7823788546255507,30.0,0.5
2,0.9864341085271318,30.0,0.5
3,0.9851485148514851,30.0,0.5
4,0.9745417515274949,30.0,0.5
5,0.9192825112107623,30.0,0.5
6,0.9467640918580376,30.0,0.5
7,0.9056420233463035,30.0,0.5
8,0.9394250513347022,30.0,0.5
9,0.933597621407334,30.0,0.5
0,0.9826530612244898,20.0,0.5
1,0.7823788546255507,20.0,0.5
2,0.9864341085271318,20.0,0.5
3,0.9851485148514851,20.0,0.5
4,0.9745417515274949,20.0,0.5
5,0.9192825112107623,20.0,0.5
6,0.9467640918580376,20.0,0.5
7,0.9056420233463035,20.0,0.5
8,0.9394250513347022,20.0,0.5
9,0.933597621407334,20.0,0.5
0,0.9826530612244898,10.0,0.5
1,0.7823788546255507,10.0,0.5
2,0.9864341085271318,10.0,0.5
3,0.9851485148514851,10.0,0.5
4,0.9745417515274949,10.0,0.5
5,0.9192825112107623,10.0,0.5
