model_name,iteration,accuracy,precision,recall,f1,steps,batch_size
lenet5_batchNorm1,19,0.7142857142857143,0.721883498112988,0.6860976290154135,0.6659565705922191,10,32
lenet5_batchNorm1,3,0.7259316770186336,0.7403534276661468,0.6930393732772059,0.6779567894730437,10,32
lenet5_batchNorm1,20,0.718944099378882,0.7287289953661472,0.6878304847368943,0.6695488018349668,10,32
lenet5_batchNorm1,18,0.7204968944099379,0.7375702012214905,0.6910667025606919,0.6736611795412037,10,32
lenet5_batchNorm1,5,0.718944099378882,0.7305620403884513,0.6862232033234498,0.6691953542580567,10,32
lenet5_batchNorm1,12,0.7127329192546584,0.7173986034978794,0.6853208539603666,0.6652303358192961,10,32
lenet5_batchNorm1,11,0.7142857142857143,0.7219642738307765,0.6844432651349647,0.6638170303809019,10,32
lenet5_batchNorm1,4,0.7096273291925466,0.7254944822690808,0.6820406239040946,0.6625137287986727,10,32
lenet5_batchNorm1,1,0.7158385093167702,0.72777648975996,0.6844317401863214,0.664663989004776,10,32
lenet5_batchNorm1,7,0.718167701863354,0.7290775097068519,0.6887045514615672,0.6704983402619079,10,32
lenet5_batchNorm1,16,0.7142857142857143,0.7225653354437558,0.6830883522407813,0.6627842718488399,10,32
lenet5_batchNorm1,10,0.7158385093167702,0.7253817886693679,0.684952397664925,0.6666553470897277,10,32
lenet5_batchNorm1,13,0.7243788819875776,0.7400682382589099,0.6905736370990421,0.6713943949206946,10,32
lenet5_batchNorm1,14,0.7158385093167702,0.7228730310713948,0.6826029980421867,0.6614696890284621,10,32
lenet5_batchNorm1,9,0.7127329192546584,0.7243916596511525,0.6826432338554269,0.6634971508732104,10,32
lenet5_batchNorm1,15,0.7166149068322981,0.7309353849662198,0.6872000555836135,0.6700386823992772,10,32
lenet5_batchNorm1,8,0.7204968944099379,0.7271580010570109,0.6874421092524814,0.6712180711323344,10,32
lenet5_batchNorm1,6,0.7135093167701864,0.7277696820110748,0.684302331001706,0.6647616428565339,10,32
lenet5_batchNorm1,17,0.718167701863354,0.7342997306839651,0.6874242295280232,0.6675353742038788,10,32
lenet5_batchNorm1,2,0.7096273291925466,0.7214675427698299,0.6770952393628782,0.656832964941302,10,32
lenet5_batchNorm1,22,0.7204968944099379,0.7312218539813605,0.6903744210686008,0.6738148745549,10,32
lenet5_batchNorm1,38,0.718167701863354,0.7271684270437464,0.687334621595519,0.6691322203432708,10,32
lenet5_batchNorm1,35,0.7127329192546584,0.7302799960276092,0.6811862650242175,0.660984404450672,10,32
lenet5_batchNorm1,36,0.7166149068322981,0.7256262277097811,0.6845359428620725,0.6664189206221071,10,32
lenet5_batchNorm1,27,0.7220496894409938,0.7368886397927956,0.691952062624108,0.6736305188421425,10,32
lenet5_batchNorm1,31,0.7204968944099379,0.7310742137590075,0.6887183042287305,0.6702571898177269,10,32
lenet5_batchNorm1,29,0.7158385093167702,0.7270351336833916,0.6861352075403108,0.6666690987396187,10,32
lenet5_batchNorm1,40,0.7204968944099379,0.7315387944133034,0.6876741767711302,0.6705800289786028,10,32
lenet5_batchNorm1,21,0.718167701863354,0.7287693012412191,0.6880973952376335,0.6675676406258717,10,32
lenet5_batchNorm1,28,0.7158385093167702,0.7272471374629139,0.6836518207149199,0.6647051993148294,10,32
lenet5_batchNorm1,34,0.718167701863354,0.7331182724873055,0.688738713558626,0.6712015134048075,10,32
lenet5_batchNorm1,24,0.7119565217391305,0.7205446150320824,0.6807699410792574,0.6604218755161468,10,32
lenet5_batchNorm1,39,0.7104037267080745,0.7284362734415019,0.6824585374509657,0.6653536440631969,10,32
lenet5_batchNorm1,26,0.717391304347826,0.7269570827841371,0.6859799802244285,0.6658691285423438,10,32
lenet5_batchNorm1,30,0.7150621118012422,0.7276763822001067,0.686818738870889,0.6670536562254041,10,32
lenet5_batchNorm1,25,0.7166149068322981,0.7241289490939546,0.6849475928334441,0.6642769393067568,10,32
lenet5_batchNorm1,23,0.7142857142857143,0.7279075600955708,0.6824412725374247,0.666788122437725,10,32
lenet5_batchNorm1,32,0.717391304347826,0.7302056209919192,0.6872226144337742,0.6685436551708702,10,32
lenet5_batchNorm1,33,0.7236024844720497,0.7424473153568962,0.6925388944331281,0.6766824930730284,10,32
lenet5_batchNorm1,37,0.7150621118012422,0.7231313311572483,0.6857965464914211,0.6676206379753032,10,32
lenet5_batchNorm1,45,0.7228260869565217,0.733609173606042,0.6910827571844276,0.6734318414766698,10,32
lenet5_batchNorm1,47,0.717391304347826,0.7302714421799945,0.6847797315678178,0.66630201277289,10,32
lenet5_batchNorm1,50,0.718167701863354,0.7353379178647964,0.6870788618746617,0.6712510822942854,10,32
lenet5_batchNorm1,58,0.7142857142857143,0.7300179262337803,0.6837845225757042,0.6641878427484996,10,32
lenet5_batchNorm1,43,0.7104037267080745,0.7142383550264519,0.6800780350025147,0.6589464364066585,10,32
lenet5_batchNorm1,44,0.718944099378882,0.7278229398403366,0.6868479714993865,0.6684207752176186,10,32
lenet5_batchNorm1,60,0.7142857142857143,0.727287664587723,0.6854162116886771,0.6659869664591903,10,32
lenet5_batchNorm1,53,0.7150621118012422,0.7232993633869758,0.6855925717702266,0.6649624577730816,10,32
lenet5_batchNorm1,41,0.718167701863354,0.7318874275704383,0.6870213099484788,0.6675191779530851,10,32
lenet5_batchNorm1,49,0.7220496894409938,0.7345747940007534,0.6920178377304447,0.675118507763931,10,32
lenet5_batchNorm1,56,0.71972049689441,0.7315647854354552,0.6899185220026575,0.6709753624715382,10,32
lenet5_batchNorm1,51,0.7220496894409938,0.734016404673538,0.6936833724281779,0.6749841617438852,10,32
lenet5_batchNorm1,52,0.7204968944099379,0.7289892705339932,0.6886717854949376,0.6691960639705068,10,32
lenet5_batchNorm1,46,0.7166149068322981,0.7300627721340375,0.6855927646127161,0.6675390301818195,10,32
lenet5_batchNorm1,59,0.7135093167701864,0.7301298503467758,0.686712706025004,0.6661615802142344,10,32
lenet5_batchNorm1,48,0.7142857142857143,0.7167421596560264,0.6844307448048912,0.6647314016219592,10,32
lenet5_batchNorm1,55,0.7204968944099379,0.735531976170603,0.6898144130388577,0.6706401936553712,10,32
lenet5_batchNorm1,42,0.718167701863354,0.7283515332501819,0.6865931275235849,0.6659837223443479,10,32
lenet5_batchNorm1,57,0.7212732919254659,0.7307708286866434,0.6936167024724254,0.6743714408479978,10,32
lenet5_batchNorm1,54,0.7158385093167702,0.7281557768078482,0.6867815415924985,0.6672817966882468,10,32
lenet5_batchNorm1,80,0.71972049689441,0.7329726360845739,0.6898609370856554,0.6698891828233352,10,32
lenet5_batchNorm1,71,0.7119565217391305,0.7261395396056808,0.6829684806539478,0.6641393785986874,10,32
lenet5_batchNorm1,78,0.7158385093167702,0.7297792611876073,0.6836251283448219,0.664524108685376,10,32
lenet5_batchNorm1,74,0.7228260869565217,0.7320469033977497,0.6934589862529175,0.6740509281276815,10,32
lenet5_batchNorm1,70,0.7220496894409938,0.7310973553721959,0.695358660694665,0.6748132434872174,10,32
lenet5_batchNorm1,73,0.7228260869565217,0.7312544799184073,0.6901876504088065,0.6717993337543138,10,32
lenet5_batchNorm1,63,0.7204968944099379,0.73581199251877,0.6892013570896278,0.6725781078024442,10,32
lenet5_batchNorm1,64,0.7135093167701864,0.7229530801639312,0.6836925056318844,0.6651635952157835,10,32
lenet5_batchNorm1,61,0.718944099378882,0.7350491606908084,0.6907426399549127,0.6722865252407939,10,32
