model_name,iteration,class_label,accuracy
LeNet5_base,23,5,0.7767857142857143
LeNet5_base,23,3,0.7716535433070866
LeNet5_base,23,6,0.2826086956521739
LeNet5_base,23,8,0.6153846153846154
LeNet5_base,23,9,0.25301204819277107
LeNet5_base,27,1,0.6069182389937107
LeNet5_base,27,5,0.7767857142857143
LeNet5_base,27,4,0.8833333333333333
LeNet5_base,27,2,0.6463414634146342
LeNet5_base,27,7,0.42452830188679247
LeNet5_base,27,0,0.7386363636363636
LeNet5_base,27,8,0.6153846153846154
LeNet5_base,27,6,0.2826086956521739
LeNet5_base,27,3,0.7716535433070866
LeNet5_base,27,9,0.25301204819277107
LeNet5_base,25,3,0.7716535433070866
LeNet5_base,25,1,0.6069182389937107
LeNet5_base,25,8,0.6153846153846154
LeNet5_base,25,4,0.8833333333333333
LeNet5_base,25,2,0.6463414634146342
LeNet5_base,25,7,0.42452830188679247
LeNet5_base,25,5,0.7767857142857143
LeNet5_base,25,6,0.2826086956521739
LeNet5_base,25,0,0.7386363636363636
LeNet5_base,25,9,0.25301204819277107
LeNet5_base,38,1,0.6069182389937107
LeNet5_base,38,2,0.6463414634146342
LeNet5_base,38,5,0.7767857142857143
LeNet5_base,38,4,0.8833333333333333
LeNet5_base,38,3,0.7716535433070866
LeNet5_base,38,8,0.6153846153846154
LeNet5_base,38,7,0.42452830188679247
LeNet5_base,38,6,0.2826086956521739
LeNet5_base,38,0,0.7386363636363636
LeNet5_base,38,9,0.25301204819277107
LeNet5_base,26,1,0.6069182389937107
LeNet5_base,26,5,0.7767857142857143
LeNet5_base,26,3,0.7716535433070866
LeNet5_base,26,4,0.8833333333333333
LeNet5_base,26,2,0.6463414634146342
LeNet5_base,26,0,0.7386363636363636
LeNet5_base,26,8,0.6153846153846154
LeNet5_base,26,6,0.2826086956521739
LeNet5_base,26,7,0.42452830188679247
LeNet5_base,26,9,0.25301204819277107
LeNet5_base,22,3,0.7716535433070866
LeNet5_base,40,5,0.7767857142857143
LeNet5_base,22,0,0.7386363636363636
LeNet5_base,40,2,0.6463414634146342
LeNet5_base,22,4,0.8833333333333333
LeNet5_base,22,1,0.6069182389937107
LeNet5_base,40,1,0.6069182389937107
LeNet5_base,40,8,0.6153846153846154
LeNet5_base,40,4,0.8833333333333333
LeNet5_base,22,5,0.7767857142857143
LeNet5_base,40,3,0.7716535433070866
LeNet5_base,22,7,0.42452830188679247
LeNet5_base,22,8,0.6153846153846154
LeNet5_base,40,9,0.25301204819277107
LeNet5_base,40,6,0.2826086956521739
LeNet5_base,22,2,0.6463414634146342
LeNet5_base,40,7,0.42452830188679247
LeNet5_base,22,9,0.25301204819277107
LeNet5_base,40,0,0.7386363636363636
LeNet5_base,22,6,0.2826086956521739
LeNet5_base,28,5,0.7767857142857143
LeNet5_base,28,1,0.6069182389937107
LeNet5_base,28,4,0.8833333333333333
LeNet5_base,28,8,0.6153846153846154
LeNet5_base,28,2,0.6463414634146342
LeNet5_base,28,6,0.2826086956521739
LeNet5_base,28,7,0.42452830188679247
LeNet5_base,28,3,0.7716535433070866
LeNet5_base,28,0,0.7386363636363636
LeNet5_base,28,9,0.25301204819277107
LeNet5_base,33,8,0.6153846153846154
LeNet5_base,33,7,0.42452830188679247
LeNet5_base,33,4,0.8833333333333333
LeNet5_base,33,1,0.6069182389937107
LeNet5_base,33,0,0.7386363636363636
LeNet5_base,33,2,0.6463414634146342
LeNet5_base,33,6,0.2826086956521739
LeNet5_base,33,3,0.7716535433070866
LeNet5_base,33,9,0.25301204819277107
LeNet5_base,33,5,0.7767857142857143
LeNet5_base,35,0,0.7386363636363636
LeNet5_base,35,2,0.6463414634146342
LeNet5_base,35,1,0.6069182389937107
LeNet5_base,35,4,0.8833333333333333
LeNet5_base,35,3,0.7716535433070866
LeNet5_base,35,5,0.7767857142857143
LeNet5_base,35,8,0.6153846153846154
LeNet5_base,35,6,0.2826086956521739
LeNet5_base,35,7,0.42452830188679247
LeNet5_base,35,9,0.25301204819277107
LeNet5_base,39,1,0.6069182389937107
LeNet5_base,39,3,0.7716535433070866
LeNet5_base,39,2,0.6463414634146342
LeNet5_base,39,7,0.42452830188679247
LeNet5_base,39,6,0.2826086956521739
LeNet5_base,39,4,0.8833333333333333
LeNet5_base,39,0,0.7386363636363636
LeNet5_base,39,8,0.6153846153846154
LeNet5_base,39,5,0.7767857142857143
LeNet5_base,39,9,0.25301204819277107
LeNet5_base,24,8,0.6153846153846154
LeNet5_base,24,1,0.6069182389937107
LeNet5_base,24,5,0.7767857142857143
LeNet5_base,24,6,0.2826086956521739
LeNet5_base,24,3,0.7716535433070866
LeNet5_base,24,7,0.42452830188679247
LeNet5_base,24,0,0.7386363636363636
LeNet5_base,24,2,0.6463414634146342
LeNet5_base,24,4,0.8833333333333333
LeNet5_base,24,9,0.25301204819277107
LeNet5_base,29,8,0.6153846153846154
LeNet5_base,29,1,0.6069182389937107
LeNet5_base,29,2,0.6463414634146342
LeNet5_base,29,0,0.7386363636363636
LeNet5_base,29,7,0.42452830188679247
LeNet5_base,29,3,0.7716535433070866
LeNet5_base,29,4,0.8833333333333333
LeNet5_base,29,5,0.7767857142857143
LeNet5_base,29,9,0.25301204819277107
LeNet5_base,29,6,0.2826086956521739
LeNet5_base,36,6,0.2826086956521739
LeNet5_base,36,2,0.6463414634146342
LeNet5_base,36,5,0.7767857142857143
LeNet5_base,36,1,0.6069182389937107
LeNet5_base,36,4,0.8833333333333333
LeNet5_base,36,3,0.7716535433070866
LeNet5_base,36,0,0.7386363636363636
LeNet5_base,36,7,0.42452830188679247
LeNet5_base,36,8,0.6153846153846154
LeNet5_base,36,9,0.25301204819277107
LeNet5_base,32,2,0.6463414634146342
LeNet5_base,32,5,0.7767857142857143
LeNet5_base,32,1,0.6069182389937107
LeNet5_base,32,4,0.8833333333333333
LeNet5_base,32,0,0.7386363636363636
LeNet5_base,32,7,0.42452830188679247
LeNet5_base,32,3,0.7716535433070866
LeNet5_base,32,8,0.6153846153846154
LeNet5_base,32,6,0.2826086956521739
LeNet5_base,32,9,0.25301204819277107
LeNet5_base,21,1,0.6069182389937107
LeNet5_base,21,7,0.42452830188679247
LeNet5_base,21,2,0.6463414634146342
LeNet5_base,21,3,0.7716535433070866
LeNet5_base,37,0,0.7386363636363636
LeNet5_base,21,5,0.7767857142857143
LeNet5_base,21,4,0.8833333333333333
LeNet5_base,37,8,0.6153846153846154
LeNet5_base,37,7,0.42452830188679247
LeNet5_base,21,0,0.7386363636363636
LeNet5_base,37,1,0.6069182389937107
LeNet5_base,21,8,0.6153846153846154
LeNet5_base,37,4,0.8833333333333333
LeNet5_base,21,6,0.2826086956521739
LeNet5_base,37,5,0.7767857142857143
LeNet5_base,37,3,0.7716535433070866
LeNet5_base,21,9,0.25301204819277107
LeNet5_base,37,2,0.6463414634146342
LeNet5_base,37,9,0.25301204819277107
LeNet5_base,37,6,0.2826086956521739
LeNet5_base,34,5,0.7767857142857143
LeNet5_base,34,4,0.8833333333333333
LeNet5_base,34,2,0.6463414634146342
LeNet5_base,34,7,0.42452830188679247
LeNet5_base,34,1,0.6069182389937107
LeNet5_base,34,0,0.7386363636363636
LeNet5_base,34,8,0.6153846153846154
LeNet5_base,34,3,0.7716535433070866
LeNet5_base,34,6,0.2826086956521739
LeNet5_base,34,9,0.25301204819277107
LeNet5_base,48,3,0.7716535433070866
LeNet5_base,48,2,0.6463414634146342
LeNet5_base,48,1,0.6069182389937107
LeNet5_base,48,5,0.7767857142857143
LeNet5_base,48,4,0.8833333333333333
LeNet5_base,48,8,0.6153846153846154
LeNet5_base,48,0,0.7386363636363636
LeNet5_base,48,7,0.42452830188679247
LeNet5_base,48,9,0.25301204819277107
LeNet5_base,48,6,0.2826086956521739
LeNet5_base,51,7,0.42452830188679247
LeNet5_base,51,1,0.6069182389937107
LeNet5_base,51,2,0.6463414634146342
LeNet5_base,51,4,0.8833333333333333
LeNet5_base,51,5,0.7767857142857143
LeNet5_base,51,3,0.7716535433070866
LeNet5_base,51,0,0.7386363636363636
LeNet5_base,51,8,0.6153846153846154
LeNet5_base,51,9,0.25301204819277107
LeNet5_base,51,6,0.2826086956521739
LeNet5_base,59,5,0.7767857142857143
LeNet5_base,59,0,0.7386363636363636
LeNet5_base,59,4,0.8833333333333333
LeNet5_base,59,1,0.6069182389937107
LeNet5_base,59,3,0.7716535433070866
LeNet5_base,59,7,0.42452830188679247
LeNet5_base,59,6,0.2826086956521739
LeNet5_base,59,2,0.6463414634146342
LeNet5_base,59,9,0.25301204819277107
LeNet5_base,59,8,0.6153846153846154
LeNet5_base,45,3,0.7716535433070866
LeNet5_base,45,4,0.8833333333333333
LeNet5_base,45,8,0.6153846153846154
LeNet5_base,45,2,0.6463414634146342
LeNet5_base,45,0,0.7386363636363636
LeNet5_base,45,6,0.2826086956521739
LeNet5_base,45,5,0.7767857142857143
LeNet5_base,45,1,0.6069182389937107
LeNet5_base,45,9,0.25301204819277107
LeNet5_base,45,7,0.42452830188679247
LeNet5_base,43,8,0.6153846153846154
LeNet5_base,43,7,0.42452830188679247
LeNet5_base,43,0,0.7386363636363636
LeNet5_base,43,3,0.7716535433070866
LeNet5_base,43,1,0.6069182389937107
LeNet5_base,43,5,0.7767857142857143
LeNet5_base,43,4,0.8833333333333333
LeNet5_base,43,2,0.6463414634146342
LeNet5_base,43,9,0.25301204819277107
LeNet5_base,43,6,0.2826086956521739
LeNet5_base,41,7,0.42452830188679247
LeNet5_base,41,1,0.6069182389937107
LeNet5_base,41,5,0.7767857142857143
LeNet5_base,41,8,0.6153846153846154
LeNet5_base,41,2,0.6463414634146342
LeNet5_base,41,6,0.2826086956521739
LeNet5_base,41,0,0.7386363636363636
LeNet5_base,41,3,0.7716535433070866
LeNet5_base,41,4,0.8833333333333333
LeNet5_base,41,9,0.25301204819277107
LeNet5_base,60,5,0.7767857142857143
LeNet5_base,60,8,0.6153846153846154
LeNet5_base,60,3,0.7716535433070866
LeNet5_base,60,7,0.42452830188679247
LeNet5_base,60,4,0.8833333333333333
LeNet5_base,60,1,0.6069182389937107
LeNet5_base,60,0,0.7386363636363636
LeNet5_base,60,9,0.25301204819277107
LeNet5_base,60,6,0.2826086956521739
LeNet5_base,60,2,0.6463414634146342
LeNet5_base,52,7,0.42452830188679247
LeNet5_base,52,3,0.7716535433070866
LeNet5_base,52,1,0.6069182389937107
LeNet5_base,52,6,0.2826086956521739
LeNet5_base,52,2,0.6463414634146342
LeNet5_base,52,4,0.8833333333333333
LeNet5_base,52,5,0.7767857142857143
LeNet5_base,52,8,0.6153846153846154
LeNet5_base,52,0,0.7386363636363636
LeNet5_base,52,9,0.25301204819277107
LeNet5_base,50,2,0.6463414634146342
LeNet5_base,50,7,0.42452830188679247
LeNet5_base,50,4,0.8833333333333333
LeNet5_base,50,1,0.6069182389937107
LeNet5_base,50,8,0.6153846153846154
LeNet5_base,50,6,0.2826086956521739
LeNet5_base,50,0,0.7386363636363636
LeNet5_base,50,5,0.7767857142857143
LeNet5_base,50,9,0.25301204819277107
LeNet5_base,50,3,0.7716535433070866
LeNet5_base,46,0,0.7386363636363636
LeNet5_base,46,3,0.7716535433070866
LeNet5_base,46,1,0.6069182389937107
LeNet5_base,46,8,0.6153846153846154
LeNet5_base,46,4,0.8833333333333333
LeNet5_base,46,2,0.6463414634146342
LeNet5_base,46,9,0.25301204819277107
LeNet5_base,46,5,0.7767857142857143
LeNet5_base,46,7,0.42452830188679247
LeNet5_base,46,6,0.2826086956521739
LeNet5_base,49,2,0.6463414634146342
LeNet5_base,49,1,0.6069182389937107
LeNet5_base,54,4,0.8833333333333333
LeNet5_base,54,7,0.42452830188679247
LeNet5_base,49,5,0.7767857142857143
LeNet5_base,54,1,0.6069182389937107
LeNet5_base,49,3,0.7716535433070866
LeNet5_base,54,8,0.6153846153846154
LeNet5_base,49,4,0.8833333333333333
LeNet5_base,54,3,0.7716535433070866
LeNet5_base,54,5,0.7767857142857143
LeNet5_base,49,7,0.42452830188679247
LeNet5_base,54,9,0.25301204819277107
LeNet5_base,49,8,0.6153846153846154
LeNet5_base,54,2,0.6463414634146342
LeNet5_base,49,0,0.7386363636363636
LeNet5_base,54,6,0.2826086956521739
LeNet5_base,54,0,0.7386363636363636
LeNet5_base,49,6,0.2826086956521739
LeNet5_base,49,9,0.25301204819277107
LeNet5_base,56,5,0.7767857142857143
LeNet5_base,56,0,0.7386363636363636
LeNet5_base,56,1,0.6069182389937107
LeNet5_base,56,8,0.6153846153846154
LeNet5_base,56,4,0.8833333333333333
LeNet5_base,56,7,0.42452830188679247
LeNet5_base,56,3,0.7716535433070866
LeNet5_base,42,7,0.42452830188679247
LeNet5_base,56,2,0.6463414634146342
LeNet5_base,42,3,0.7716535433070866
LeNet5_base,42,5,0.7767857142857143
LeNet5_base,56,9,0.25301204819277107
LeNet5_base,42,9,0.25301204819277107
LeNet5_base,56,6,0.2826086956521739
LeNet5_base,42,2,0.6463414634146342
LeNet5_base,42,1,0.6069182389937107
LeNet5_base,42,4,0.8833333333333333
LeNet5_base,42,6,0.2826086956521739
LeNet5_base,42,0,0.7386363636363636
LeNet5_base,57,6,0.2826086956521739
LeNet5_base,42,8,0.6153846153846154
LeNet5_base,57,4,0.8833333333333333
LeNet5_base,57,5,0.7767857142857143
LeNet5_base,57,2,0.6463414634146342
LeNet5_base,57,1,0.6069182389937107
LeNet5_base,57,3,0.7716535433070866
LeNet5_base,57,0,0.7386363636363636
LeNet5_base,57,8,0.6153846153846154
LeNet5_base,57,7,0.42452830188679247
LeNet5_base,53,7,0.42452830188679247
LeNet5_base,57,9,0.25301204819277107
LeNet5_base,53,1,0.6069182389937107
LeNet5_base,53,8,0.6153846153846154
LeNet5_base,53,0,0.7386363636363636
LeNet5_base,44,5,0.7767857142857143
LeNet5_base,53,5,0.7767857142857143
LeNet5_base,53,2,0.6463414634146342
LeNet5_base,44,0,0.7386363636363636
LeNet5_base,44,1,0.6069182389937107
LeNet5_base,53,4,0.8833333333333333
LeNet5_base,44,4,0.8833333333333333
LeNet5_base,53,3,0.7716535433070866
LeNet5_base,53,6,0.2826086956521739
LeNet5_base,44,8,0.6153846153846154
LeNet5_base,44,2,0.6463414634146342
LeNet5_base,53,9,0.25301204819277107
LeNet5_base,44,7,0.42452830188679247
LeNet5_base,44,3,0.7716535433070866
LeNet5_base,44,9,0.25301204819277107
LeNet5_base,44,6,0.2826086956521739
LeNet5_base,55,1,0.6069182389937107
LeNet5_base,55,2,0.6463414634146342
LeNet5_base,47,0,0.7386363636363636
LeNet5_base,47,1,0.6069182389937107
LeNet5_base,55,7,0.42452830188679247
LeNet5_base,47,2,0.6463414634146342
LeNet5_base,55,4,0.8833333333333333
LeNet5_base,55,5,0.7767857142857143
LeNet5_base,47,5,0.7767857142857143
LeNet5_base,47,4,0.8833333333333333
LeNet5_base,55,8,0.6153846153846154
LeNet5_base,47,8,0.6153846153846154
LeNet5_base,55,3,0.7716535433070866
LeNet5_base,47,7,0.42452830188679247
LeNet5_base,55,0,0.7386363636363636
LeNet5_base,47,3,0.7716535433070866
LeNet5_base,47,6,0.2826086956521739
LeNet5_base,55,9,0.25301204819277107
LeNet5_base,47,9,0.25301204819277107
LeNet5_base,55,6,0.2826086956521739
LeNet5_base,58,2,0.6463414634146342
LeNet5_base,58,1,0.6069182389937107
LeNet5_base,58,0,0.7386363636363636
LeNet5_base,58,4,0.8833333333333333
LeNet5_base,58,7,0.42452830188679247
LeNet5_base,58,9,0.25301204819277107
LeNet5_base,58,8,0.6153846153846154
LeNet5_base,58,5,0.7767857142857143
LeNet5_base,58,3,0.7716535433070866
LeNet5_base,58,6,0.2826086956521739
LeNet5_base,73,7,0.42452830188679247
LeNet5_base,73,2,0.6463414634146342
LeNet5_base,73,3,0.7716535433070866
LeNet5_base,73,5,0.7767857142857143
LeNet5_base,73,9,0.25301204819277107
LeNet5_base,73,1,0.6069182389937107
LeNet5_base,64,4,0.8833333333333333
LeNet5_base,64,2,0.6463414634146342
LeNet5_base,73,8,0.6153846153846154
LeNet5_base,64,1,0.6069182389937107
LeNet5_base,78,0,0.7386363636363636
LeNet5_base,64,5,0.7767857142857143
LeNet5_base,73,0,0.7386363636363636
LeNet5_base,64,0,0.7386363636363636
LeNet5_base,73,6,0.2826086956521739
LeNet5_base,78,6,0.2826086956521739
LeNet5_base,64,6,0.2826086956521739
LeNet5_base,73,4,0.8833333333333333
LeNet5_base,64,3,0.7716535433070866
LeNet5_base,78,1,0.6069182389937107
LeNet5_base,64,8,0.6153846153846154
LeNet5_base,78,8,0.6153846153846154
LeNet5_base,78,3,0.7716535433070866
LeNet5_base,64,9,0.25301204819277107
LeNet5_base,64,7,0.42452830188679247
LeNet5_base,78,2,0.6463414634146342
LeNet5_base,78,5,0.7767857142857143
LeNet5_base,78,7,0.42452830188679247
LeNet5_base,78,4,0.8833333333333333
LeNet5_base,78,9,0.25301204819277107
LeNet5_base,65,8,0.6153846153846154
LeNet5_base,65,9,0.25301204819277107
LeNet5_base,65,2,0.6463414634146342
LeNet5_base,65,4,0.8833333333333333
LeNet5_base,65,5,0.7767857142857143
LeNet5_base,65,3,0.7716535433070866
LeNet5_base,65,1,0.6069182389937107
LeNet5_base,65,7,0.42452830188679247
LeNet5_base,65,0,0.7386363636363636
LeNet5_base,65,6,0.2826086956521739
LeNet5_base,62,7,0.42452830188679247
LeNet5_base,62,3,0.7716535433070866
LeNet5_base,62,2,0.6463414634146342
LeNet5_base,62,4,0.8833333333333333
LeNet5_base,62,6,0.2826086956521739
LeNet5_base,62,1,0.6069182389937107
LeNet5_base,62,8,0.6153846153846154
LeNet5_base,62,0,0.7386363636363636
LeNet5_base,62,5,0.7767857142857143
LeNet5_base,62,9,0.25301204819277107
LeNet5_base,74,8,0.6153846153846154
LeNet5_base,74,2,0.6463414634146342
LeNet5_base,72,3,0.7716535433070866
LeNet5_base,74,4,0.8833333333333333
LeNet5_base,72,6,0.2826086956521739
LeNet5_base,74,1,0.6069182389937107
LeNet5_base,72,5,0.7767857142857143
LeNet5_base,72,1,0.6069182389937107
LeNet5_base,74,9,0.25301204819277107
LeNet5_base,74,5,0.7767857142857143
LeNet5_base,72,4,0.8833333333333333
LeNet5_base,74,3,0.7716535433070866
LeNet5_base,72,7,0.42452830188679247
LeNet5_base,72,2,0.6463414634146342
