model_name,iteration,class_label,accuracy
LeNet5_base,74,7,0.42452830188679247
LeNet5_base,72,8,0.6153846153846154
LeNet5_base,74,0,0.7386363636363636
LeNet5_base,72,0,0.7386363636363636
LeNet5_base,74,6,0.2826086956521739
LeNet5_base,72,9,0.25301204819277107
LeNet5_base,67,3,0.7716535433070866
LeNet5_base,67,4,0.8833333333333333
LeNet5_base,67,1,0.6069182389937107
LeNet5_base,67,6,0.2826086956521739
LeNet5_base,67,2,0.6463414634146342
LeNet5_base,67,5,0.7767857142857143
LeNet5_base,67,0,0.7386363636363636
LeNet5_base,67,9,0.25301204819277107
LeNet5_base,67,7,0.42452830188679247
LeNet5_base,67,8,0.6153846153846154
LeNet5_base,68,0,0.7386363636363636
LeNet5_base,68,2,0.6463414634146342
LeNet5_base,68,3,0.7716535433070866
LeNet5_base,68,5,0.7767857142857143
LeNet5_base,68,7,0.42452830188679247
LeNet5_base,68,1,0.6069182389937107
LeNet5_base,68,8,0.6153846153846154
LeNet5_base,68,4,0.8833333333333333
LeNet5_base,68,6,0.2826086956521739
LeNet5_base,68,9,0.25301204819277107
LeNet5_base,79,1,0.6069182389937107
LeNet5_base,77,9,0.25301204819277107
LeNet5_base,79,3,0.7716535433070866
LeNet5_base,79,5,0.7767857142857143
LeNet5_base,77,2,0.6463414634146342
LeNet5_base,79,4,0.8833333333333333
LeNet5_base,77,5,0.7767857142857143
LeNet5_base,79,0,0.7386363636363636
LeNet5_base,79,7,0.42452830188679247
LeNet5_base,77,0,0.7386363636363636
LeNet5_base,79,2,0.6463414634146342
LeNet5_base,79,8,0.6153846153846154
LeNet5_base,79,9,0.25301204819277107
LeNet5_base,77,3,0.7716535433070866
LeNet5_base,77,7,0.42452830188679247
LeNet5_base,79,6,0.2826086956521739
LeNet5_base,77,1,0.6069182389937107
LeNet5_base,77,8,0.6153846153846154
LeNet5_base,77,4,0.8833333333333333
LeNet5_base,77,6,0.2826086956521739
LeNet5_base,66,7,0.42452830188679247
LeNet5_base,66,4,0.8833333333333333
LeNet5_base,66,0,0.7386363636363636
LeNet5_base,66,2,0.6463414634146342
LeNet5_base,66,1,0.6069182389937107
LeNet5_base,66,3,0.7716535433070866
LeNet5_base,66,8,0.6153846153846154
LeNet5_base,66,6,0.2826086956521739
LeNet5_base,66,5,0.7767857142857143
LeNet5_base,66,9,0.25301204819277107
LeNet5_base,80,9,0.25301204819277107
LeNet5_base,75,9,0.25301204819277107
LeNet5_base,80,7,0.42452830188679247
LeNet5_base,75,4,0.8833333333333333
LeNet5_base,80,1,0.6069182389937107
LeNet5_base,75,5,0.7767857142857143
LeNet5_base,80,5,0.7767857142857143
LeNet5_base,80,8,0.6153846153846154
LeNet5_base,80,4,0.8833333333333333
LeNet5_base,80,3,0.7716535433070866
LeNet5_base,80,0,0.7386363636363636
LeNet5_base,80,6,0.2826086956521739
LeNet5_base,75,2,0.6463414634146342
LeNet5_base,75,1,0.6069182389937107
LeNet5_base,80,2,0.6463414634146342
LeNet5_base,75,3,0.7716535433070866
LeNet5_base,75,8,0.6153846153846154
LeNet5_base,75,7,0.42452830188679247
LeNet5_base,75,0,0.7386363636363636
LeNet5_base,75,6,0.2826086956521739
LeNet5_base,63,2,0.6463414634146342
LeNet5_base,63,7,0.42452830188679247
LeNet5_base,63,4,0.8833333333333333
LeNet5_base,63,8,0.6153846153846154
LeNet5_base,76,1,0.6069182389937107
LeNet5_base,63,3,0.7716535433070866
LeNet5_base,76,8,0.6153846153846154
LeNet5_base,63,1,0.6069182389937107
LeNet5_base,76,0,0.7386363636363636
LeNet5_base,63,6,0.2826086956521739
LeNet5_base,76,3,0.7716535433070866
LeNet5_base,63,5,0.7767857142857143
LeNet5_base,76,2,0.6463414634146342
LeNet5_base,63,0,0.7386363636363636
LeNet5_base,76,7,0.42452830188679247
LeNet5_base,63,9,0.25301204819277107
LeNet5_base,76,4,0.8833333333333333
LeNet5_base,76,5,0.7767857142857143
LeNet5_base,76,6,0.2826086956521739
LeNet5_base,70,2,0.6463414634146342
LeNet5_base,76,9,0.25301204819277107
LeNet5_base,70,1,0.6069182389937107
LeNet5_base,70,0,0.7386363636363636
LeNet5_base,70,3,0.7716535433070866
LeNet5_base,70,9,0.25301204819277107
LeNet5_base,70,4,0.8833333333333333
LeNet5_base,70,5,0.7767857142857143
LeNet5_base,70,6,0.2826086956521739
LeNet5_base,70,7,0.42452830188679247
LeNet5_base,70,8,0.6153846153846154
LeNet5_base,61,5,0.7767857142857143
LeNet5_base,61,1,0.6069182389937107
LeNet5_base,61,3,0.7716535433070866
LeNet5_base,61,6,0.2826086956521739
LeNet5_base,61,4,0.8833333333333333
LeNet5_base,61,2,0.6463414634146342
LeNet5_base,61,9,0.25301204819277107
LeNet5_base,61,8,0.6153846153846154
LeNet5_base,61,7,0.42452830188679247
LeNet5_base,61,0,0.7386363636363636
LeNet5_base,71,5,0.7767857142857143
LeNet5_base,71,2,0.6463414634146342
LeNet5_base,71,1,0.6069182389937107
LeNet5_base,71,8,0.6153846153846154
LeNet5_base,71,3,0.7716535433070866
LeNet5_base,71,0,0.7386363636363636
LeNet5_base,71,6,0.2826086956521739
LeNet5_base,71,7,0.42452830188679247
LeNet5_base,71,4,0.8833333333333333
LeNet5_base,71,9,0.25301204819277107
LeNet5_base,69,3,0.7716535433070866
LeNet5_base,69,8,0.6153846153846154
LeNet5_base,69,1,0.6069182389937107
LeNet5_base,69,9,0.25301204819277107
LeNet5_base,69,2,0.6463414634146342
LeNet5_base,69,4,0.8833333333333333
LeNet5_base,69,5,0.7767857142857143
LeNet5_base,69,0,0.7386363636363636
LeNet5_base,69,7,0.42452830188679247
LeNet5_base,69,6,0.2826086956521739
LeNet5_base,94,5,0.7767857142857143
LeNet5_base,94,6,0.2826086956521739
LeNet5_base,94,8,0.6153846153846154
LeNet5_base,94,2,0.6463414634146342
LeNet5_base,94,0,0.7386363636363636
LeNet5_base,94,1,0.6069182389937107
LeNet5_base,85,1,0.6069182389937107
LeNet5_base,94,4,0.8833333333333333
LeNet5_base,85,7,0.42452830188679247
LeNet5_base,94,9,0.25301204819277107
LeNet5_base,85,4,0.8833333333333333
LeNet5_base,94,7,0.42452830188679247
LeNet5_base,94,3,0.7716535433070866
LeNet5_base,85,2,0.6463414634146342
LeNet5_base,85,0,0.7386363636363636
LeNet5_base,85,3,0.7716535433070866
LeNet5_base,85,8,0.6153846153846154
LeNet5_base,85,5,0.7767857142857143
LeNet5_base,85,6,0.2826086956521739
LeNet5_base,85,9,0.25301204819277107
LeNet5_base,91,0,0.7386363636363636
LeNet5_base,91,4,0.8833333333333333
LeNet5_base,91,2,0.6463414634146342
LeNet5_base,91,3,0.7716535433070866
LeNet5_base,91,5,0.7767857142857143
LeNet5_base,91,6,0.2826086956521739
LeNet5_base,91,1,0.6069182389937107
LeNet5_base,91,8,0.6153846153846154
LeNet5_base,91,7,0.42452830188679247
LeNet5_base,91,9,0.25301204819277107
LeNet5_base,83,2,0.6463414634146342
LeNet5_base,83,8,0.6153846153846154
LeNet5_base,83,3,0.7716535433070866
LeNet5_base,83,1,0.6069182389937107
LeNet5_base,83,4,0.8833333333333333
LeNet5_base,83,5,0.7767857142857143
LeNet5_base,83,0,0.7386363636363636
LeNet5_base,83,6,0.2826086956521739
LeNet5_base,83,9,0.25301204819277107
LeNet5_base,83,7,0.42452830188679247
LeNet5_base,89,4,0.8833333333333333
LeNet5_base,89,3,0.7716535433070866
LeNet5_base,89,5,0.7767857142857143
LeNet5_base,89,7,0.42452830188679247
LeNet5_base,89,2,0.6463414634146342
LeNet5_base,89,0,0.7386363636363636
LeNet5_base,89,1,0.6069182389937107
LeNet5_base,89,8,0.6153846153846154
LeNet5_base,89,6,0.2826086956521739
LeNet5_base,89,9,0.25301204819277107
LeNet5_base,81,5,0.7767857142857143
LeNet5_base,81,1,0.6069182389937107
LeNet5_base,81,0,0.7386363636363636
LeNet5_base,81,6,0.2826086956521739
LeNet5_base,81,2,0.6463414634146342
LeNet5_base,81,4,0.8833333333333333
LeNet5_base,81,3,0.7716535433070866
LeNet5_base,81,8,0.6153846153846154
LeNet5_base,81,9,0.25301204819277107
LeNet5_base,81,7,0.42452830188679247
LeNet5_base,87,1,0.6069182389937107
LeNet5_base,87,0,0.7386363636363636
LeNet5_base,87,5,0.7767857142857143
LeNet5_base,87,8,0.6153846153846154
LeNet5_base,87,7,0.42452830188679247
LeNet5_base,87,3,0.7716535433070866
LeNet5_base,87,4,0.8833333333333333
LeNet5_base,87,2,0.6463414634146342
LeNet5_base,87,6,0.2826086956521739
LeNet5_base,87,9,0.25301204819277107
LeNet5_base,95,0,0.7386363636363636
LeNet5_base,95,3,0.7716535433070866
LeNet5_base,95,2,0.6463414634146342
LeNet5_base,95,1,0.6069182389937107
LeNet5_base,92,4,0.8833333333333333
LeNet5_base,95,8,0.6153846153846154
LeNet5_base,92,1,0.6069182389937107
LeNet5_base,95,6,0.2826086956521739
LeNet5_base,92,2,0.6463414634146342
LeNet5_base,95,4,0.8833333333333333
LeNet5_base,92,5,0.7767857142857143
LeNet5_base,92,6,0.2826086956521739
LeNet5_base,95,5,0.7767857142857143
LeNet5_base,92,3,0.7716535433070866
LeNet5_base,95,9,0.25301204819277107
LeNet5_base,92,9,0.25301204819277107
LeNet5_base,92,0,0.7386363636363636
LeNet5_base,95,7,0.42452830188679247
LeNet5_base,92,7,0.42452830188679247
LeNet5_base,92,8,0.6153846153846154
LeNet5_base,100,5,0.7767857142857143
LeNet5_base,88,2,0.6463414634146342
LeNet5_base,100,2,0.6463414634146342
LeNet5_base,88,4,0.8833333333333333
LeNet5_base,100,4,0.8833333333333333
LeNet5_base,88,6,0.2826086956521739
LeNet5_base,84,2,0.6463414634146342
LeNet5_base,88,1,0.6069182389937107
LeNet5_base,84,5,0.7767857142857143
LeNet5_base,100,9,0.25301204819277107
LeNet5_base,88,8,0.6153846153846154
LeNet5_base,84,3,0.7716535433070866
LeNet5_base,100,0,0.7386363636363636
LeNet5_base,84,7,0.42452830188679247
LeNet5_base,88,9,0.25301204819277107
LeNet5_base,100,7,0.42452830188679247
LeNet5_base,88,7,0.42452830188679247
LeNet5_base,84,4,0.8833333333333333
LeNet5_base,88,5,0.7767857142857143
LeNet5_base,100,3,0.7716535433070866
LeNet5_base,84,8,0.6153846153846154
LeNet5_base,88,3,0.7716535433070866
LeNet5_base,84,0,0.7386363636363636
LeNet5_base,88,0,0.7386363636363636
LeNet5_base,84,1,0.6069182389937107
LeNet5_base,84,6,0.2826086956521739
LeNet5_base,100,8,0.6153846153846154
LeNet5_base,84,9,0.25301204819277107
LeNet5_base,100,1,0.6069182389937107
LeNet5_base,100,6,0.2826086956521739
LeNet5_base,96,3,0.7716535433070866
LeNet5_base,96,4,0.8833333333333333
LeNet5_base,96,8,0.6153846153846154
LeNet5_base,96,2,0.6463414634146342
LeNet5_base,96,1,0.6069182389937107
LeNet5_base,96,0,0.7386363636363636
LeNet5_base,96,5,0.7767857142857143
LeNet5_base,96,6,0.2826086956521739
LeNet5_base,96,9,0.25301204819277107
LeNet5_base,96,7,0.42452830188679247
LeNet5_base,82,1,0.6069182389937107
LeNet5_base,99,6,0.2826086956521739
LeNet5_base,82,2,0.6463414634146342
LeNet5_base,82,4,0.8833333333333333
LeNet5_base,99,9,0.25301204819277107
LeNet5_base,99,0,0.7386363636363636
LeNet5_base,82,6,0.2826086956521739
LeNet5_base,99,5,0.7767857142857143
LeNet5_base,82,0,0.7386363636363636
LeNet5_base,99,1,0.6069182389937107
LeNet5_base,82,5,0.7767857142857143
LeNet5_base,82,8,0.6153846153846154
LeNet5_base,97,3,0.7716535433070866
LeNet5_base,99,4,0.8833333333333333
LeNet5_base,82,3,0.7716535433070866
LeNet5_base,97,0,0.7386363636363636
LeNet5_base,99,2,0.6463414634146342
LeNet5_base,97,2,0.6463414634146342
LeNet5_base,99,3,0.7716535433070866
LeNet5_base,82,7,0.42452830188679247
LeNet5_base,97,6,0.2826086956521739
LeNet5_base,99,8,0.6153846153846154
LeNet5_base,82,9,0.25301204819277107
LeNet5_base,97,1,0.6069182389937107
LeNet5_base,99,7,0.42452830188679247
LeNet5_base,97,4,0.8833333333333333
LeNet5_base,97,9,0.25301204819277107
LeNet5_base,97,5,0.7767857142857143
LeNet5_base,97,8,0.6153846153846154
LeNet5_base,97,7,0.42452830188679247
LeNet5_base,86,5,0.7767857142857143
LeNet5_base,86,8,0.6153846153846154
LeNet5_base,86,1,0.6069182389937107
LeNet5_base,86,2,0.6463414634146342
LeNet5_base,86,3,0.7716535433070866
LeNet5_base,86,4,0.8833333333333333
LeNet5_base,86,0,0.7386363636363636
LeNet5_base,86,9,0.25301204819277107
LeNet5_base,86,6,0.2826086956521739
LeNet5_base,86,7,0.42452830188679247
LeNet5_base,98,7,0.42452830188679247
LeNet5_base,98,3,0.7716535433070866
LeNet5_base,98,1,0.6069182389937107
LeNet5_base,98,8,0.6153846153846154
LeNet5_base,98,2,0.6463414634146342
LeNet5_base,98,0,0.7386363636363636
LeNet5_base,98,6,0.2826086956521739
LeNet5_base,98,4,0.8833333333333333
LeNet5_base,98,5,0.7767857142857143
LeNet5_base,98,9,0.25301204819277107
LeNet5_base,93,1,0.6069182389937107
LeNet5_base,93,4,0.8833333333333333
LeNet5_base,93,5,0.7767857142857143
LeNet5_base,93,3,0.7716535433070866
LeNet5_base,93,2,0.6463414634146342
LeNet5_base,93,7,0.42452830188679247
LeNet5_base,93,8,0.6153846153846154
LeNet5_base,93,0,0.7386363636363636
LeNet5_base,93,6,0.2826086956521739
LeNet5_base,93,9,0.25301204819277107
LeNet5_base,90,3,0.7716535433070866
LeNet5_base,90,5,0.7767857142857143
LeNet5_base,90,0,0.7386363636363636
LeNet5_base,90,1,0.6069182389937107
LeNet5_base,90,4,0.8833333333333333
LeNet5_base,90,2,0.6463414634146342
LeNet5_base,90,7,0.42452830188679247
LeNet5_base,90,8,0.6153846153846154
LeNet5_base,90,9,0.25301204819277107
LeNet5_base,90,6,0.2826086956521739
