Class,Accuracy,iteration
1,0.9973568281938326,50.0
2,0.9922480620155039,50.0
3,0.9920792079207921,50.0
4,0.9928716904276986,50.0
5,0.9910313901345291,50.0
6,0.9906054279749478,50.0
7,0.9892996108949417,50.0
8,0.9897330595482546,50.0
9,0.9861248761149654,50.0
0,0.996938775510204,54.0
1,0.9973568281938326,54.0
2,0.9922480620155039,54.0
3,0.9920792079207921,54.0
4,0.9928716904276986,54.0
5,0.9910313901345291,54.0
6,0.9906054279749478,54.0
7,0.9892996108949417,54.0
8,0.9897330595482546,54.0
9,0.9861248761149654,54.0
0,0.996938775510204,48.0
1,0.9973568281938326,48.0
2,0.9922480620155039,48.0
3,0.9920792079207921,48.0
4,0.9928716904276986,48.0
5,0.9910313901345291,48.0
6,0.9906054279749478,48.0
7,0.9892996108949417,48.0
8,0.9897330595482546,48.0
9,0.9861248761149654,48.0
0,0.996938775510204,60.0
1,0.9973568281938326,60.0
2,0.9922480620155039,60.0
3,0.9920792079207921,60.0
4,0.9928716904276986,60.0
5,0.9910313901345291,60.0
0,0.996938775510204,46.0
1,0.9973568281938326,46.0
6,0.9906054279749478,60.0
2,0.9922480620155039,46.0
7,0.9892996108949417,60.0
3,0.9920792079207921,46.0
8,0.9897330595482546,60.0
4,0.9928716904276986,46.0
9,0.9861248761149654,60.0
5,0.9910313901345291,46.0
6,0.9906054279749478,46.0
7,0.9892996108949417,46.0
8,0.9897330595482546,46.0
9,0.9861248761149654,46.0
0,0.996938775510204,43.0
1,0.9973568281938326,43.0
2,0.9922480620155039,43.0
3,0.9920792079207921,43.0
4,0.9928716904276986,43.0
5,0.9910313901345291,43.0
6,0.9906054279749478,43.0
7,0.9892996108949417,43.0
8,0.9897330595482546,43.0
9,0.9861248761149654,43.0
0,0.996938775510204,45.0
1,0.9973568281938326,45.0
2,0.9922480620155039,45.0
3,0.9920792079207921,45.0
4,0.9928716904276986,45.0
5,0.9910313901345291,45.0
6,0.9906054279749478,45.0
7,0.9892996108949417,45.0
8,0.9897330595482546,45.0
9,0.9861248761149654,45.0
0,0.996938775510204,63.0
1,0.9973568281938326,63.0
2,0.9922480620155039,63.0
3,0.9920792079207921,63.0
4,0.9928716904276986,63.0
5,0.9910313901345291,63.0
6,0.9906054279749478,63.0
7,0.9892996108949417,63.0
8,0.9897330595482546,63.0
9,0.9861248761149654,63.0
0,0.996938775510204,79.0
1,0.9973568281938326,79.0
2,0.9922480620155039,79.0
3,0.9920792079207921,79.0
4,0.9928716904276986,79.0
5,0.9910313901345291,79.0
6,0.9906054279749478,79.0
7,0.9892996108949417,79.0
8,0.9897330595482546,79.0
9,0.9861248761149654,79.0
0,0.996938775510204,66.0
1,0.9973568281938326,66.0
2,0.9922480620155039,66.0
3,0.9920792079207921,66.0
4,0.9928716904276986,66.0
5,0.9910313901345291,66.0
6,0.9906054279749478,66.0
7,0.9892996108949417,66.0
8,0.9897330595482546,66.0
9,0.9861248761149654,66.0
0,0.996938775510204,67.0
1,0.9973568281938326,67.0
2,0.9922480620155039,67.0
3,0.9920792079207921,67.0
4,0.9928716904276986,67.0
5,0.9910313901345291,67.0
6,0.9906054279749478,67.0
7,0.9892996108949417,67.0
8,0.9897330595482546,67.0
9,0.9861248761149654,67.0
0,0.996938775510204,71.0
1,0.9973568281938326,71.0
2,0.9922480620155039,71.0
3,0.9920792079207921,71.0
4,0.9928716904276986,71.0
5,0.9910313901345291,71.0
6,0.9906054279749478,71.0
7,0.9892996108949417,71.0
8,0.9897330595482546,71.0
9,0.9861248761149654,71.0
0,0.996938775510204,64.0
1,0.9973568281938326,64.0
2,0.9922480620155039,64.0
3,0.9920792079207921,64.0
4,0.9928716904276986,64.0
5,0.9910313901345291,64.0
6,0.9906054279749478,64.0
7,0.9892996108949417,64.0
8,0.9897330595482546,64.0
9,0.9861248761149654,64.0
0,0.996938775510204,76.0
1,0.9973568281938326,76.0
2,0.9922480620155039,76.0
3,0.9920792079207921,76.0
4,0.9928716904276986,76.0
5,0.9910313901345291,76.0
6,0.9906054279749478,76.0
7,0.9892996108949417,76.0
8,0.9897330595482546,76.0
9,0.9861248761149654,76.0
0,0.996938775510204,78.0
1,0.9973568281938326,78.0
2,0.9922480620155039,78.0
3,0.9920792079207921,78.0
4,0.9928716904276986,78.0
5,0.9910313901345291,78.0
6,0.9906054279749478,78.0
7,0.9892996108949417,78.0
8,0.9897330595482546,78.0
9,0.9861248761149654,78.0
0,0.996938775510204,62.0
1,0.9973568281938326,62.0
2,0.9922480620155039,62.0
3,0.9920792079207921,62.0
4,0.9928716904276986,62.0
5,0.9910313901345291,62.0
6,0.9906054279749478,62.0
7,0.9892996108949417,62.0
8,0.9897330595482546,62.0
9,0.9861248761149654,62.0
0,0.996938775510204,61.0
1,0.9973568281938326,61.0
2,0.9922480620155039,61.0
3,0.9920792079207921,61.0
4,0.9928716904276986,61.0
5,0.9910313901345291,61.0
6,0.9906054279749478,61.0
7,0.9892996108949417,61.0
8,0.9897330595482546,61.0
9,0.9861248761149654,61.0
0,0.996938775510204,80.0
1,0.9973568281938326,80.0
2,0.9922480620155039,80.0
3,0.9920792079207921,80.0
4,0.9928716904276986,80.0
5,0.9910313901345291,80.0
6,0.9906054279749478,80.0
7,0.9892996108949417,80.0
8,0.9897330595482546,80.0
9,0.9861248761149654,80.0
0,0.996938775510204,69.0
1,0.9973568281938326,69.0
2,0.9922480620155039,69.0
3,0.9920792079207921,69.0
4,0.9928716904276986,69.0
5,0.9910313901345291,69.0
6,0.9906054279749478,69.0
7,0.9892996108949417,69.0
8,0.9897330595482546,69.0
9,0.9861248761149654,69.0
0,0.996938775510204,75.0
1,0.9973568281938326,75.0
2,0.9922480620155039,75.0
3,0.9920792079207921,75.0
4,0.9928716904276986,75.0
5,0.9910313901345291,75.0
6,0.9906054279749478,75.0
7,0.9892996108949417,75.0
8,0.9897330595482546,75.0
9,0.9861248761149654,75.0
0,0.996938775510204,73.0
1,0.9973568281938326,73.0
2,0.9922480620155039,73.0
3,0.9920792079207921,73.0
4,0.9928716904276986,73.0
5,0.9910313901345291,73.0
6,0.9906054279749478,73.0
7,0.9892996108949417,73.0
8,0.9897330595482546,73.0
9,0.9861248761149654,73.0
0,0.996938775510204,77.0
1,0.9973568281938326,77.0
2,0.9922480620155039,77.0
3,0.9920792079207921,77.0
4,0.9928716904276986,77.0
5,0.9910313901345291,77.0
6,0.9906054279749478,77.0
7,0.9892996108949417,77.0
0,0.996938775510204,72.0
1,0.9973568281938326,72.0
2,0.9922480620155039,72.0
8,0.9897330595482546,77.0
3,0.9920792079207921,72.0
9,0.9861248761149654,77.0
4,0.9928716904276986,72.0
5,0.9910313901345291,72.0
6,0.9906054279749478,72.0
7,0.9892996108949417,72.0
8,0.9897330595482546,72.0
9,0.9861248761149654,72.0
0,0.996938775510204,74.0
1,0.9973568281938326,74.0
2,0.9922480620155039,74.0
3,0.9920792079207921,74.0
4,0.9928716904276986,74.0
5,0.9910313901345291,74.0
6,0.9906054279749478,74.0
7,0.9892996108949417,74.0
8,0.9897330595482546,74.0
9,0.9861248761149654,74.0
0,0.996938775510204,68.0
1,0.9973568281938326,68.0
2,0.9922480620155039,68.0
3,0.9920792079207921,68.0
4,0.9928716904276986,68.0
5,0.9910313901345291,68.0
6,0.9906054279749478,68.0
7,0.9892996108949417,68.0
8,0.9897330595482546,68.0
9,0.9861248761149654,68.0
0,0.996938775510204,65.0
1,0.9973568281938326,65.0
2,0.9922480620155039,65.0
3,0.9920792079207921,65.0
4,0.9928716904276986,65.0
5,0.9910313901345291,65.0
6,0.9906054279749478,65.0
7,0.9892996108949417,65.0
8,0.9897330595482546,65.0
9,0.9861248761149654,65.0
0,0.996938775510204,70.0
1,0.9973568281938326,70.0
2,0.9922480620155039,70.0
3,0.9920792079207921,70.0
4,0.9928716904276986,70.0
5,0.9910313901345291,70.0
6,0.9906054279749478,70.0
7,0.9892996108949417,70.0
8,0.9897330595482546,70.0
9,0.9861248761149654,70.0
0,0.996938775510204,94.0
1,0.9973568281938326,94.0
2,0.9922480620155039,94.0
3,0.9920792079207921,94.0
4,0.9928716904276986,94.0
5,0.9910313901345291,94.0
6,0.9906054279749478,94.0
7,0.9892996108949417,94.0
8,0.9897330595482546,94.0
9,0.9861248761149654,94.0
0,0.996938775510204,92.0
1,0.9973568281938326,92.0
2,0.9922480620155039,92.0
3,0.9920792079207921,92.0
4,0.9928716904276986,92.0
5,0.9910313901345291,92.0
6,0.9906054279749478,92.0
7,0.9892996108949417,92.0
8,0.9897330595482546,92.0
9,0.9861248761149654,92.0
0,0.996938775510204,99.0
1,0.9973568281938326,99.0
2,0.9922480620155039,99.0
3,0.9920792079207921,99.0
4,0.9928716904276986,99.0
5,0.9910313901345291,99.0
6,0.9906054279749478,99.0
7,0.9892996108949417,99.0
8,0.9897330595482546,99.0
9,0.9861248761149654,99.0
0,0.996938775510204,81.0
1,0.9973568281938326,81.0
2,0.9922480620155039,81.0
3,0.9920792079207921,81.0
4,0.9928716904276986,81.0
5,0.9910313901345291,81.0
6,0.9906054279749478,81.0
7,0.9892996108949417,81.0
8,0.9897330595482546,81.0
9,0.9861248761149654,81.0
0,0.996938775510204,86.0
1,0.9973568281938326,86.0
2,0.9922480620155039,86.0
3,0.9920792079207921,86.0
4,0.9928716904276986,86.0
5,0.9910313901345291,86.0
6,0.9906054279749478,86.0
7,0.9892996108949417,86.0
8,0.9897330595482546,86.0
9,0.9861248761149654,86.0
0,0.996938775510204,100.0
1,0.9973568281938326,100.0
2,0.9922480620155039,100.0
3,0.9920792079207921,100.0
4,0.9928716904276986,100.0
5,0.9910313901345291,100.0
6,0.9906054279749478,100.0
7,0.9892996108949417,100.0
8,0.9897330595482546,100.0
9,0.9861248761149654,100.0
0,0.996938775510204,85.0
1,0.9973568281938326,85.0
2,0.9922480620155039,85.0
3,0.9920792079207921,85.0
4,0.9928716904276986,85.0
5,0.9910313901345291,85.0
6,0.9906054279749478,85.0
7,0.9892996108949417,85.0
8,0.9897330595482546,85.0
9,0.9861248761149654,85.0
0,0.996938775510204,89.0
1,0.9973568281938326,89.0
2,0.9922480620155039,89.0
3,0.9920792079207921,89.0
4,0.9928716904276986,89.0
5,0.9910313901345291,89.0
6,0.9906054279749478,89.0
7,0.9892996108949417,89.0
8,0.9897330595482546,89.0
9,0.9861248761149654,89.0
0,0.996938775510204,93.0
1,0.9973568281938326,93.0
2,0.9922480620155039,93.0
3,0.9920792079207921,93.0
4,0.9928716904276986,93.0
5,0.9910313901345291,93.0
6,0.9906054279749478,93.0
7,0.9892996108949417,93.0
8,0.9897330595482546,93.0
9,0.9861248761149654,93.0
0,0.996938775510204,98.0
1,0.9973568281938326,98.0
2,0.9922480620155039,98.0
3,0.9920792079207921,98.0
4,0.9928716904276986,98.0
5,0.9910313901345291,98.0
6,0.9906054279749478,98.0
7,0.9892996108949417,98.0
8,0.9897330595482546,98.0
9,0.9861248761149654,98.0
0,0.996938775510204,96.0
1,0.9973568281938326,96.0
2,0.9922480620155039,96.0
3,0.9920792079207921,96.0
4,0.9928716904276986,96.0
0,0.996938775510204,87.0
1,0.9973568281938326,87.0
2,0.9922480620155039,87.0
5,0.9910313901345291,96.0
3,0.9920792079207921,87.0
6,0.9906054279749478,96.0
4,0.9928716904276986,87.0
7,0.9892996108949417,96.0
5,0.9910313901345291,87.0
8,0.9897330595482546,96.0
9,0.9861248761149654,96.0
6,0.9906054279749478,87.0
7,0.9892996108949417,87.0
8,0.9897330595482546,87.0
9,0.9861248761149654,87.0
0,0.996938775510204,95.0
1,0.9973568281938326,95.0
2,0.9922480620155039,95.0
3,0.9920792079207921,95.0
4,0.9928716904276986,95.0
5,0.9910313901345291,95.0
6,0.9906054279749478,95.0
7,0.9892996108949417,95.0
8,0.9897330595482546,95.0
9,0.9861248761149654,95.0
0,0.996938775510204,84.0
1,0.9973568281938326,84.0
2,0.9922480620155039,84.0
3,0.9920792079207921,84.0
4,0.9928716904276986,84.0
