model_name,iteration,class_label,accuracy,step,batch_size
lenet5_batchNorm4,11,2,0.5426829268292683,6,128
lenet5_batchNorm4,11,3,0.6141732283464567,6,128
lenet5_batchNorm4,11,0,0.5568181818181818,6,128
lenet5_batchNorm4,11,1,0.8647798742138365,6,128
lenet5_batchNorm4,11,4,0.8083333333333333,6,128
lenet5_batchNorm4,11,7,0.4339622641509434,6,128
lenet5_batchNorm4,11,8,0.44871794871794873,6,128
lenet5_batchNorm4,11,5,0.4732142857142857,6,128
lenet5_batchNorm4,11,9,0.18072289156626506,6,128
lenet5_batchNorm4,11,6,0.3804347826086957,6,128
lenet5_batchNorm4,19,0,0.5340909090909091,6,128
lenet5_batchNorm4,19,2,0.5060975609756098,6,128
lenet5_batchNorm4,19,1,0.8490566037735849,6,128
lenet5_batchNorm4,19,9,0.18072289156626506,6,128
lenet5_batchNorm4,19,3,0.6377952755905512,6,128
lenet5_batchNorm4,19,6,0.358695652173913,6,128
lenet5_batchNorm4,19,5,0.44642857142857145,6,128
lenet5_batchNorm4,19,7,0.42452830188679247,6,128
lenet5_batchNorm4,19,4,0.7666666666666667,6,128
lenet5_batchNorm4,19,8,0.44871794871794873,6,128
lenet5_batchNorm4,13,6,0.391304347826087,6,128
lenet5_batchNorm4,13,0,0.5340909090909091,6,128
lenet5_batchNorm4,3,8,0.5256410256410257,6,128
lenet5_batchNorm4,13,3,0.6456692913385826,6,128
lenet5_batchNorm4,3,1,0.8238993710691824,6,128
lenet5_batchNorm4,13,1,0.8710691823899371,6,128
lenet5_batchNorm4,3,5,0.42857142857142855,6,128
lenet5_batchNorm4,13,5,0.48214285714285715,6,128
lenet5_batchNorm4,3,2,0.49390243902439024,6,128
lenet5_batchNorm4,13,4,0.8,6,128
lenet5_batchNorm4,3,6,0.40217391304347827,6,128
lenet5_batchNorm4,13,2,0.5060975609756098,6,128
lenet5_batchNorm4,3,4,0.8083333333333333,6,128
lenet5_batchNorm4,13,7,0.44339622641509435,6,128
lenet5_batchNorm4,3,3,0.6220472440944882,6,128
lenet5_batchNorm4,13,9,0.20481927710843373,6,128
lenet5_batchNorm4,3,7,0.4339622641509434,6,128
