model_name,iteration,class_label,accuracy,dset_size
lenet5_batchNorm6,17,9,0.24358974358974358,0.1
lenet5_batchNorm6,17,0,0.7974683544303798,0.1
lenet5_batchNorm6,17,5,0.6764705882352942,0.1
lenet5_batchNorm6,17,3,0.972972972972973,0.1
lenet5_batchNorm6,17,7,0.3333333333333333,0.1
lenet5_batchNorm6,17,6,0.39285714285714285,0.1
lenet5_batchNorm6,17,4,0.8785046728971962,0.1
lenet5_batchNorm6,17,2,0.9054054054054054,0.1
lenet5_batchNorm6,17,1,0.615916955017301,0.1
lenet5_batchNorm6,17,8,0.5303030303030303,0.1
lenet5_batchNorm6,18,8,0.4927536231884058,0.1
lenet5_batchNorm6,18,0,0.7654320987654321,0.1
lenet5_batchNorm6,18,7,0.37,0.1
lenet5_batchNorm6,18,6,0.3950617283950617,0.1
lenet5_batchNorm6,18,3,0.9658119658119658,0.1
lenet5_batchNorm6,18,9,0.23376623376623376,0.1
lenet5_batchNorm6,18,4,0.8490566037735849,0.1
lenet5_batchNorm6,18,1,0.6177474402730375,0.1
lenet5_batchNorm6,18,5,0.6494845360824743,0.1
lenet5_batchNorm6,18,2,0.9064748201438849,0.1
lenet5_batchNorm6,9,5,0.7,0.1
lenet5_batchNorm6,9,0,0.7702702702702703,0.1
lenet5_batchNorm6,9,7,0.3723404255319149,0.1
lenet5_batchNorm6,9,1,0.6236933797909407,0.1
lenet5_batchNorm6,9,6,0.39759036144578314,0.1
lenet5_batchNorm6,9,2,0.9066666666666666,0.1
lenet5_batchNorm6,9,3,0.9649122807017544,0.1
lenet5_batchNorm6,9,4,0.8611111111111112,0.1
lenet5_batchNorm6,9,8,0.5405405405405406,0.1
lenet5_batchNorm6,9,9,0.19736842105263158,0.1
lenet5_batchNorm6,1,8,0.5507246376811594,0.1
lenet5_batchNorm6,1,1,0.6245733788395904,0.1
lenet5_batchNorm6,1,2,0.9097222222222222,0.1
lenet5_batchNorm6,1,3,0.9646017699115044,0.1
lenet5_batchNorm6,1,6,0.41379310344827586,0.1
lenet5_batchNorm6,1,4,0.8623853211009175,0.1
lenet5_batchNorm6,1,5,0.7010309278350515,0.1
lenet5_batchNorm6,1,7,0.3684210526315789,0.1
lenet5_batchNorm6,1,0,0.8157894736842105,0.1
lenet5_batchNorm6,1,9,0.22077922077922077,0.1
lenet5_batchNorm6,5,2,0.9205298013245033,0.1
lenet5_batchNorm6,5,1,0.6076388888888888,0.1
lenet5_batchNorm6,5,3,0.9642857142857143,0.1
lenet5_batchNorm6,5,0,0.7692307692307693,0.1
lenet5_batchNorm6,5,4,0.8545454545454545,0.1
lenet5_batchNorm6,5,6,0.4358974358974359,0.1
lenet5_batchNorm6,5,9,0.23684210526315788,0.1
lenet5_batchNorm6,5,8,0.5714285714285714,0.1
lenet5_batchNorm6,5,7,0.36082474226804123,0.1
lenet5_batchNorm6,5,5,0.7,0.1
lenet5_batchNorm6,15,2,0.8972602739726028,0.1
lenet5_batchNorm6,15,3,0.9739130434782609,0.1
lenet5_batchNorm6,15,6,0.38961038961038963,0.1
lenet5_batchNorm6,15,7,0.3617021276595745,0.1
lenet5_batchNorm6,15,1,0.6164383561643836,0.1
lenet5_batchNorm6,15,5,0.7227722772277227,0.1
lenet5_batchNorm6,15,4,0.8666666666666667,0.1
lenet5_batchNorm6,15,8,0.5,0.1
lenet5_batchNorm6,15,0,0.7901234567901234,0.1
lenet5_batchNorm6,15,9,0.24675324675324675,0.1
lenet5_batchNorm6,2,3,0.9655172413793104,0.1
lenet5_batchNorm6,2,2,0.9194630872483222,0.1
lenet5_batchNorm6,2,1,0.6113074204946997,0.1
lenet5_batchNorm6,2,4,0.8623853211009175,0.1
lenet5_batchNorm6,2,0,0.7848101265822784,0.1
lenet5_batchNorm6,2,6,0.3953488372093023,0.1
lenet5_batchNorm6,2,7,0.37362637362637363,0.1
lenet5_batchNorm6,2,5,0.6923076923076923,0.1
lenet5_batchNorm6,2,8,0.5277777777777778,0.1
lenet5_batchNorm6,2,9,0.22535211267605634,0.1
lenet5_batchNorm6,20,8,0.5362318840579711,0.1
lenet5_batchNorm6,20,4,0.8571428571428571,0.1
lenet5_batchNorm6,20,3,0.9745762711864406,0.1
lenet5_batchNorm6,20,5,0.6530612244897959,0.1
lenet5_batchNorm6,16,2,0.8896551724137931,0.1
lenet5_batchNorm6,20,1,0.605072463768116,0.1
lenet5_batchNorm6,16,6,0.36585365853658536,0.1
lenet5_batchNorm6,20,6,0.38095238095238093,0.1
lenet5_batchNorm6,20,0,0.7804878048780488,0.1
lenet5_batchNorm6,16,5,0.6862745098039216,0.1
lenet5_batchNorm6,20,2,0.8993288590604027,0.1
lenet5_batchNorm6,16,0,0.7974683544303798,0.1
lenet5_batchNorm6,20,9,0.2328767123287671,0.1
lenet5_batchNorm6,16,1,0.6301369863013698,0.1
lenet5_batchNorm6,20,7,0.36363636363636365,0.1
lenet5_batchNorm6,16,7,0.3333333333333333,0.1
lenet5_batchNorm6,16,8,0.49295774647887325,0.1
lenet5_batchNorm6,16,3,0.9646017699115044,0.1
lenet5_batchNorm6,16,4,0.8518518518518519,0.1
lenet5_batchNorm6,16,9,0.22666666666666666,0.1
lenet5_batchNorm6,6,6,0.3950617283950617,0.1
lenet5_batchNorm6,6,1,0.6228373702422145,0.1
lenet5_batchNorm6,6,0,0.8205128205128205,0.1
lenet5_batchNorm6,6,8,0.49333333333333335,0.1
lenet5_batchNorm6,6,3,0.9732142857142857,0.1
lenet5_batchNorm6,6,9,0.24358974358974358,0.1
lenet5_batchNorm6,6,4,0.8495575221238938,0.1
lenet5_batchNorm6,6,5,0.6767676767676768,0.1
lenet5_batchNorm6,6,2,0.8928571428571429,0.1
lenet5_batchNorm6,6,7,0.3684210526315789,0.1
lenet5_batchNorm6,19,5,0.693069306930693,0.1
lenet5_batchNorm6,19,2,0.8979591836734694,0.1
lenet5_batchNorm6,19,4,0.8598130841121495,0.1
lenet5_batchNorm6,19,1,0.6202090592334495,0.1
lenet5_batchNorm6,19,0,0.7763157894736842,0.1
lenet5_batchNorm6,19,7,0.36082474226804123,0.1
lenet5_batchNorm6,19,6,0.38095238095238093,0.1
lenet5_batchNorm6,19,8,0.4927536231884058,0.1
lenet5_batchNorm6,19,9,0.25,0.1
lenet5_batchNorm6,19,3,0.9741379310344828,0.1
lenet5_batchNorm6,8,1,0.6153846153846154,0.1
lenet5_batchNorm6,8,3,0.9652173913043478,0.1
lenet5_batchNorm6,8,9,0.23684210526315788,0.1
lenet5_batchNorm6,8,2,0.896551724137931,0.1
lenet5_batchNorm6,8,4,0.8679245283018868,0.1
lenet5_batchNorm6,8,0,0.8024691358024691,0.1
lenet5_batchNorm6,8,6,0.3902439024390244,0.1
lenet5_batchNorm6,8,5,0.693069306930693,0.1
lenet5_batchNorm6,8,8,0.5205479452054794,0.1
lenet5_batchNorm6,8,7,0.35789473684210527,0.1
lenet5_batchNorm6,12,9,0.22077922077922077,0.1
lenet5_batchNorm6,12,4,0.8636363636363636,0.1
lenet5_batchNorm6,12,2,0.9266666666666666,0.1
lenet5_batchNorm6,12,3,0.9732142857142857,0.1
lenet5_batchNorm6,12,1,0.6272401433691757,0.1
lenet5_batchNorm6,12,5,0.7156862745098039,0.1
lenet5_batchNorm6,12,7,0.35353535353535354,0.1
lenet5_batchNorm6,12,0,0.7894736842105263,0.1
lenet5_batchNorm6,12,6,0.4069767441860465,0.1
lenet5_batchNorm6,12,8,0.5072463768115942,0.1
lenet5_batchNorm6,14,0,0.7625,0.1
lenet5_batchNorm6,14,3,0.9743589743589743,0.1
lenet5_batchNorm6,14,4,0.8598130841121495,0.1
lenet5_batchNorm6,14,9,0.22972972972972974,0.1
lenet5_batchNorm6,14,1,0.6172413793103448,0.1
lenet5_batchNorm6,14,5,0.6826923076923077,0.1
lenet5_batchNorm6,14,8,0.5571428571428572,0.1
lenet5_batchNorm6,14,7,0.35789473684210527,0.1
lenet5_batchNorm6,14,2,0.8928571428571429,0.1
lenet5_batchNorm6,14,6,0.40963855421686746,0.1
lenet5_batchNorm6,3,3,0.9732142857142857,0.1
lenet5_batchNorm6,3,1,0.621160409556314,0.1
lenet5_batchNorm6,3,5,0.6764705882352942,0.1
lenet5_batchNorm6,3,2,0.9305555555555556,0.1
lenet5_batchNorm6,3,0,0.775,0.1
lenet5_batchNorm6,3,8,0.5277777777777778,0.1
lenet5_batchNorm6,3,7,0.3522727272727273,0.1
lenet5_batchNorm6,3,9,0.22784810126582278,0.1
lenet5_batchNorm6,3,4,0.8636363636363636,0.1
lenet5_batchNorm6,3,6,0.425,0.1
lenet5_batchNorm6,10,3,0.9652173913043478,0.1
lenet5_batchNorm6,10,1,0.6245487364620939,0.1
lenet5_batchNorm6,10,4,0.8529411764705882,0.1
lenet5_batchNorm6,10,2,0.9096774193548387,0.1
lenet5_batchNorm6,10,5,0.6990291262135923,0.1
lenet5_batchNorm6,10,6,0.39759036144578314,0.1
lenet5_batchNorm6,10,0,0.788235294117647,0.1
lenet5_batchNorm6,10,7,0.35789473684210527,0.1
lenet5_batchNorm6,10,9,0.22666666666666666,0.1
lenet5_batchNorm6,10,8,0.5,0.1
lenet5_batchNorm6,4,4,0.8611111111111112,0.1
lenet5_batchNorm6,4,7,0.32989690721649484,0.1
lenet5_batchNorm6,4,5,0.7291666666666666,0.1
lenet5_batchNorm6,4,9,0.2463768115942029,0.1
lenet5_batchNorm6,4,2,0.9019607843137255,0.1
lenet5_batchNorm6,4,0,0.7976190476190477,0.1
lenet5_batchNorm6,4,1,0.6083916083916084,0.1
lenet5_batchNorm6,4,3,0.972972972972973,0.1
lenet5_batchNorm6,4,6,0.39285714285714285,0.1
lenet5_batchNorm6,4,8,0.5,0.1
lenet5_batchNorm6,11,1,0.6172413793103448,0.1
lenet5_batchNorm6,11,4,0.8598130841121495,0.1
lenet5_batchNorm6,11,5,0.6842105263157895,0.1
lenet5_batchNorm6,11,2,0.9047619047619048,0.1
lenet5_batchNorm6,11,8,0.5285714285714286,0.1
lenet5_batchNorm6,11,3,0.9661016949152542,0.1
lenet5_batchNorm6,11,7,0.35714285714285715,0.1
lenet5_batchNorm6,11,6,0.379746835443038,0.1
lenet5_batchNorm6,11,9,0.20270270270270271,0.1
lenet5_batchNorm6,11,0,0.7926829268292683,0.1
lenet5_batchNorm6,7,3,0.963963963963964,0.1
lenet5_batchNorm6,7,1,0.6193771626297578,0.1
lenet5_batchNorm6,7,7,0.3434343434343434,0.1
lenet5_batchNorm6,7,2,0.9054054054054054,0.1
lenet5_batchNorm6,7,5,0.7019230769230769,0.1
lenet5_batchNorm6,7,4,0.8715596330275229,0.1
