iteration,step_size,model_name,accuracy,batch_size
5,7,resnet32.pt,0.6304347826086957,64
9,7,resnet32.pt,0.6265527950310559,64
8,7,resnet32.pt,0.6591614906832298,64
7,7,resnet32.pt,0.6141304347826086,64
10,7,resnet32.pt,0.6358695652173914,64
4,7,resnet32.pt,0.6304347826086957,64
6,7,resnet32.pt,0.6048136645962733,64
3,7,resnet32.pt,0.6350931677018633,64
2,5,resnet32.pt,0.6583850931677019,64
2,6,resnet32.pt,0.6498447204968945,64
9,8,resnet32.pt,0.6436335403726708,64
5,8,resnet32.pt,0.6436335403726708,64
1,8,resnet32.pt,0.6086956521739131,64
4,8,resnet32.pt,0.6545031055900621,64
10,8,resnet32.pt,0.6506211180124224,64
8,8,resnet32.pt,0.6187888198757764,64
7,8,resnet32.pt,0.6506211180124224,64
6,8,resnet32.pt,0.656055900621118,64
3,8,resnet32.pt,0.6195652173913043,64
2,7,resnet32.pt,0.6257763975155279,64
5,9,resnet32.pt,0.6125776397515528,64
10,9,resnet32.pt,0.6413043478260869,64
9,9,resnet32.pt,0.6141304347826086,64
8,9,resnet32.pt,0.6381987577639752,64
1,9,resnet32.pt,0.6312111801242236,64
7,9,resnet32.pt,0.656832298136646,64
4,9,resnet32.pt,0.6079192546583851,64
3,9,resnet32.pt,0.6591614906832298,64
6,9,resnet32.pt,0.6125776397515528,64
2,8,resnet32.pt,0.6327639751552795,64
8,10,resnet32.pt,0.6304347826086957,64
10,10,resnet32.pt,0.6451863354037267,64
5,10,resnet32.pt,0.6475155279503105,64
4,10,resnet32.pt,0.6428571428571429,64
9,10,resnet32.pt,0.5877329192546584,64
1,10,resnet32.pt,0.6428571428571429,64
7,10,resnet32.pt,0.639751552795031,64
6,10,resnet32.pt,0.6599378881987578,64
3,10,resnet32.pt,0.65527950310559,64
5,2,resnet32.pt,0.6125776397515528,128
9,2,resnet32.pt,0.6413043478260869,128
1,2,resnet32.pt,0.6296583850931677,128
10,2,resnet32.pt,0.6257763975155279,128
8,2,resnet32.pt,0.6273291925465838,128
7,2,resnet32.pt,0.6281055900621118,128
4,2,resnet32.pt,0.6203416149068323,128
6,2,resnet32.pt,0.6149068322981367,128
3,2,resnet32.pt,0.6133540372670807,128
2,9,resnet32.pt,0.609472049689441,64
9,3,resnet32.pt,0.6381987577639752,128
7,3,resnet32.pt,0.6319875776397516,128
4,3,resnet32.pt,0.6187888198757764,128
8,3,resnet32.pt,0.6335403726708074,128
5,3,resnet32.pt,0.6242236024844721,128
1,3,resnet32.pt,0.6281055900621118,128
6,3,resnet32.pt,0.6156832298136646,128
10,3,resnet32.pt,0.6304347826086957,128
3,3,resnet32.pt,0.6319875776397516,128
8,4,resnet32.pt,0.625,128
4,4,resnet32.pt,0.6358695652173914,128
5,4,resnet32.pt,0.6288819875776398,128
7,4,resnet32.pt,0.6304347826086957,128
10,4,resnet32.pt,0.6288819875776398,128
9,4,resnet32.pt,0.6413043478260869,128
3,4,resnet32.pt,0.640527950310559,128
6,4,resnet32.pt,0.6187888198757764,128
1,4,resnet32.pt,0.6420807453416149,128
4,5,resnet32.pt,0.6366459627329193,128
8,5,resnet32.pt,0.6265527950310559,128
5,5,resnet32.pt,0.6327639751552795,128
7,5,resnet32.pt,0.609472049689441,128
9,5,resnet32.pt,0.6203416149068323,128
6,5,resnet32.pt,0.6273291925465838,128
10,5,resnet32.pt,0.6265527950310559,128
1,5,resnet32.pt,0.6118012422360248,128
3,5,resnet32.pt,0.6475155279503105,128
2,10,resnet32.pt,0.6048136645962733,64
2,2,resnet32.pt,0.6281055900621118,128
8,6,resnet32.pt,0.639751552795031,128
9,6,resnet32.pt,0.6195652173913043,128
4,6,resnet32.pt,0.625,128
7,6,resnet32.pt,0.6358695652173914,128
5,6,resnet32.pt,0.6358695652173914,128
1,6,resnet32.pt,0.6203416149068323,128
10,6,resnet32.pt,0.6343167701863354,128
6,6,resnet32.pt,0.6459627329192547,128
3,6,resnet32.pt,0.6436335403726708,128
2,3,resnet32.pt,0.6350931677018633,128
2,4,resnet32.pt,0.6428571428571429,128
8,7,resnet32.pt,0.6389751552795031,128
5,7,resnet32.pt,0.6195652173913043,128
1,7,resnet32.pt,0.6389751552795031,128
7,7,resnet32.pt,0.639751552795031,128
10,7,resnet32.pt,0.6288819875776398,128
9,7,resnet32.pt,0.6498447204968945,128
3,7,resnet32.pt,0.6381987577639752,128
4,7,resnet32.pt,0.6475155279503105,128
6,7,resnet32.pt,0.6211180124223602,128
2,5,resnet32.pt,0.6358695652173914,128
5,8,resnet32.pt,0.6296583850931677,128
1,8,resnet32.pt,0.6420807453416149,128
8,8,resnet32.pt,0.640527950310559,128
7,8,resnet32.pt,0.639751552795031,128
9,8,resnet32.pt,0.6358695652173914,128
10,8,resnet32.pt,0.6436335403726708,128
6,8,resnet32.pt,0.6203416149068323,128
3,8,resnet32.pt,0.6498447204968945,128
4,8,resnet32.pt,0.6319875776397516,128
2,6,resnet32.pt,0.6467391304347826,128
7,9,resnet32.pt,0.657608695652174,128
5,9,resnet32.pt,0.6125776397515528,128
8,9,resnet32.pt,0.6366459627329193,128
1,9,resnet32.pt,0.6288819875776398,128
9,9,resnet32.pt,0.6413043478260869,128
4,9,resnet32.pt,0.6428571428571429,128
10,9,resnet32.pt,0.6319875776397516,128
6,9,resnet32.pt,0.6312111801242236,128
3,9,resnet32.pt,0.6125776397515528,128
2,7,resnet32.pt,0.625,128
2,8,resnet32.pt,0.625,128
5,10,resnet32.pt,0.5978260869565217,128
7,10,resnet32.pt,0.6661490683229814,128
4,10,resnet32.pt,0.6444099378881988,128
1,10,resnet32.pt,0.656832298136646,128
9,10,resnet32.pt,0.6133540372670807,128
10,10,resnet32.pt,0.6009316770186336,128
6,10,resnet32.pt,0.6288819875776398,128
8,10,resnet32.pt,0.6195652173913043,128
3,10,resnet32.pt,0.6482919254658385,128
5,2,resnet32.pt,0.6218944099378882,256
7,2,resnet32.pt,0.6374223602484472,256
4,2,resnet32.pt,0.6226708074534162,256
10,2,resnet32.pt,0.6203416149068323,256
1,2,resnet32.pt,0.6218944099378882,256
9,2,resnet32.pt,0.6218944099378882,256
2,9,resnet32.pt,0.6343167701863354,128
4,3,resnet32.pt,0.6141304347826086,256
5,3,resnet32.pt,0.6350931677018633,256
1,3,resnet32.pt,0.6242236024844721,256
7,3,resnet32.pt,0.6312111801242236,256
9,3,resnet32.pt,0.6242236024844721,256
10,3,resnet32.pt,0.6234472049689441,256
5,4,resnet32.pt,0.6273291925465838,256
4,4,resnet32.pt,0.6273291925465838,256
1,4,resnet32.pt,0.6242236024844721,256
10,4,resnet32.pt,0.6265527950310559,256
7,4,resnet32.pt,0.6281055900621118,256
9,4,resnet32.pt,0.6288819875776398,256
2,10,resnet32.pt,0.6358695652173914,128
4,5,resnet32.pt,0.6156832298136646,256
10,5,resnet32.pt,0.6312111801242236,256
7,5,resnet32.pt,0.6358695652173914,256
5,5,resnet32.pt,0.6265527950310559,256
9,5,resnet32.pt,0.6242236024844721,256
1,5,resnet32.pt,0.6164596273291926,256
2,2,resnet32.pt,0.6343167701863354,256
2,3,resnet32.pt,0.6389751552795031,256
1,6,resnet32.pt,0.6389751552795031,256
4,6,resnet32.pt,0.6343167701863354,256
10,6,resnet32.pt,0.6319875776397516,256
7,6,resnet32.pt,0.6234472049689441,256
9,6,resnet32.pt,0.6187888198757764,256
5,6,resnet32.pt,0.6203416149068323,256
2,4,resnet32.pt,0.6226708074534162,256
1,7,resnet32.pt,0.6110248447204969,256
4,7,resnet32.pt,0.6281055900621118,256
9,7,resnet32.pt,0.6312111801242236,256
7,7,resnet32.pt,0.6389751552795031,256
5,7,resnet32.pt,0.6343167701863354,256
10,7,resnet32.pt,0.6312111801242236,256
2,5,resnet32.pt,0.6389751552795031,256
2,6,resnet32.pt,0.6265527950310559,256
1,8,resnet32.pt,0.6319875776397516,256
7,8,resnet32.pt,0.6381987577639752,256
4,8,resnet32.pt,0.640527950310559,256
9,8,resnet32.pt,0.6164596273291926,256
5,8,resnet32.pt,0.6257763975155279,256
10,8,resnet32.pt,0.6358695652173914,256
2,7,resnet32.pt,0.6366459627329193,256
1,9,resnet32.pt,0.6413043478260869,256
7,9,resnet32.pt,0.6428571428571429,256
5,9,resnet32.pt,0.6312111801242236,256
4,9,resnet32.pt,0.6296583850931677,256
10,9,resnet32.pt,0.6358695652173914,256
9,9,resnet32.pt,0.6296583850931677,256
2,8,resnet32.pt,0.6389751552795031,256
1,10,resnet32.pt,0.6242236024844721,256
7,10,resnet32.pt,0.6296583850931677,256
5,10,resnet32.pt,0.6288819875776398,256
9,10,resnet32.pt,0.6529503105590062,256
4,10,resnet32.pt,0.6459627329192547,256
10,10,resnet32.pt,0.6281055900621118,256
2,9,resnet32.pt,0.6350931677018633,256
2,10,resnet32.pt,0.6358695652173914,256
14,2,resnet32.pt,0.6071428571428571,16
6,2,resnet32.pt,0.5954968944099379,16
10,2,resnet32.pt,0.5427018633540373,16
18,2,resnet32.pt,0.5846273291925466,16
4,2,resnet32.pt,0.5877329192546584,16
16,2,resnet32.pt,0.5504658385093167,16
8,2,resnet32.pt,0.6032608695652174,16
2,2,resnet32.pt,0.5892857142857143,16
12,2,resnet32.pt,0.5869565217391305,16
20,2,resnet32.pt,0.5846273291925466,16
18,3,resnet32.pt,0.6001552795031055,16
14,3,resnet32.pt,0.5566770186335404,16
6,3,resnet32.pt,0.5869565217391305,16
4,3,resnet32.pt,0.5535714285714286,16
10,3,resnet32.pt,0.5768633540372671,16
2,3,resnet32.pt,0.5970496894409938,16
16,3,resnet32.pt,0.5753105590062112,16
8,3,resnet32.pt,0.6048136645962733,16
12,3,resnet32.pt,0.5962732919254659,16
20,3,resnet32.pt,0.6086956521739131,16
4,4,resnet32.pt,0.6009316770186336,16
18,4,resnet32.pt,0.5675465838509317,16
6,4,resnet32.pt,0.5854037267080745,16
2,4,resnet32.pt,0.5419254658385093,16
10,4,resnet32.pt,0.5877329192546584,16
12,4,resnet32.pt,0.5962732919254659,16
20,4,resnet32.pt,0.5822981366459627,16
16,4,resnet32.pt,0.6242236024844721,16
8,4,resnet32.pt,0.5892857142857143,16
14,4,resnet32.pt,0.6180124223602484,16
18,5,resnet32.pt,0.5830745341614907,16
6,5,resnet32.pt,0.6149068322981367,16
20,5,resnet32.pt,0.5636645962732919,16
4,5,resnet32.pt,0.5722049689440993,16
10,5,resnet32.pt,0.5822981366459627,16
8,5,resnet32.pt,0.578416149068323,16
2,5,resnet32.pt,0.6156832298136646,16
12,5,resnet32.pt,0.6133540372670807,16
16,5,resnet32.pt,0.6040372670807453,16
14,5,resnet32.pt,0.6040372670807453,16
18,6,resnet32.pt,0.5815217391304348,16
6,6,resnet32.pt,0.6211180124223602,16
4,6,resnet32.pt,0.5535714285714286,16
2,6,resnet32.pt,0.6156832298136646,16
10,6,resnet32.pt,0.5279503105590062,16
20,6,resnet32.pt,0.5605590062111802,16
8,6,resnet32.pt,0.5450310559006211,16
12,6,resnet32.pt,0.6273291925465838,16
16,6,resnet32.pt,0.5970496894409938,16
14,6,resnet32.pt,0.6203416149068323,16
18,7,resnet32.pt,0.5722049689440993,16
10,7,resnet32.pt,0.5962732919254659,16
2,7,resnet32.pt,0.593944099378882,16
4,7,resnet32.pt,0.5791925465838509,16
6,7,resnet32.pt,0.6312111801242236,16
8,7,resnet32.pt,0.6032608695652174,16
20,7,resnet32.pt,0.609472049689441,16
12,7,resnet32.pt,0.5854037267080745,16
16,7,resnet32.pt,0.6436335403726708,16
14,7,resnet32.pt,0.6156832298136646,16
18,8,resnet32.pt,0.5131987577639752,16
2,8,resnet32.pt,0.5962732919254659,16
10,8,resnet32.pt,0.5395962732919255,16
4,8,resnet32.pt,0.6164596273291926,16
8,8,resnet32.pt,0.6350931677018633,16
20,8,resnet32.pt,0.656832298136646,16
6,8,resnet32.pt,0.593944099378882,16
12,8,resnet32.pt,0.514751552795031,16
16,8,resnet32.pt,0.5861801242236024,16
14,8,resnet32.pt,0.5916149068322981,16
18,9,resnet32.pt,0.5993788819875776,16
2,9,resnet32.pt,0.6459627329192547,16
10,9,resnet32.pt,0.5683229813664596,16
4,9,resnet32.pt,0.609472049689441,16
20,9,resnet32.pt,0.5605590062111802,16
8,9,resnet32.pt,0.6141304347826086,16
6,9,resnet32.pt,0.5442546583850931,16
12,9,resnet32.pt,0.6366459627329193,16
16,9,resnet32.pt,0.5683229813664596,16
14,9,resnet32.pt,0.6125776397515528,16
18,10,resnet32.pt,0.6133540372670807,16
2,10,resnet32.pt,0.5846273291925466,16
4,10,resnet32.pt,0.5209627329192547,16
8,10,resnet32.pt,0.6156832298136646,16
20,10,resnet32.pt,0.6622670807453416,16
6,10,resnet32.pt,0.6234472049689441,16
10,10,resnet32.pt,0.5745341614906833,16
12,10,resnet32.pt,0.5908385093167702,16
16,10,resnet32.pt,0.593167701863354,16
18,2,resnet32.pt,0.6281055900621118,32
4,2,resnet32.pt,0.5892857142857143,32
20,2,resnet32.pt,0.6218944099378882,32
2,2,resnet32.pt,0.59472049689441,32
8,2,resnet32.pt,0.6017080745341615,32
10,2,resnet32.pt,0.6086956521739131,32
6,2,resnet32.pt,0.6234472049689441,32
12,2,resnet32.pt,0.6048136645962733,32
16,2,resnet32.pt,0.6281055900621118,32
14,10,resnet32.pt,0.5869565217391305,16
18,3,resnet32.pt,0.5846273291925466,32
4,3,resnet32.pt,0.6288819875776398,32
2,3,resnet32.pt,0.6086956521739131,32
8,3,resnet32.pt,0.6218944099378882,32
20,3,resnet32.pt,0.6118012422360248,32
10,3,resnet32.pt,0.593944099378882,32
6,3,resnet32.pt,0.6071428571428571,32
12,3,resnet32.pt,0.6040372670807453,32
16,3,resnet32.pt,0.6242236024844721,32
14,2,resnet32.pt,0.6032608695652174,32
10,4,resnet32.pt,0.5892857142857143,32
8,4,resnet32.pt,0.6288819875776398,32
4,4,resnet32.pt,0.6172360248447205,32
18,4,resnet32.pt,0.640527950310559,32
20,4,resnet32.pt,0.6226708074534162,32
2,4,resnet32.pt,0.6451863354037267,32
14,3,resnet32.pt,0.6226708074534162,32
16,4,resnet32.pt,0.6048136645962733,32
12,4,resnet32.pt,0.6467391304347826,32
6,4,resnet32.pt,0.6079192546583851,32
14,4,resnet32.pt,0.6156832298136646,32
18,5,resnet32.pt,0.6055900621118012,32
20,5,resnet32.pt,0.5729813664596274,32
2,5,resnet32.pt,0.5869565217391305,32
12,5,resnet32.pt,0.6226708074534162,32
16,5,resnet32.pt,0.6234472049689441,32
4,5,resnet32.pt,0.5993788819875776,32
10,5,resnet32.pt,0.6226708074534162,32
6,5,resnet32.pt,0.6226708074534162,32
8,5,resnet32.pt,0.5978260869565217,32
14,5,resnet32.pt,0.6242236024844721,32
18,6,resnet32.pt,0.6086956521739131,32
12,6,resnet32.pt,0.6118012422360248,32
20,6,resnet32.pt,0.5706521739130435,32
16,6,resnet32.pt,0.6467391304347826,32
2,6,resnet32.pt,0.6001552795031055,32
4,6,resnet32.pt,0.609472049689441,32
10,6,resnet32.pt,0.6164596273291926,32
6,6,resnet32.pt,0.6032608695652174,32
8,6,resnet32.pt,0.5978260869565217,32
14,6,resnet32.pt,0.625,32
18,7,resnet32.pt,0.5986024844720497,32
20,7,resnet32.pt,0.5954968944099379,32
16,7,resnet32.pt,0.6521739130434783,32
12,7,resnet32.pt,0.5908385093167702,32
2,7,resnet32.pt,0.5714285714285714,32
10,7,resnet32.pt,0.6187888198757764,32
4,7,resnet32.pt,0.6374223602484472,32
8,7,resnet32.pt,0.6506211180124224,32
6,7,resnet32.pt,0.6079192546583851,32
14,7,resnet32.pt,0.6327639751552795,32
2,8,resnet32.pt,0.640527950310559,32
16,8,resnet32.pt,0.6273291925465838,32
18,8,resnet32.pt,0.5768633540372671,32
20,8,resnet32.pt,0.6032608695652174,32
12,8,resnet32.pt,0.6459627329192547,32
10,8,resnet32.pt,0.6451863354037267,32
4,8,resnet32.pt,0.6195652173913043,32
6,8,resnet32.pt,0.6180124223602484,32
8,8,resnet32.pt,0.5916149068322981,32
14,8,resnet32.pt,0.6436335403726708,32
16,9,resnet32.pt,0.6428571428571429,32
18,9,resnet32.pt,0.5496894409937888,32
12,9,resnet32.pt,0.5908385093167702,32
2,9,resnet32.pt,0.6040372670807453,32
20,9,resnet32.pt,0.6017080745341615,32
10,9,resnet32.pt,0.5861801242236024,32
4,9,resnet32.pt,0.6513975155279503,32
8,9,resnet32.pt,0.6156832298136646,32
6,9,resnet32.pt,0.577639751552795,32
14,9,resnet32.pt,0.5714285714285714,32
16,10,resnet32.pt,0.6583850931677019,32
18,10,resnet32.pt,0.5450310559006211,32
12,10,resnet32.pt,0.6638198757763976,32
20,10,resnet32.pt,0.6350931677018633,32
4,10,resnet32.pt,0.5590062111801242,32
2,10,resnet32.pt,0.6513975155279503,32
10,10,resnet32.pt,0.5838509316770186,32
8,10,resnet32.pt,0.5799689440993789,32
6,10,resnet32.pt,0.5846273291925466,32
16,2,resnet32.pt,0.6234472049689441,64
10,2,resnet32.pt,0.6172360248447205,64
2,2,resnet32.pt,0.6273291925465838,64
18,2,resnet32.pt,0.610248447204969,64
4,2,resnet32.pt,0.6156832298136646,64
12,2,resnet32.pt,0.6133540372670807,64
