iteration,accuracy_before,accuracy_after,dset_size,interval_iter_tracker
50.0,0.6139896373056994,0.5569948186528497,0.3,4
20.0,0.6113989637305699,0.5673575129533679,0.3,4
30.0,0.6088082901554405,0.5751295336787565,0.3,4
45.0,0.6088082901554405,0.5492227979274611,0.3,4
40.0,0.5932642487046632,0.538860103626943,0.3,4
5.0,0.6088082901554405,0.5544041450777202,0.3,4
10.0,0.6010362694300518,0.5414507772020726,0.3,4
35.0,0.6113989637305699,0.5544041450777202,0.3,4
25.0,0.6010362694300518,0.5440414507772021,0.3,4
15.0,0.6062176165803109,0.5647668393782384,0.3,5
45.0,0.6347150259067358,0.6010362694300518,0.3,5
40.0,0.6269430051813472,0.572538860103627,0.3,5
30.0,0.6450777202072538,0.6036269430051814,0.3,5
10.0,0.6269430051813472,0.5880829015544041,0.3,5
20.0,0.6295336787564767,0.6010362694300518,0.3,5
50.0,0.6398963730569949,0.6010362694300518,0.3,5
5.0,0.6321243523316062,0.5958549222797928,0.3,5
35.0,0.6217616580310881,0.5854922279792746,0.3,5
25.0,0.6010362694300518,0.5647668393782384,0.3,5
40.0,0.6424870466321243,0.5803108808290155,0.3,6
50.0,0.6839378238341969,0.5906735751295337,0.3,6
30.0,0.6917098445595855,0.6088082901554405,0.3,6
20.0,0.6839378238341969,0.582901554404145,0.3,6
45.0,0.6839378238341969,0.5958549222797928,0.3,6
15.0,0.6191709844559585,0.5777202072538861,0.3,6
35.0,0.6735751295336787,0.5803108808290155,0.3,6
10.0,0.6398963730569949,0.5880829015544041,0.3,6
25.0,0.6424870466321243,0.5803108808290155,0.3,6
5.0,0.6761658031088082,0.5803108808290155,0.3,6
40.0,0.6839378238341969,0.6243523316062176,0.3,7
50.0,0.694300518134715,0.6450777202072538,0.3,7
30.0,0.7020725388601037,0.6528497409326425,0.3,7
45.0,0.7020725388601037,0.6709844559585493,0.3,7
20.0,0.6994818652849741,0.6373056994818653,0.3,7
15.0,0.6865284974093264,0.6217616580310881,0.3,7
35.0,0.6994818652849741,0.6321243523316062,0.3,7
5.0,0.6968911917098446,0.655440414507772,0.3,7
10.0,0.6839378238341969,0.6347150259067358,0.3,7
25.0,0.6787564766839378,0.616580310880829,0.3,7
40.0,0.7072538860103627,0.6528497409326425,0.3,8
50.0,0.7072538860103627,0.6632124352331606,0.3,8
45.0,0.7020725388601037,0.6787564766839378,0.3,8
15.0,0.6917098445595855,0.6528497409326425,0.3,8
20.0,0.7046632124352331,0.6632124352331606,0.3,8
30.0,0.7176165803108808,0.6735751295336787,0.3,8
35.0,0.7046632124352331,0.6632124352331606,0.3,8
10.0,0.7072538860103627,0.6787564766839378,0.3,8
5.0,0.7046632124352331,0.6606217616580311,0.3,8
25.0,0.689119170984456,0.6450777202072538,0.3,8
40.0,0.7072538860103627,0.6735751295336787,0.3,9
50.0,0.7461139896373057,0.7072538860103627,0.3,9
15.0,0.7020725388601037,0.6502590673575129,0.3,9
20.0,0.7487046632124352,0.7072538860103627,0.3,9
45.0,0.689119170984456,0.689119170984456,0.3,9
30.0,0.7435233160621761,0.7098445595854922,0.3,9
35.0,0.7487046632124352,0.6917098445595855,0.3,9
5.0,0.7564766839378239,0.7176165803108808,0.3,9
10.0,0.7202072538860104,0.6709844559585493,0.3,9
25.0,0.7046632124352331,0.6632124352331606,0.3,9
50.0,0.7616580310880829,0.727979274611399,0.3,10
20.0,0.7668393782383419,0.7202072538860104,0.3,10
40.0,0.7072538860103627,0.6528497409326425,0.3,10
15.0,0.7072538860103627,0.6632124352331606,0.3,10
30.0,0.7797927461139896,0.7357512953367875,0.3,10
45.0,0.7331606217616581,0.7072538860103627,0.3,10
5.0,0.7694300518134715,0.7331606217616581,0.3,10
35.0,0.7590673575129534,0.7176165803108808,0.3,10
10.0,0.7409326424870466,0.6813471502590673,0.3,10
25.0,0.7046632124352331,0.6709844559585493,0.3,10
50.0,0.7383419689119171,0.7176165803108808,0.3,11
20.0,0.7305699481865285,0.727979274611399,0.3,11
40.0,0.689119170984456,0.655440414507772,0.3,11
30.0,0.7668393782383419,0.7538860103626943,0.3,11
15.0,0.689119170984456,0.6606217616580311,0.3,11
45.0,0.7357512953367875,0.7305699481865285,0.3,11
5.0,0.7435233160621761,0.727979274611399,0.3,11
35.0,0.7435233160621761,0.7253886010362695,0.3,11
10.0,0.7098445595854922,0.6813471502590673,0.3,11
25.0,0.689119170984456,0.6580310880829016,0.3,11
20.0,0.7823834196891192,0.7538860103626943,0.3,12
40.0,0.7098445595854922,0.6865284974093264,0.3,12
50.0,0.7642487046632125,0.7409326424870466,0.3,12
30.0,0.8005181347150259,0.7746113989637305,0.3,12
15.0,0.7072538860103627,0.6761658031088082,0.3,12
5.0,0.772020725388601,0.7538860103626943,0.3,12
45.0,0.7487046632124352,0.7357512953367875,0.3,12
35.0,0.7823834196891192,0.7487046632124352,0.3,12
10.0,0.7020725388601037,0.6994818652849741,0.3,12
25.0,0.6968911917098446,0.6606217616580311,0.3,12
40.0,0.7072538860103627,0.6787564766839378,0.3,13
50.0,0.7564766839378239,0.7150259067357513,0.3,13
20.0,0.7823834196891192,0.7357512953367875,0.3,13
35.0,0.7875647668393783,0.7435233160621761,0.3,13
30.0,0.7953367875647669,0.7590673575129534,0.3,13
5.0,0.7668393782383419,0.7331606217616581,0.3,13
45.0,0.7461139896373057,0.727979274611399,0.3,13
15.0,0.7046632124352331,0.6865284974093264,0.3,13
10.0,0.727979274611399,0.694300518134715,0.3,13
25.0,0.6994818652849741,0.6735751295336787,0.3,13
40.0,0.7176165803108808,0.6865284974093264,0.3,14
20.0,0.7746113989637305,0.7564766839378239,0.3,14
50.0,0.7590673575129534,0.7305699481865285,0.3,14
45.0,0.7461139896373057,0.7305699481865285,0.3,14
30.0,0.7979274611398963,0.7772020725388601,0.3,14
35.0,0.7772020725388601,0.7512953367875648,0.3,14
5.0,0.7849740932642487,0.7564766839378239,0.3,14
15.0,0.7176165803108808,0.6968911917098446,0.3,14
10.0,0.7409326424870466,0.7124352331606217,0.3,14
25.0,0.7098445595854922,0.6813471502590673,0.3,14
40.0,0.7227979274611399,0.7150259067357513,0.3,15
20.0,0.7875647668393783,0.7668393782383419,0.3,15
50.0,0.7668393782383419,0.7590673575129534,0.3,15
35.0,0.7901554404145078,0.772020725388601,0.3,15
45.0,0.7538860103626943,0.7487046632124352,0.3,15
5.0,0.7849740932642487,0.772020725388601,0.3,15
30.0,0.7927461139896373,0.7797927461139896,0.3,15
15.0,0.7253886010362695,0.7124352331606217,0.3,15
25.0,0.7357512953367875,0.7046632124352331,0.3,15
10.0,0.7590673575129534,0.7409326424870466,0.3,15
40.0,0.7227979274611399,0.7227979274611399,0.3,16
50.0,0.7642487046632125,0.7538860103626943,0.3,16
35.0,0.7797927461139896,0.7901554404145078,0.3,16
20.0,0.7875647668393783,0.7746113989637305,0.3,16
5.0,0.7746113989637305,0.7668393782383419,0.3,16
30.0,0.7875647668393783,0.7823834196891192,0.3,16
45.0,0.7590673575129534,0.7487046632124352,0.3,16
15.0,0.7227979274611399,0.7124352331606217,0.3,16
25.0,0.7253886010362695,0.7202072538860104,0.3,16
10.0,0.7538860103626943,0.727979274611399,0.3,16
40.0,0.727979274611399,0.689119170984456,0.3,17
20.0,0.7927461139896373,0.7797927461139896,0.3,17
35.0,0.7979274611398963,0.7823834196891192,0.3,17
50.0,0.7772020725388601,0.7694300518134715,0.3,17
5.0,0.7901554404145078,0.7823834196891192,0.3,17
45.0,0.7694300518134715,0.7694300518134715,0.3,17
30.0,0.7901554404145078,0.7849740932642487,0.3,17
15.0,0.7305699481865285,0.6968911917098446,0.3,17
25.0,0.7305699481865285,0.694300518134715,0.3,17
10.0,0.7564766839378239,0.7409326424870466,0.3,17
40.0,0.7383419689119171,0.7098445595854922,0.3,18
20.0,0.8005181347150259,0.805699481865285,0.3,18
50.0,0.7772020725388601,0.7694300518134715,0.3,18
35.0,0.7927461139896373,0.7823834196891192,0.3,18
30.0,0.805699481865285,0.7849740932642487,0.3,18
5.0,0.7901554404145078,0.7772020725388601,0.3,18
45.0,0.772020725388601,0.7772020725388601,0.3,18
15.0,0.7487046632124352,0.7176165803108808,0.3,18
10.0,0.772020725388601,0.7642487046632125,0.3,18
25.0,0.7383419689119171,0.7098445595854922,0.3,18
40.0,0.7538860103626943,0.7124352331606217,0.3,19
50.0,0.7927461139896373,0.7849740932642487,0.3,19
20.0,0.8160621761658031,0.7953367875647669,0.3,19
30.0,0.8082901554404145,0.7823834196891192,0.3,19
35.0,0.8005181347150259,0.7823834196891192,0.3,19
45.0,0.7694300518134715,0.772020725388601,0.3,19
5.0,0.7953367875647669,0.7772020725388601,0.3,19
15.0,0.7487046632124352,0.727979274611399,0.3,19
25.0,0.7590673575129534,0.727979274611399,0.3,19
10.0,0.7797927461139896,0.7668393782383419,0.3,19
50.0,0.7901554404145078,0.7901554404145078,0.3,20
40.0,0.7487046632124352,0.7176165803108808,0.3,20
20.0,0.8031088082901554,0.7927461139896373,0.3,20
30.0,0.810880829015544,0.8005181347150259,0.3,20
35.0,0.8005181347150259,0.7901554404145078,0.3,20
45.0,0.7979274611398963,0.7823834196891192,0.3,20
5.0,0.8031088082901554,0.7953367875647669,0.3,20
15.0,0.7538860103626943,0.7202072538860104,0.3,20
25.0,0.7616580310880829,0.7253886010362695,0.3,20
10.0,0.7875647668393783,0.772020725388601,0.3,20
50.0,0.7849740932642487,0.7823834196891192,0.3,21
40.0,0.7564766839378239,0.7512953367875648,0.3,21
20.0,0.8031088082901554,0.7953367875647669,0.3,21
35.0,0.7927461139896373,0.7901554404145078,0.3,21
30.0,0.8005181347150259,0.7979274611398963,0.3,21
45.0,0.7823834196891192,0.7772020725388601,0.3,21
5.0,0.7979274611398963,0.7849740932642487,0.3,21
15.0,0.7564766839378239,0.7305699481865285,0.3,21
25.0,0.7564766839378239,0.7331606217616581,0.3,21
10.0,0.7927461139896373,0.7927461139896373,0.3,21
50.0,0.7772020725388601,0.772020725388601,0.3,22
40.0,0.7564766839378239,0.7383419689119171,0.3,22
20.0,0.8031088082901554,0.7849740932642487,0.3,22
45.0,0.7849740932642487,0.7668393782383419,0.3,22
35.0,0.7927461139896373,0.7953367875647669,0.3,22
30.0,0.8031088082901554,0.7875647668393783,0.3,22
5.0,0.7979274611398963,0.7823834196891192,0.3,22
15.0,0.7590673575129534,0.7435233160621761,0.3,22
25.0,0.7616580310880829,0.7435233160621761,0.3,22
10.0,0.7979274611398963,0.7979274611398963,0.3,22
50.0,0.7642487046632125,0.7823834196891192,0.3,23
40.0,0.7616580310880829,0.7461139896373057,0.3,23
20.0,0.8160621761658031,0.7927461139896373,0.3,23
35.0,0.8005181347150259,0.7927461139896373,0.3,23
45.0,0.7227979274611399,0.7746113989637305,0.3,23
30.0,0.805699481865285,0.7953367875647669,0.3,23
5.0,0.7875647668393783,0.7797927461139896,0.3,23
15.0,0.7512953367875648,0.7383419689119171,0.3,23
25.0,0.7616580310880829,0.7409326424870466,0.3,23
10.0,0.805699481865285,0.8160621761658031,0.3,23
50.0,0.7875647668393783,0.7953367875647669,0.3,24
40.0,0.7642487046632125,0.7564766839378239,0.3,24
20.0,0.7979274611398963,0.7953367875647669,0.3,24
30.0,0.805699481865285,0.7927461139896373,0.3,24
35.0,0.7953367875647669,0.7953367875647669,0.3,24
45.0,0.7927461139896373,0.8031088082901554,0.3,24
15.0,0.7616580310880829,0.7564766839378239,0.3,24
5.0,0.8005181347150259,0.7875647668393783,0.3,24
25.0,0.7642487046632125,0.7590673575129534,0.3,24
10.0,0.805699481865285,0.810880829015544,0.3,24
40.0,0.7694300518134715,0.7538860103626943,0.3,25
50.0,0.7875647668393783,0.7927461139896373,0.3,25
20.0,0.8134715025906736,0.7875647668393783,0.3,25
30.0,0.8005181347150259,0.7953367875647669,0.3,25
45.0,0.8031088082901554,0.7979274611398963,0.3,25
35.0,0.8031088082901554,0.7979274611398963,0.3,25
15.0,0.7694300518134715,0.7564766839378239,0.3,25
5.0,0.8031088082901554,0.7927461139896373,0.3,25
25.0,0.772020725388601,0.7512953367875648,0.3,25
10.0,0.7979274611398963,0.7797927461139896,0.3,25
40.0,0.772020725388601,0.772020725388601,0.3,26
50.0,0.7590673575129534,0.7927461139896373,0.3,26
20.0,0.810880829015544,0.8005181347150259,0.3,26
30.0,0.8031088082901554,0.7979274611398963,0.3,26
45.0,0.7564766839378239,0.7953367875647669,0.3,26
35.0,0.8031088082901554,0.8005181347150259,0.3,26
15.0,0.7746113989637305,0.7564766839378239,0.3,26
5.0,0.7849740932642487,0.7979274611398963,0.3,26
25.0,0.7616580310880829,0.7512953367875648,0.3,26
10.0,0.8005181347150259,0.7927461139896373,0.3,26
50.0,0.7823834196891192,0.7823834196891192,0.3,27
40.0,0.772020725388601,0.7564766839378239,0.3,27
20.0,0.8082901554404145,0.7979274611398963,0.3,27
30.0,0.8031088082901554,0.7979274611398963,0.3,27
45.0,0.7927461139896373,0.7979274611398963,0.3,27
35.0,0.8031088082901554,0.7979274611398963,0.3,27
15.0,0.7590673575129534,0.7512953367875648,0.3,27
5.0,0.8005181347150259,0.7875647668393783,0.3,27
25.0,0.7668393782383419,0.7538860103626943,0.3,27
10.0,0.7979274611398963,0.7772020725388601,0.3,27
50.0,0.7875647668393783,0.7927461139896373,0.3,28
40.0,0.7746113989637305,0.7564766839378239,0.3,28
20.0,0.8186528497409327,0.8005181347150259,0.3,28
30.0,0.8031088082901554,0.7927461139896373,0.3,28
45.0,0.7927461139896373,0.8082901554404145,0.3,28
35.0,0.8031088082901554,0.7979274611398963,0.3,28
15.0,0.7746113989637305,0.7590673575129534,0.3,28
5.0,0.805699481865285,0.7875647668393783,0.3,28
25.0,0.7797927461139896,0.7668393782383419,0.3,28
10.0,0.7979274611398963,0.7823834196891192,0.3,28
50.0,0.7901554404145078,0.7927461139896373,0.3,29
40.0,0.7797927461139896,0.7616580310880829,0.3,29
20.0,0.8160621761658031,0.7979274611398963,0.3,29
30.0,0.805699481865285,0.7953367875647669,0.3,29
35.0,0.7979274611398963,0.8005181347150259,0.3,29
45.0,0.8031088082901554,0.7927461139896373,0.3,29
15.0,0.7772020725388601,0.772020725388601,0.3,29
5.0,0.805699481865285,0.7875647668393783,0.3,29
25.0,0.7772020725388601,0.7772020725388601,0.3,29
10.0,0.8134715025906736,0.7979274611398963,0.3,29
50.0,0.7927461139896373,0.7927461139896373,0.3,30
40.0,0.7694300518134715,0.7564766839378239,0.3,30
20.0,0.8134715025906736,0.7979274611398963,0.3,30
30.0,0.8031088082901554,0.7953367875647669,0.3,30
35.0,0.7979274611398963,0.7979274611398963,0.3,30
45.0,0.8031088082901554,0.7953367875647669,0.3,30
15.0,0.7668393782383419,0.7538860103626943,0.3,30
5.0,0.7953367875647669,0.7927461139896373,0.3,30
25.0,0.7668393782383419,0.7564766839378239,0.3,30
10.0,0.8031088082901554,0.7901554404145078,0.3,30
2.0,0.24660194174757283,0.39223300970873787,0.4,1
9.0,0.24660194174757283,0.39223300970873787,0.4,1
3.0,0.24660194174757283,0.39223300970873787,0.4,1
7.0,0.24660194174757283,0.39223300970873787,0.4,1
1.0,0.24660194174757283,0.39223300970873787,0.4,1
8.0,0.24660194174757283,0.39223300970873787,0.4,1
10.0,0.24660194174757283,0.39223300970873787,0.4,1
4.0,0.24660194174757283,0.39223300970873787,0.4,1
5.0,0.24660194174757283,0.39223300970873787,0.4,1
6.0,0.24660194174757283,0.39223300970873787,0.4,1
3.0,0.3592233009708738,0.3262135922330097,0.4,2
1.0,0.3592233009708738,0.3320388349514563,0.4,2
2.0,0.3592233009708738,0.32038834951456313,0.4,2
7.0,0.34368932038834954,0.31844660194174756,0.4,2
8.0,0.3592233009708738,0.32038834951456313,0.4,2
10.0,0.3592233009708738,0.3320388349514563,0.4,2
9.0,0.3592233009708738,0.3320388349514563,0.4,2
4.0,0.3553398058252427,0.31844660194174756,0.4,2
5.0,0.3592233009708738,0.3262135922330097,0.4,2
6.0,0.34368932038834954,0.3262135922330097,0.4,2
1.0,0.5067961165048543,0.4796116504854369,0.4,3
7.0,0.4815533980582524,0.4563106796116505,0.4,3
3.0,0.4893203883495146,0.4524271844660194,0.4,3
4.0,0.512621359223301,0.47184466019417476,0.4,3
2.0,0.49902912621359224,0.45436893203883494,0.4,3
9.0,0.5029126213592233,0.46990291262135925,0.4,3
10.0,0.48349514563106794,0.4601941747572815,0.4,3
8.0,0.49320388349514566,0.45048543689320386,0.4,3
6.0,0.4893203883495146,0.46990291262135925,0.4,3
5.0,0.4893203883495146,0.44854368932038835,0.4,3
1.0,0.6038834951456311,0.5339805825242718,0.4,4
4.0,0.5689320388349515,0.49514563106796117,0.4,4
3.0,0.5766990291262136,0.516504854368932,0.4,4
2.0,0.5883495145631068,0.5281553398058253,0.4,4
7.0,0.5145631067961165,0.487378640776699,0.4,4
8.0,0.566990291262136,0.5145631067961165,0.4,4
10.0,0.5203883495145631,0.4970873786407767,0.4,4
9.0,0.5980582524271845,0.5398058252427185,0.4,4
6.0,0.5631067961165048,0.5145631067961165,0.4,4
5.0,0.5922330097087378,0.5339805825242718,0.4,4
1.0,0.6757281553398058,0.6601941747572816,0.4,5
4.0,0.6466019417475728,0.629126213592233,0.4,5
7.0,0.6174757281553398,0.6349514563106796,0.4,5
3.0,0.658252427184466,0.6368932038834951,0.4,5
8.0,0.6427184466019418,0.6485436893203883,0.4,5
10.0,0.625242718446602,0.6019417475728155,0.4,5
9.0,0.6699029126213593,0.6621359223300971,0.4,5
2.0,0.6679611650485436,0.6504854368932039,0.4,5
6.0,0.6679611650485436,0.6466019417475728,0.4,5
5.0,0.6660194174757281,0.6485436893203883,0.4,5
4.0,0.683495145631068,0.6640776699029126,0.4,6
1.0,0.6951456310679611,0.6990291262135923,0.4,6
10.0,0.658252427184466,0.6601941747572816,0.4,6
8.0,0.6718446601941748,0.658252427184466,0.4,6
7.0,0.6718446601941748,0.6601941747572816,0.4,6
3.0,0.6699029126213593,0.6699029126213593,0.4,6
9.0,0.6854368932038835,0.6912621359223301,0.4,6
2.0,0.683495145631068,0.6757281553398058,0.4,6
5.0,0.6679611650485436,0.6660194174757281,0.4,6
6.0,0.6815533980582524,0.6601941747572816,0.4,6
4.0,0.7242718446601941,0.7184466019417476,0.4,7
8.0,0.7087378640776699,0.7126213592233009,0.4,7
7.0,0.7223300970873786,0.7087378640776699,0.4,7
10.0,0.7145631067961165,0.6873786407766991,0.4,7
1.0,0.7339805825242719,0.7184466019417476,0.4,7
9.0,0.7300970873786408,0.7203883495145631,0.4,7
3.0,0.7106796116504854,0.6970873786407767,0.4,7
2.0,0.7300970873786408,0.7203883495145631,0.4,7
6.0,0.7203883495145631,0.6912621359223301,0.4,7
5.0,0.7126213592233009,0.7165048543689321,0.4,7
4.0,0.7339805825242719,0.6893203883495146,0.4,8
8.0,0.7165048543689321,0.6621359223300971,0.4,8
10.0,0.7262135922330097,0.6524271844660194,0.4,8
7.0,0.7417475728155339,0.6970873786407767,0.4,8
9.0,0.7339805825242719,0.6796116504854369,0.4,8
1.0,0.7398058252427184,0.7029126213592233,0.4,8
2.0,0.7067961165048544,0.6466019417475728,0.4,8
3.0,0.7106796116504854,0.6310679611650486,0.4,8
6.0,0.7048543689320388,0.6466019417475728,0.4,8
5.0,0.7067961165048544,0.6349514563106796,0.4,8
4.0,0.7242718446601941,0.6951456310679611,0.4,9
7.0,0.7417475728155339,0.7242718446601941,0.4,9
10.0,0.7242718446601941,0.6951456310679611,0.4,9
8.0,0.7145631067961165,0.6893203883495146,0.4,9
9.0,0.7378640776699029,0.7165048543689321,0.4,9
3.0,0.7223300970873786,0.6970873786407767,0.4,9
2.0,0.7359223300970874,0.6932038834951456,0.4,9
1.0,0.7495145631067961,0.7300970873786408,0.4,9
6.0,0.7242718446601941,0.6970873786407767,0.4,9
5.0,0.7223300970873786,0.6990291262135923,0.4,9
4.0,0.6990291262135923,0.7242718446601941,0.4,10
9.0,0.7320388349514563,0.7281553398058253,0.4,10
8.0,0.7184466019417476,0.7262135922330097,0.4,10
10.0,0.7281553398058253,0.7281553398058253,0.4,10
7.0,0.7359223300970874,0.7417475728155339,0.4,10
3.0,0.7281553398058253,0.7281553398058253,0.4,10
1.0,0.7572815533980582,0.7417475728155339,0.4,10
2.0,0.7417475728155339,0.7378640776699029,0.4,10
6.0,0.7281553398058253,0.7300970873786408,0.4,10
5.0,0.7398058252427184,0.7378640776699029,0.4,10
9.0,0.7572815533980582,0.7514563106796116,0.4,11
4.0,0.7242718446601941,0.7398058252427184,0.4,11
10.0,0.7436893203883496,0.7320388349514563,0.4,11
8.0,0.7378640776699029,0.7456310679611651,0.4,11
7.0,0.7553398058252427,0.7592233009708738,0.4,11
3.0,0.7436893203883496,0.7456310679611651,0.4,11
1.0,0.7631067961165049,0.7533980582524272,0.4,11
6.0,0.7495145631067961,0.7378640776699029,0.4,11
5.0,0.7456310679611651,0.7631067961165049,0.4,11
2.0,0.7436893203883496,0.7495145631067961,0.4,11
9.0,0.7417475728155339,0.7572815533980582,0.4,12
8.0,0.6990291262135923,0.7417475728155339,0.4,12
10.0,0.7281553398058253,0.7475728155339806,0.4,12
4.0,0.6815533980582524,0.7184466019417476,0.4,12
6.0,0.7300970873786408,0.7475728155339806,0.4,12
1.0,0.7475728155339806,0.7320388349514563,0.4,12
3.0,0.7067961165048544,0.7262135922330097,0.4,12
7.0,0.7475728155339806,0.7475728155339806,0.4,12
5.0,0.7300970873786408,0.7359223300970874,0.4,12
2.0,0.7320388349514563,0.7533980582524272,0.4,12
9.0,0.7689320388349514,0.7650485436893204,0.4,13
8.0,0.7475728155339806,0.7436893203883496,0.4,13
1.0,0.7417475728155339,0.7339805825242719,0.4,13
10.0,0.7533980582524272,0.7572815533980582,0.4,13
3.0,0.7067961165048544,0.6854368932038835,0.4,13
4.0,0.7320388349514563,0.6660194174757281,0.4,13
6.0,0.7456310679611651,0.7611650485436893,0.4,13
7.0,0.7495145631067961,0.7203883495145631,0.4,13
2.0,0.7553398058252427,0.7572815533980582,0.4,13
5.0,0.7378640776699029,0.7087378640776699,0.4,13
9.0,0.7339805825242719,0.7165048543689321,0.4,14
8.0,0.7553398058252427,0.7436893203883496,0.4,14
4.0,0.6970873786407767,0.6757281553398058,0.4,14
3.0,0.7087378640776699,0.6970873786407767,0.4,14
10.0,0.7533980582524272,0.7417475728155339,0.4,14
1.0,0.6990291262135923,0.7106796116504854,0.4,14
6.0,0.7300970873786408,0.7300970873786408,0.4,14
7.0,0.7378640776699029,0.7165048543689321,0.4,14
5.0,0.6951456310679611,0.7087378640776699,0.4,14
2.0,0.6776699029126214,0.7165048543689321,0.4,14
9.0,0.7786407766990291,0.7728155339805826,0.4,15
8.0,0.7766990291262136,0.7708737864077669,0.4,15
10.0,0.7805825242718447,0.7708737864077669,0.4,15
6.0,0.7728155339805826,0.7631067961165049,0.4,15
3.0,0.7611650485436893,0.7436893203883496,0.4,15
4.0,0.7708737864077669,0.7359223300970874,0.4,15
1.0,0.7747572815533981,0.7669902912621359,0.4,15
2.0,0.7689320388349514,0.7805825242718447,0.4,15
7.0,0.7747572815533981,0.7631067961165049,0.4,15
5.0,0.7631067961165049,0.7398058252427184,0.4,15
8.0,0.7631067961165049,0.7708737864077669,0.4,16
9.0,0.7805825242718447,0.7844660194174757,0.4,16
10.0,0.7611650485436893,0.7708737864077669,0.4,16
3.0,0.7611650485436893,0.7689320388349514,0.4,16
6.0,0.7669902912621359,0.7631067961165049,0.4,16
1.0,0.7786407766990291,0.7766990291262136,0.4,16
4.0,0.7611650485436893,0.7650485436893204,0.4,16
2.0,0.7728155339805826,0.7747572815533981,0.4,16
5.0,0.7669902912621359,0.7592233009708738,0.4,16
7.0,0.7805825242718447,0.7747572815533981,0.4,16
8.0,0.7766990291262136,0.7805825242718447,0.4,17
9.0,0.7805825242718447,0.7805825242718447,0.4,17
3.0,0.7747572815533981,0.7805825242718447,0.4,17
10.0,0.7728155339805826,0.7766990291262136,0.4,17
1.0,0.7825242718446602,0.7805825242718447,0.4,17
4.0,0.7728155339805826,0.7766990291262136,0.4,17
6.0,0.7844660194174757,0.7747572815533981,0.4,17
2.0,0.7766990291262136,0.7844660194174757,0.4,17
7.0,0.7844660194174757,0.7825242718446602,0.4,17
5.0,0.7747572815533981,0.7805825242718447,0.4,17
9.0,0.7825242718446602,0.7961165048543689,0.4,18
8.0,0.7786407766990291,0.7825242718446602,0.4,18
3.0,0.7805825242718447,0.7825242718446602,0.4,18
6.0,0.7689320388349514,0.7805825242718447,0.4,18
10.0,0.7786407766990291,0.7883495145631068,0.4,18
4.0,0.7786407766990291,0.7883495145631068,0.4,18
1.0,0.7786407766990291,0.7883495145631068,0.4,18
2.0,0.7786407766990291,0.7902912621359224,0.4,18
7.0,0.7805825242718447,0.7883495145631068,0.4,18
5.0,0.7747572815533981,0.7844660194174757,0.4,18
9.0,0.7941747572815534,0.7922330097087379,0.4,19
8.0,0.7786407766990291,0.7825242718446602,0.4,19
3.0,0.7786407766990291,0.7786407766990291,0.4,19
6.0,0.7805825242718447,0.7864077669902912,0.4,19
4.0,0.7825242718446602,0.7747572815533981,0.4,19
10.0,0.7825242718446602,0.7844660194174757,0.4,19
1.0,0.7980582524271844,0.7980582524271844,0.4,19
7.0,0.7883495145631068,0.7902912621359224,0.4,19
2.0,0.7844660194174757,0.7922330097087379,0.4,19
5.0,0.7864077669902912,0.7902912621359224,0.4,19
8.0,0.7902912621359224,0.7961165048543689,0.4,20
3.0,0.7689320388349514,0.7786407766990291,0.4,20
9.0,0.7844660194174757,0.7922330097087379,0.4,20
6.0,0.7864077669902912,0.7902912621359224,0.4,20
4.0,0.7766990291262136,0.7825242718446602,0.4,20
10.0,0.7805825242718447,0.7844660194174757,0.4,20
1.0,0.7961165048543689,0.7902912621359224,0.4,20
7.0,0.7786407766990291,0.7961165048543689,0.4,20
2.0,0.7844660194174757,0.7941747572815534,0.4,20
5.0,0.7766990291262136,0.7864077669902912,0.4,20
8.0,0.7786407766990291,0.7902912621359224,0.4,21
9.0,0.7864077669902912,0.7902912621359224,0.4,21
3.0,0.7786407766990291,0.7786407766990291,0.4,21
4.0,0.7747572815533981,0.7728155339805826,0.4,21
6.0,0.7883495145631068,0.7844660194174757,0.4,21
10.0,0.7922330097087379,0.7805825242718447,0.4,21
2.0,0.7786407766990291,0.7883495145631068,0.4,21
1.0,0.7883495145631068,0.7941747572815534,0.4,21
5.0,0.7786407766990291,0.7883495145631068,0.4,21
7.0,0.7844660194174757,0.7844660194174757,0.4,21
8.0,0.7844660194174757,0.7941747572815534,0.4,22
3.0,0.7786407766990291,0.7902912621359224,0.4,22
9.0,0.7883495145631068,0.7922330097087379,0.4,22
4.0,0.7786407766990291,0.7864077669902912,0.4,22
10.0,0.7825242718446602,0.7980582524271844,0.4,22
2.0,0.7825242718446602,0.7980582524271844,0.4,22
6.0,0.7844660194174757,0.7941747572815534,0.4,22
5.0,0.7786407766990291,0.7883495145631068,0.4,22
1.0,0.7941747572815534,0.7980582524271844,0.4,22
7.0,0.7922330097087379,0.7980582524271844,0.4,22
8.0,0.7728155339805826,0.7825242718446602,0.4,23
9.0,0.7747572815533981,0.7902912621359224,0.4,23
3.0,0.7650485436893204,0.7883495145631068,0.4,23
4.0,0.7650485436893204,0.7669902912621359,0.4,23
2.0,0.7766990291262136,0.7902912621359224,0.4,23
10.0,0.7631067961165049,0.7805825242718447,0.4,23
1.0,0.7805825242718447,0.7922330097087379,0.4,23
6.0,0.7650485436893204,0.7922330097087379,0.4,23
5.0,0.7669902912621359,0.7747572815533981,0.4,23
7.0,0.7786407766990291,0.7902912621359224,0.4,23
8.0,0.7708737864077669,0.7883495145631068,0.4,24
9.0,0.7766990291262136,0.7941747572815534,0.4,24
